api_player_id,card_id,player_name,season,club,league,current_pool,goals,assists,minutes,rt,verified_position,confidence,evidence
47283,140306,Ibai Gómez,1718,Alaves,LL,CM,7,6,2325,81,,,
25008,158617,J. Clauss,2122,Lens,L1,CDM,5,11,3063,81,,,
900,133661,J. Lingard,1718,Manchester United,PL,CAM,8,5,1821,81,,,
18784,132398,J. Maddison,2021,Leicester,PL,ST,8,5,2104,81,,,
18784,133212,J. Maddison,1819,Leicester,PL,CM,7,7,2850,81,,,
25927,153817,J. Mateta,1819,FSV Mainz 05,BL,ST,14,2,2493,81,,,
517,141576,J. Rodríguez,1516,Real Madrid,LL,CAM,7,8,1515,81,,,
2938,131358,J. Ward-Prowse,2324,West Ham,PL,CM,7,7,3005,81,,,
2938,131734,J. Ward-Prowse,2223,Southampton,PL,CM,9,4,3373,81,,,
2778,132536,K. Ịheanachọ,2021,Leicester,PL,ST,12,2,1456,81,,,
22264,158616,L. Ajorque,2122,Strasbourg,L1,ST,12,8,2743,81,,,
246,169910,L. de Jong,2425,PSV Eindhoven,ERE,ST,14,8,2453,81,,,
33255,185070,Ł. Podolski,1516,Galatasaray,TR,Winger,13,8,2536,81,,,
757,140568,Lucas Vázquez,1718,Real Madrid,LL,FB,4,7,1667,81,,,
30817,178488,Łukasz Teodorczyk,1617,Anderlecht,BPL,ST,22,,3059,81,,,
18819,132630,M. Antonio,2021,West Ham,PL,ST,10,5,1984,81,,,
1917,182646,M. Balotelli,2122,Adana Demirspor,TR,Winger,18,4,2098,81,,,
18746,131331,M. Gibbs-White,2324,Nottingham Forest,PL,CM,5,10,3160,81,,,
26314,154635,M. Gómez,1617,VfL Wolfsburg,BL,ST,16,1,2854,81,,,
3244,159928,M. Gradel,1819,Toulouse,L1,CM,11,5,3240,81,,,
878,147330,M. Mandžukić,1819,Juventus,SA,ST,9,6,2020,81,,,
21509,152289,M. Thuram,2223,Borussia Mönchengladbach,BL,ST,13,6,2516,81,,,
36982,171976,M. Vlap,1819,Heerenveen,ERE,CM,16,4,2819,81,,,
30937,145389,M. Zaccagni,2223,Lazio,SA,Winger,10,6,2783,81,,,
283058,130814,N. Jackson,2425,Chelsea,PL,ST,10,5,2238,81,,,
544,177041,N. Lang,2021,Club Brugge KV,BPL,Winger,16,7,2198,81,,,
26258,153916,N. Petersen,1718,SC Freiburg,BL,Winger,15,1,2239,81,,,
128398,137429,Oihan Sancet,2425,Athletic Club,LL,CM,15,1,1628,81,,,
30433,147704,P. Gómez,1718,Atalanta,SA,ST,6,10,2757,81,,,
1697,140655,Pablo Fornals,1718,Villarreal,LL,CM,3,12,2622,81,,,
147,140668,Philippe Coutinho,1718,Barcelona,LL,CAM,8,5,1304,81,,,
47520,140447,Portu,1718,Girona,LL,Winger,11,5,3014,81,,,
2598,151264,R. Dōan,2425,SC Freiburg,BL,CM,10,7,2876,81,,,
119,159983,R. Falcao,1819,Monaco,L1,Winger,15,2,2562,81,,,
2887,130921,R. Jiménez,2425,Fulham,PL,ST,12,3,2505,81,,,
635,132686,R. Mahrez,2021,Manchester City,PL,Winger,9,6,1955,81,,,
30483,140964,R. Soriano,1617,Villarreal,LL,CM,9,5,2471,81,,,
48390,171047,R. van Wolfswinkel,2122,Twente,ERE,ST,16,8,2574,81,,,
573,166405,Rafa,1819,Benfica,PRT,Winger,16,2,1827,81,,,
302,133084,Roberto Firmino,1920,Liverpool,PL,Winger,9,8,3003,81,,,
47012,140746,Rubén Castro,1617,Real Betis,LL,ST,13,3,2783,81,,,
30632,172764,S. Armenteros,1617,Heracles,ERE,Winger,19,1,2511,81,,,
20674,164447,S. Banza,2324,SC Braga,PRT,ST,21,4,2007,81,,,
37160,172135,S. Berghuis,1819,Feyenoord,ERE,ST,12,12,2878,81,,,
791,147054,S. El Shaarawy,1819,AS Roma,SA,ST,11,3,2107,81,,,
