api_player_id,card_id,player_name,season,club,league,current_pool,goals,assists,minutes,rt,verified_position,confidence,evidence
8509,171276,R. Vloet,2021,Heracles,ERE,CM,16,6,2755,80,,,
573,164424,Rafa,2324,Benfica,PRT,Winger,14,12,2488,80,,,
135333,164163,Rafa Mujica,2324,Arouca,PRT,ST,20,3,2536,80,,,
22236,144878,Rafael Leão,2324,AC Milan,SA,Winger,9,9,2521,80,,,
8,152012,Raphaël Guerreiro,2223,Borussia Dortmund,BL,FB,4,12,2296,80,,,
41103,165056,Ricardo Horta,2122,SC Braga,PRT,ST,19,4,2791,80,,,
2413,131987,Richarlison,2122,Everton,PL,ST,10,5,2527,80,,,
302,132685,Roberto Firmino,2021,Liverpool,PL,Winger,9,7,2852,80,,,
37162,172176,Robin van Persie,1819,Feyenoord,ERE,Winger,16,4,1914,80,,,
37162,185057,Robin van Persie,1516,Fenerbahçe,TR,ST,16,3,1831,80,,,
47471,139067,Roger,2021,Levante,LL,ST,12,4,2209,80,,,
326102,181347,Rômulo,2425,Göztepe,TR,ST,13,9,2494,80,,,
37160,171763,S. Berghuis,1920,Feyenoord,ERE,ST,15,8,2109,80,,,
36987,172098,S. Lammers,1819,Heerenveen,ERE,Winger,16,5,2692,80,,,
18956,134469,S. Long,1516,Southampton,PL,,10,4,2111,80,,,
2603,166819,S. Nakajima,1718,Portimonense,PRT,ST,10,10,2504,80,,,
37784,170135,S. Steijn,2324,Twente,ERE,CM,17,3,2435,80,,,
358628,163759,Samu,2425,FC Porto,PRT,ST,19,3,2263,80,,,
37180,172017,Simon Gustafson,1819,Utrecht,ERE,CM,11,9,3146,80,,,
283,131857,T. Alexander-Arnold,2223,Liverpool,PL,FB,2,9,2931,80,,,
39100,170053,T. Lauritsen,2324,Sparta Rotterdam,ERE,ST,13,9,2583,80,,,
45,160594,T. Lemar,1617,Monaco,L1,Winger,9,10,2611,80,,,
21443,158065,T. Savanier,2223,Montpellier,L1,CM,12,4,2557,80,,,
8966,176155,T. Teuma,2223,Union St. Gilloise,BPL,CM,10,12,2998,80,,,
390,166292,Tiquinho Soares,1819,FC Porto,PRT,Winger,15,3,2062,80,,,
386,166802,V. Aboubakar,1718,FC Porto,PRT,ST,15,4,2019,80,,,
1918,161072,V. Germain,1516,Nice,L1,,14,6,3120,80,,,
26248,152863,V. Grifo,2021,SC Freiburg,BL,CM,9,10,2327,80,,,
183,176397,V. Janssen,2223,Antwerp,BPL,ST,18,4,2805,80,,,
50048,138514,V. Muriqi,2223,Mallorca,LL,ST,15,3,2953,80,,,
50048,183456,V. Muriqi,1920,Fenerbahçe,TR,ST,15,5,2493,80,,,
2780,159531,V. Osimhen,1920,Lille,L1,ST,13,4,2289,80,,,
36798,171000,V. Pavlidis,2122,AZ Alkmaar,ERE,ST,18,5,2856,80,,,
42309,184603,Wesley Sneijder,1617,Galatasaray,TR,CDM,5,15,2106,80,,,
162016,151584,X. Simons,2425,RB Leipzig,BL,ST,10,6,2157,80,,,
2923,139228,Y. Carrasco,2021,Atletico Madrid,LL,Winger,6,10,2187,80,,,
31032,147470,Y. Gervinho,1819,Parma,SA,ST,11,2,2309,80,,,
51070,146946,Z. Ibrahimović,1920,AC Milan,SA,ST,10,5,1365,80,,,
