api_player_id,card_id,player_name,season,club,league,current_pool,goals,assists,minutes,rt,verified_position,confidence,evidence
1912,160338,D. Payet,1718,Marseille,L1,Winger,6,13,2357,80,,,
1469,130875,D. Welbeck,2425,Brighton,PL,ST,10,4,2122,80,,,
2495,147504,D. Zapata,1718,Sampdoria,SA,ST,11,4,2113,80,,,
928,141376,Dani Parejo,1516,Valencia,LL,CM,8,5,2735,80,,,
793,148291,Diego Perotti,1617,AS Roma,SA,ST,8,6,1748,80,,,
865,147764,Douglas Costa,1718,Juventus,SA,Winger,4,12,1791,80,,,
2050,148123,É. Banega,1617,Inter,SA,CDM,6,6,1558,80,,,
274,132739,E. Cavani,2021,Manchester United,PL,ST,10,3,1368,80,,,
46930,187417,E. Demirović,2425,VfB Stuttgart,BL,ST,15,1,1862,80,,,
790,147410,E. Džeko,1819,AS Roma,SA,ST,9,6,2576,80,,,
203762,157262,E. Emegha,2425,Strasbourg,L1,ST,14,3,2302,80,,,
25319,154291,F. Bartels,1617,Werder Bremen,BL,ST,8,7,2219,80,,,
31060,146293,F. Caputo,2021,Sassuolo,SA,ST,11,5,1700,80,,,
1821,153883,F. Kostić,1819,Eintracht Frankfurt,BL,Winger,6,10,2960,80,,,
30463,147989,F. Quagliarella,1617,Sampdoria,SA,ST,12,4,2885,80,,,
33108,166624,Fabrício,1718,Portimonense,PRT,Winger,15,5,2407,80,,,
2187,172321,Fran Sol,1718,Willem II,ERE,ST,16,5,2866,80,,,
47545,159142,G. Kakuta,2021,Lens,L1,ST,11,5,2414,80,,,
36905,169868,G. Til,2425,PSV Eindhoven,ERE,CM,10,11,2022,80,,,
8628,177764,H. Harbaoui,1819,Zulte Waregem,BPL,ST,18,,2369,80,,,
1457,133507,H. Mkhitaryan,1819,Arsenal,PL,CDM,6,4,1643,80,,,
633,131925,İ. Gündoğan,2223,Manchester City,PL,CM,8,4,2377,80,,,
745,137438,Isco,2425,Real Betis,LL,CM,9,8,1551,80,,,
152654,151936,J. Frimpong,2324,Bayer Leverkusen,BL,Winger,9,7,2265,80,,,
19187,132826,J. Grealish,1920,Aston Villa,PL,ST,8,5,3234,80,,,
19128,132479,J. Harrison,2021,Leeds,PL,Winger,8,8,2857,80,,,
25635,152486,J. Hofmann,2122,Borussia Mönchengladbach,BL,ST,12,5,2082,80,,,
1942,176563,J. Ito,2122,Genk,BPL,Winger,8,16,3131,80,,,
502,153622,J. Kimmich,1819,Bayern München,BL,FB,2,13,3060,80,,,
18881,133588,J. King,1819,Bournemouth,PL,ST,12,3,2970,80,,,
19192,131652,J. Ramsey,2223,Aston Villa,PL,CM,6,7,2647,80,,,
517,141118,J. Rodríguez,1617,Real Madrid,LL,CAM,8,6,1179,80,,,
47408,140114,J. Silva,1819,Leganes,LL,CB,3,6,2700,80,,,
15592,151564,J. Stage,2425,Werder Bremen,BL,CM,10,5,2211,80,,,
18878,134061,J. Stanislas,1617,Bournemouth,PL,CM,7,5,1476,80,,,
1579,140516,Joaquín,1718,Real Betis,LL,CDM,4,7,2487,80,,,
12667,140892,Jonathan Viera,1617,Las Palmas,LL,CM,7,7,2588,80,,,
128,140066,Jordi Alba,1819,Barcelona,LL,CB,2,8,2987,80,,,
18907,138452,Joselu,2223,Espanyol,LL,ST,16,2,2989,80,,,
18907,138902,Joselu,2122,Alaves,LL,Winger,14,4,3125,80,,,
551,154879,K. Huntelaar,1516,FC Schalke 04,BL,,12,3,2483,80,,,
22247,159832,K. Lala,1819,Strasbourg,L1,CB,5,9,3060,80,,,
106835,131670,K. Mitoma,2223,Brighton,PL,CM,7,5,2316,80,,,
25461,151716,K. Stöger,2324,VfL Bochum,BL,CM,7,11,2679,80,,,
1709,158503,K. Toko Ekambi,2122,Lyon,L1,Winger,12,5,2304,80,,,
