api_player_id,card_id,player_name,season,club,league,current_pool,goals,assists,minutes,rt,verified_position,confidence,evidence
169,131235,K. Trippier,2324,Newcastle,PL,FB,1,10,2239,80,,,
989,154056,K. Volland,1718,Bayer Leverkusen,BL,ST,14,2,2599,80,,,
161948,186827,L. Delap,2425,Ipswich,PL,ST,12,2,2612,80,,,
154,158484,L. Messi,2122,Paris Saint Germain,L1,ST,6,14,2153,80,,,
2493,145922,L. Muriel,2122,Atalanta,SA,ST,9,8,1541,80,,,
2493,148136,L. Muriel,1617,Sampdoria,SA,ST,11,5,2257,80,,,
86,170952,L. Openda,2122,Vitesse,ERE,ST,19,3,3048,80,,,
644,151980,L. Sané,2324,Bayern München,BL,Winger,8,11,2144,80,,,
25639,154405,L. Stindl,1617,Borussia Mönchengladbach,BL,ST,11,3,2596,80,,,
25639,154769,L. Stindl,1516,Borussia Mönchengladbach,BL,,7,8,2597,80,,,
1946,131131,L. Trossard,2324,Arsenal,PL,Winger,12,1,1647,80,,,
200139,151634,M. Amoura,2425,VfL Wolfsburg,BL,ST,10,9,2481,80,,,
18819,133035,M. Antonio,1920,West Ham,PL,ST,10,3,1770,80,,,
158644,151663,M. Beier,2324,1899 Hoffenheim,BL,ST,16,1,2434,80,,,
18746,186878,M. Gibbs-White,2223,Nottingham Forest,PL,ST,5,8,2977,80,,,
3244,182747,M. Gradel,2021,Sivasspor,TR,Winger,11,12,3400,80,,,
19421,173246,M. Henriksen,1516,AZ Alkmaar,ERE,,12,6,2449,80,,,
393,166907,M. Marega,1617,Guimaraes,PRT,ST,13,6,2033,80,,,
37127,172099,M. Ødegaard,1819,Vitesse,ERE,Winger,9,12,2973,80,,,
25324,153871,M. Rashica,1819,Werder Bremen,BL,Winger,9,5,1558,80,,,
1159,153472,M. Sabitzer,1920,RB Leipzig,BL,CM,9,7,2507,80,,,
21509,153419,M. Thuram,1920,Borussia Mönchengladbach,BL,ST,10,8,2217,80,,,
30937,144577,M. Zaccagni,2425,Lazio,SA,Winger,8,6,2704,80,,,
156,160242,Malcom,1718,Bordeaux,L1,ST,12,7,2867,80,,,
2278,133939,Marcos Alonso,1718,Chelsea,PL,CDM,7,2,2860,80,,,
49037,172986,Mike Havenaar,1516,ADO Den Haag,ERE,,16,3,2735,80,,,
294,154562,N. Keïta,1617,RB Leipzig,BL,CM,8,7,2416,80,,,
544,169911,N. Lang,2425,PSV Eindhoven,ERE,Winger,11,10,1914,80,,,
25382,154718,N. Müller,1516,Hamburger SV,BL,,9,5,2163,80,,,
134590,181398,O. Aydın,2324,Fenerbahçe,TR,Winger,13,8,2587,80,,,
153,140151,O. Dembélé,1819,Barcelona,LL,Winger,8,5,1670,80,,,
153,154473,O. Dembélé,1617,Borussia Dortmund,BL,ST,6,12,2040,80,,,
81573,151944,Omar Marmoush,2324,Eintracht Frankfurt,BL,ST,12,6,2310,80,,,
1465,133937,P. Aubameyang,1718,Arsenal,PL,ST,10,4,1058,80,,,
1465,154213,P. Aubameyang,1718,Borussia Dortmund,BL,ST,13,3,1417,80,,,
25292,153352,P. Max,1920,FC Augsburg,BL,CB,8,6,2713,80,,,
47519,131149,Pedro Porro,2324,Tottenham,PL,FB,3,7,3093,80,,,
147,133946,Philippe Coutinho,1718,Liverpool,PL,CAM,7,6,1116,80,,,
18748,164808,Pote,2223,Sporting CP,PRT,ST,13,11,2728,80,,,
2287,134031,R. Barkley,1617,Everton,PL,CM,5,8,2908,80,,,
907,145201,R. Lukaku,2324,AS Roma,SA,ST,13,3,2648,80,,,
907,145308,R. Lukaku,2223,Inter,SA,ST,10,6,1663,80,,,
46725,181767,R. Manaj,2324,Sivasspor,TR,ST,18,3,2504,80,,,
30456,148745,R. Saponara,1516,Empoli,SA,,5,11,2641,80,,,
30483,146248,R. Soriano,2021,Bologna,SA,CM,9,6,3255,80,,,
