api_player_id,card_id,player_name,season,club,league,current_pool,goals,assists,minutes,rt,verified_position,confidence,evidence
543,172370,Z. Labyad,1718,Utrecht,ERE,ST,15,9,2755,82,,,
30803,146133,A. Barák,2122,Hellas Verona,SA,Winger,11,4,2347,81,,,
129126,175834,A. Bertaccini,2324,St. Truiden,BPL,ST,18,4,2656,81,,,
202,148063,A. Candreva,1617,Inter,SA,Winger,6,10,3021,81,,,
21591,158761,A. Delort,2122,Nice,L1,Winger,16,1,2447,81,,,
37930,172408,A. El Khayati,1718,ADO Den Haag,ERE,CM,11,11,2976,81,,,
153430,130692,A. Elanga,2425,Nottingham Forest,PL,Winger,6,11,2511,81,,,
2002,147860,A. Ljajić,1718,Torino,SA,CM,6,10,2155,81,,,
6716,131549,A. Mac Allister,2223,Brighton,PL,CM,10,2,2886,81,,,
908,134476,A. Martial,1516,Manchester United,PL,ST,11,4,2632,81,,,
19281,130761,A. Semenyo,2425,Bournemouth,PL,Winger,11,5,3209,81,,,
20589,131244,B. Mbeumo,2324,Brentford,PL,Winger,9,6,1960,81,,,
20589,131642,B. Mbeumo,2223,Brentford,PL,Winger,9,8,2931,81,,,
1460,130697,B. Saka,2425,Arsenal,PL,Winger,6,10,1735,81,,,
115589,151580,B. Šeško,2425,RB Leipzig,BL,ST,13,5,2399,81,,,
47348,138401,Borja Iglesias,2223,Real Betis,LL,ST,15,3,2382,81,,,
47440,140007,Brais Méndez,1819,Celta Vigo,LL,CM,6,7,2353,81,,,
3033,141378,C. Bakambu,1516,Villarreal,LL,,12,3,1860,81,,,
147859,176634,C. De Ketelaere,2122,Club Brugge KV,BPL,ST,14,9,3248,81,,,
147859,187105,C. De Ketelaere,2324,Atalanta,SA,ST,10,8,2040,81,,,
1863,145702,C. Immobile,2223,Lazio,SA,ST,12,5,2233,81,,,
17,133093,C. Pulišić,1920,Chelsea,PL,Winger,9,4,1727,81,,,
930,138914,Carlos Soler,2122,Valencia,LL,CM,11,5,2483,81,,,
104,166061,Carlos Vinícius,1920,Benfica,PRT,ST,18,5,1698,81,,,
410,153903,D. Caligiuri,1718,FC Schalke 04,BL,CDM,6,10,2917,81,,,
332,181739,D. Mertens,2324,Galatasaray,TR,ST,9,16,2488,81,,,
26307,154027,Daniel Didavi,1718,VfL Wolfsburg,BL,CDM,9,5,2249,81,,,
18809,133525,Deulofeu,1819,Watford,PL,ST,10,5,2082,81,,,
93990,173285,Dirk Kuijt,1516,Feyenoord,ERE,Winger,19,,2753,81,,,
80,132336,E. Dennis,2122,Watford,PL,ST,10,6,2589,81,,,
137303,157432,E. Guessand,2425,Nice,L1,ST,12,8,2575,81,,,
176,134751,E. Lamela,1516,Tottenham,PL,Winger,5,9,2384,81,,,
47499,138966,E. Ünal,2122,Getafe,LL,ST,16,1,2809,81,,,
47499,172920,E. Ünal,1617,Twente,ERE,ST,18,3,2729,81,,,
26257,153315,F. Niederlechner,1920,FC Augsburg,BL,ST,13,6,2731,81,,,
2412,133543,Felipe Anderson,1819,West Ham,PL,CM,9,4,3054,81,,,
33413,141567,Fernando Torres,1516,Atletico Madrid,LL,ST,11,4,1688,81,,,
30461,147284,G. Defrel,1819,Sampdoria,SA,ST,11,3,2341,81,,,
18982,133363,G. Murray,1819,Brighton,PL,ST,13,1,2513,81,,,
20732,157324,G. Perrin,2425,Auxerre,L1,Winger,10,11,2704,81,,,
1707,140922,Gerard Moreno,1617,Espanyol,LL,ST,13,4,3280,81,,,
44317,184247,Giuliano,1718,Fenerbahçe,TR,CAM,14,5,2594,81,,,
27104,176543,H. Cuypers,2122,KV Mechelen,BPL,ST,13,10,2686,81,,,
49892,184697,H. Rodallega,1516,Akhisarspor,TR,,19,,2928,81,,,
548,172539,H. Ziyech,1718,Ajax,ERE,Winger,9,15,3043,81,,,
