api_player_id,card_id,player_name,season,club,league,current_pool,goals,assists,minutes,rt,verified_position,confidence,evidence
1370,134813,A. Ayew,1516,Swansea,PL,FWD,12,2,2937,82,,,
114836,136498,D. Campbell,1011,Blackpool,PL,FWD,13,,2628,82,,,
83027,135421,Rickie Lambert,1314,Southampton,PL,FWD,13,,2815,81,,,
642,135767,S. Agüero,1213,Manchester City,PL,FWD,12,,1947,81,,,
93990,136747,Dirk Kuijt,1011,Liverpool,PL,FWD,13,,2821,81,,,
47394,141276,Charles,1516,Malaga,LL,FWD,12,3,3007,81,,,
47395,141333,Sergi Enrich,1516,Eibar,LL,FWD,9,6,2420,81,,,
47555,142319,Javier Guerra Rodríguez,1314,Valladolid,LL,FWD,15,,3156,81,,,
47290,142597,Aduriz,1213,Athletic Club,LL,FWD,14,,2582,81,,,
51046,142814,C. Vela,1213,Real Sociedad,LL,FWD,14,,2710,81,,,
57,148695,N. Kalinić,1516,Fiorentina,SA,FWD,12,3,2567,81,,,
30537,148799,D. Berardi,1415,Sassuolo,SA,FWD,15,,2682,81,,,
39888,149853,G. Denis,1213,Atalanta,SA,FWD,15,,3126,81,,,
976,154653,K. Bellarabi,1516,Bayer Leverkusen,BL,FWD,6,11,2607,81,,,
302,155642,Roberto Firmino,1314,1899 Hoffenheim,BL,FWD,16,,2916,81,,,
522,155956,T. Müller,1213,Bayern München,BL,FWD,13,,2095,81,,,
114934,156546,Didier Ya Konan,1011,Hannover 96,BL,FWD,14,,2462,81,,,
42086,163102,Y. El-Arabi,1011,Caen,L1,FWD,17,,3267,81,,,
8542,179939,Imoh Ezekiel,1213,Standard Liege,BPL,FWD,16,,2284,81,,,
907,180538,R. Lukaku,1011,Anderlecht,BPL,FWD,16,,2962,81,,,
634,134463,David Silva,1516,Manchester City,PL,MID,2,11,1801,80,,,
2825,134714,A. Mitrović,1516,Newcastle,PL,FWD,9,4,2114,80,,,
90493,135034,Yaya Touré,1415,Manchester City,PL,MID,10,,2356,80,,,
174,135151,C. Eriksen,1415,Tottenham,PL,MID,10,,3141,80,,,
1459,135548,A. Ramsey,1314,Arsenal,PL,MID,10,,1764,80,,,
49861,135588,Emmanuel Adebayor,1314,Tottenham,PL,FWD,11,,1808,80,,,
