api_player_id,card_id,player_name,season,club,league,current_pool,goals,assists,minutes,rt,verified_position,confidence,evidence
539,170978,D. de Wit,2122,AZ Alkmaar,ERE,CAM,10,4,3178,71,,,
272726,170836,D. Rots,2122,Twente,ERE,CAM,3,3,1725,49,,,
272726,170451,D. Rots,2223,Twente,ERE,CAM,NR,NR,715,NR,,,
272726,170059,D. Rots,2324,Twente,ERE,CAM,7,10,2594,71,,,
272726,169674,D. Rots,2425,Twente,ERE,CAM,3,6,2300,56,,,
272726,169386,D. Rots,2526,Twente,ERE,CAM,9,4,2368,67,,,
443,182716,E. Akbaba,2021,Galatasaray,TR,CAM,5,2,1424,61,,,
443,182286,E. Akbaba,2122,Alanyaspor,TR,CAM,9,4,2052,71,,,
389,167044,J. Corona,1617,FC Porto,PRT,CAM,3,5,1651,64,,,
389,166634,J. Corona,1718,FC Porto,PRT,CAM,3,3,1445,60,,,
389,166243,J. Corona,1819,FC Porto,PRT,CAM,3,9,2352,71,,,
389,165801,J. Corona,1920,FC Porto,PRT,CAM,4,11,2763,71,,,
2781,159299,M. Simon,1920,Nantes,L1,CAM,5,5,2182,64,,,
2781,158436,M. Simon,2122,Nantes,L1,CAM,6,8,2352,71,,,
6066,182531,M. Vargas,2122,Adana Demirspor,TR,CAM,5,13,2472,71,,,
935,132611,Rodrigo,2021,Leeds,PL,CAM,7,2,1288,71,,,
935,132206,Rodrigo,2122,Leeds,PL,CAM,6,1,2272,62,,,
785,184335,C. Ünder,1617,Başakşehir,TR,CAM,7,5,2515,66,,,
785,147840,C. Ünder,1718,AS Roma,SA,CAM,7,1,1255,67,,,
785,147409,C. Ünder,1819,AS Roma,SA,CAM,3,7,1376,70,,,
785,146988,C. Ünder,1920,AS Roma,SA,CAM,3,NR,887,46,,,
785,181424,C. Ünder,2324,Fenerbahçe,TR,CAM,9,2,1046,66,,,
18929,133236,D. McNeil,1819,Burnley,PL,CAM,3,5,1599,63,,,
18929,132825,D. McNeil,1920,Burnley,PL,CAM,2,6,3345,58,,,
18929,132423,D. McNeil,2021,Burnley,PL,CAM,2,5,3070,56,,,
18929,132014,D. McNeil,2122,Burnley,PL,CAM,0,1,3114,34,,,
18929,130823,D. McNeil,2425,Everton,PL,CAM,4,6,1376,70,,,
18929,130578,D. McNeil,2526,Everton,PL,CAM,0,1,1189,30,,,
864,134342,E. Can,1617,Liverpool,PL,CAM,5,2,2368,70,,,
49986,182927,Fredy,2021,Antalyaspor,TR,CAM,8,5,2714,70,,,
46892,140507,Ivi López,1718,Levante,LL,CAM,4,3,1757,70,,,
19192,132436,J. Ramsey,2021,Aston Villa,PL,CAM,0,NR,618,23,,,
