api_player_id,card_id,player_name,season,club,league,current_pool,goals,assists,minutes,rt,verified_position,confidence,evidence
30537,146236,D. Berardi,2021,Sassuolo,SA,CAM,17,7,2484,86,,,
30537,145797,D. Berardi,2122,Sassuolo,SA,CAM,15,14,2838,88,,,
37127,131961,M. Ødegaard,2122,Arsenal,PL,CAM,7,4,2793,78,,,
37127,131533,M. Ødegaard,2223,Arsenal,PL,CAM,15,7,3149,88,,,
37127,131118,M. Ødegaard,2324,Arsenal,PL,CAM,8,10,3104,85,,,
1458,134800,M. Özil,1516,Arsenal,PL,CAM,6,19,3049,88,,,
1458,134385,M. Özil,1617,Arsenal,PL,CAM,8,9,2848,85,,,
909,133858,M. Rashford,1718,Manchester United,PL,CAM,7,5,1805,76,,,
909,133057,M. Rashford,1920,Manchester United,PL,CAM,17,7,2655,88,,,
909,132658,M. Rashford,2021,Manchester United,PL,CAM,11,9,2927,85,,,
909,131458,M. Rashford,2324,Manchester United,PL,CAM,7,2,2278,68,,,
25,154485,M. Reus,1617,Borussia Dortmund,BL,CAM,7,4,1190,74,,,
25,153747,M. Reus,1819,Borussia Dortmund,BL,CAM,17,8,2322,88,,,
25,153382,M. Reus,1920,Borussia Dortmund,BL,CAM,11,5,1502,79,,,
1912,134773,D. Payet,1516,West Ham,PL,CAM,9,12,2573,87,,,
18784,132808,J. Maddison,1920,Leicester,PL,CAM,6,3,2628,74,,,
18784,131974,J. Maddison,2122,Leicester,PL,CAM,12,8,2466,87,,,
18784,131157,J. Maddison,2324,Tottenham,PL,CAM,4,9,2154,80,,,
18784,130744,J. Maddison,2425,Tottenham,PL,CAM,9,7,1817,84,,,
37930,172793,A. El Khayati,1617,ADO Den Haag,ERE,CAM,5,NR,689,58,,,
37930,172050,A. El Khayati,1819,ADO Den Haag,ERE,CAM,17,12,2932,86,,,
26728,142558,Francisco Medina Luna,1213,Rayo Vallecano,LL,CAM,18,2,2836,86,,,
2795,133431,G. Sigurðsson,1819,Everton,PL,CAM,13,6,3134,86,,,
129718,137957,J. Bellingham,2324,Real Madrid,LL,CAM,19,6,2324,86,,,
12994,148331,M. Hamšík,1617,Napoli,SA,CAM,12,10,3050,86,,,
668,160551,N. Fekir,1617,Lyon,L1,CAM,9,4,2223,70,,,
668,160085,N. Fekir,1718,Lyon,L1,CAM,18,8,2480,86,,,
668,159637,N. Fekir,1819,Lyon,L1,CAM,9,7,1991,78,,,
668,139473,N. Fekir,1920,Real Betis,LL,CAM,7,4,2649,70,,,
668,139019,N. Fekir,2021,Real Betis,LL,CAM,5,5,2637,64,,,
668,138542,N. Fekir,2122,Real Betis,LL,CAM,6,8,2812,71,,,
668,138089,N. Fekir,2223,Real Betis,LL,CAM,2,2,965,47,,,
668,137638,N. Fekir,2324,Real Betis,LL,CAM,1,2,1047,40,,,
18873,133319,R. Fraser,1819,Bournemouth,PL,CAM,7,14,3173,86,,,
1856,148164,S. Milinković-Savić,1617,Lazio,SA,CAM,4,7,2733,74,,,
1856,146413,S. Milinković-Savić,2021,Lazio,SA,CAM,8,9,2754,81,,,
1856,145961,S. Milinković-Savić,2122,Lazio,SA,CAM,11,11,3110,86,,,
1695,139786,Santi Cazorla,1920,Villarreal,LL,CAM,11,9,2461,86,,,
522,154486,T. Müller,1617,Bayern München,BL,CAM,5,12,2264,77,,,
522,153761,T. Müller,1819,Bayern München,BL,CAM,6,9,2391,76,,,
522,153383,T. Müller,1920,Bayern München,BL,CAM,8,21,2259,86,,,
522,152998,T. Müller,2021,Bayern München,BL,CAM,11,18,2683,85,,,
522,152627,T. Müller,2122,Bayern München,BL,CAM,8,18,2578,85,,,
522,152262,T. Müller,2223,Bayern München,BL,CAM,7,8,1679,74,,,
522,151912,T. Müller,2324,Bayern München,BL,CAM,5,9,1659,72,,,
522,151561,T. Müller,2425,Bayern München,BL,CAM,1,4,1255,48,,,
174,134750,C. Eriksen,1516,Tottenham,PL,CAM,6,13,2941,85,,,
2205,161183,H. Ben Arfa,1516,Nice,L1,CAM,17,6,2843,85,,,
12667,141344,Jonathan Viera,1516,Las Palmas,LL,CAM,10,9,3121,85,,,
978,154167,K. Havertz,1718,Bayer Leverkusen,BL,CAM,3,8,2139,65,,,
978,153808,K. Havertz,1819,Bayer Leverkusen,BL,CAM,17,3,2899,85,,,
978,153426,K. Havertz,1920,Bayer Leverkusen,BL,CAM,12,6,2462,80,,,
25618,132735,Matheus Pereira,2021,West Brom,PL,CAM,11,6,2582,85,,,
47323,140917,Mikel Oyarzabal,1617,Real Sociedad,LL,CAM,2,7,2726,60,,,
47323,140443,Mikel Oyarzabal,1718,Real Sociedad,LL,CAM,12,5,2781,84,,,
47323,139574,Mikel Oyarzabal,1920,Real Sociedad,LL,CAM,10,11,3063,85,,,
47323,139130,Mikel Oyarzabal,2021,Real Sociedad,LL,CAM,11,8,2430,82,,,
47323,138639,Mikel Oyarzabal,2122,Real Sociedad,LL,CAM,9,3,1673,73,,,
2929,154491,T. Hazard,1617,Borussia Mönchengladbach,BL,CAM,6,4,1631,73,,,
2929,154114,T. Hazard,1718,Borussia Mönchengladbach,BL,CAM,10,5,2946,80,,,
2929,153766,T. Hazard,1819,Borussia Mönchengladbach,BL,CAM,10,10,2878,85,,,
1640,146886,H. Çalhanoğlu,1920,AC Milan,SA,CAM,9,9,2718,84,,,
745,140919,Isco,1617,Real Madrid,LL,CAM,10,8,1637,84,,,
745,140459,Isco,1718,Real Madrid,LL,CAM,7,7,1781,82,,,
48079,170911,J. Karlsson,2122,AZ Alkmaar,ERE,CAM,17,12,3276,84,,,
48079,170540,J. Karlsson,2223,AZ Alkmaar,ERE,CAM,9,4,1786,68,,,
48079,144960,J. Karlsson,2324,Bologna,SA,CAM,0,0,344,15,,,
48079,169554,J. Karlsson,2526,Utrecht,ERE,CAM,4,1,688,51,,,
181812,152889,J. Musiala,2021,Bayern München,BL,CAM,6,1,870,63,,,
181812,152176,J. Musiala,2223,Bayern München,BL,CAM,12,10,2217,84,,,
181812,151851,J. Musiala,2324,Bayern München,BL,CAM,10,5,1767,79,,,
181812,151525,J. Musiala,2425,Bayern München,BL,CAM,12,2,1804,79,,,
37381,176341,M. Trésor,2223,Genk,BPL,CAM,8,24,3325,84,,,
18778,132834,H. Barnes,1920,Leicester,PL,CAM,6,8,2091,81,,,
18778,132037,H. Barnes,2122,Leicester,PL,CAM,6,10,2104,83,,,
904,134344,P. Pogba,1617,Manchester United,PL,CAM,5,4,2609,73,,,
904,133935,P. Pogba,1718,Manchester United,PL,CAM,6,10,2151,83,,,
114799,136674,Rafael van der Vaart,1011,Tottenham,PL,CAM,13,NR,2239,83,,,
114799,136284,Rafael van der Vaart,1112,Tottenham,PL,CAM,11,NR,2335,80,,,
21269,183034,A. Boupendza,2021,Hatayspor,TR,CAM,22,1,2498,82,,,
25321,173247,D. Klaassen,1516,Ajax,ERE,CAM,13,8,2635,82,,,
634,134879,David Silva,1415,Manchester City,PL,CAM,12,NR,2661,82,,,
25639,152911,L. Stindl,2021,Borussia Mönchengladbach,BL,CAM,14,8,1966,82,,,
19220,172466,M. Mount,1718,Vitesse,ERE,CAM,14,9,2428,82,,,
19220,132839,M. Mount,1920,Chelsea,PL,CAM,7,5,2874,79,,,
1991,154989,S. Kagawa,1516,Borussia Dortmund,BL,CAM,9,7,2168,82,,,
1991,183917,S. Kagawa,1819,Beşiktaş,TR,CAM,4,2,546,58,,,
12724,183949,Talisca,1718,Beşiktaş,TR,CAM,14,7,2690,82,,,
517,141996,J. Rodríguez,1415,Real Madrid,LL,CAM,13,NR,2290,81,,,
517,154210,J. Rodríguez,1718,Bayern München,BL,CAM,7,11,1625,81,,,
156477,157413,R. Cherki,2425,Lyon,L1,CAM,8,11,2054,81,,,
8627,141141,T. Bongonda,1617,Celta Vigo,LL,CAM,1,3,2170,46,,,
8627,177355,T. Bongonda,1920,Genk,BPL,CAM,5,NR,1420,50,,,
8627,176974,T. Bongonda,2021,Genk,BPL,CAM,16,8,2908,81,,,
162016,151948,X. Simons,2324,RB Leipzig,BL,CAM,8,11,2675,81,,,
2002,183816,A. Ljajić,1819,Beşiktaş,TR,CAM,9,11,2229,80,,,
2002,183031,A. Ljajić,2021,Beşiktaş,TR,CAM,2,3,1103,54,,,
908,134083,A. Martial,1617,Manchester United,PL,CAM,4,6,1559,70,,,
908,133698,A. Martial,1718,Manchester United,PL,CAM,9,5,1583,80,,,
1323,137007,Dani Olmo,2526,Barcelona,LL,CAM,7,8,2077,80,,,
20784,159426,F. Honorat,1920,Saint Etienne,L1,CAM,0,3,849,49,,,
20784,159032,F. Honorat,2021,Stade Brestois 29,L1,CAM,8,5,2469,75,,,
20784,158582,F. Honorat,2122,Stade Brestois 29,L1,CAM,11,4,2911,80,,,
78,177013,H. Vanaken,2021,Club Brugge KV,BPL,CAM,11,7,2990,77,,,
78,176597,H. Vanaken,2122,Club Brugge KV,BPL,CAM,11,9,3286,80,,,
78,176219,H. Vanaken,2223,Club Brugge KV,BPL,CAM,14,6,3574,79,,,
78,175841,H. Vanaken,2324,Club Brugge KV,BPL,CAM,9,12,3265,79,,,
78,175513,H. Vanaken,2425,Club Brugge KV,BPL,CAM,9,12,3265,79,,,
984,154293,J. Brandt,1617,Bayer Leverkusen,BL,CAM,3,8,2305,72,,,
984,153926,J. Brandt,1718,Bayer Leverkusen,BL,CAM,9,3,2335,77,,,
984,153170,J. Brandt,1920,Borussia Dortmund,BL,CAM,3,7,2210,69,,,
984,152401,J. Brandt,2122,Borussia Dortmund,BL,CAM,9,8,2082,80,,,
984,152033,J. Brandt,2223,Borussia Dortmund,BL,CAM,9,8,2410,80,,,
984,151651,J. Brandt,2324,Borussia Dortmund,BL,CAM,7,11,2230,80,,,
984,151298,J. Brandt,2425,Borussia Dortmund,BL,CAM,5,10,2318,77,,,
1942,176991,J. Ito,2021,Genk,BPL,CAM,11,14,3232,80,,,
206,164874,João Mário,2223,Benfica,PRT,CAM,17,6,2477,80,,,
782,145980,L. Pellegrini,2122,AS Roma,SA,CAM,9,5,2300,80,,,
18780,160857,R. Ghezzal,1617,Lyon,L1,CAM,2,2,1284,53,,,
18780,160421,R. Ghezzal,1718,Monaco,L1,CAM,2,3,995,58,,,
18780,183150,R. Ghezzal,2021,Beşiktaş,TR,CAM,8,17,2418,80,,,
18780,182648,R. Ghezzal,2122,Beşiktaş,TR,CAM,3,7,2620,64,,,
40403,181717,S. Szymański,2324,Fenerbahçe,TR,CAM,10,11,2916,80,,,
