card_id,rt
136647,34
136648,16
136649,72
136650,68
136651,48
136652,26
136653,51
136654,24
136655,18
136656,39
136657,32
136658,14
136659,26
136660,41
136661,24
136662,13
136663,41
136664,70
136665,45
136666,15
136667,17
136668,22
136669,69
136670,65
136671,77
136672,21
136673,73
136674,82
136675,58
136676,41
136677,14
136678,18
136679,57
136680,15
136681,25
136682,22
136683,67
136684,80
136685,57
136686,44
136687,20
136688,20
136689,18
136690,16
136691,48
136692,56
136693,60
136694,16
136695,27
136696,58
136697,52
136698,33
136699,48
136700,48
136701,48
136702,56
136703,58
136704,71
136705,13
136706,61
136707,56
136708,22
136709,44
136710,41
136711,75
136712,15
136713,58
136714,75
136715,48
136716,23
136717,69
136718,52
136719,56
136720,23
136721,26
136722,90
136723,19
136724,17
136725,58
136726,50
136727,47
136728,77
136729,41
136730,25
136731,18
136732,52
136733,32
136734,20
136735,18
136736,62
136737,62
136738,44
136739,41
136740,14
136741,26
136742,89
136743,25
136744,27
136745,69
136746,16
136747,81
136748,66
136749,23
136750,32
136751,32
136752,48
136753,72
136754,59
136755,80
136756,57
136757,75
136758,62
136759,47
136760,18
136761,79
136762,25
136763,18
136764,80
136765,48
136766,32
136767,23
136768,57
136769,66
136770,48
136771,76
136772,41
136773,14
136774,41
136775,33
136776,41
136777,48
136778,73
136779,23
136780,61
136781,41
136782,23
136783,null
136784,56
136785,46
136786,66
136787,56
136788,64
136789,46
136790,80
136791,null
136792,75
136793,52
136794,55
136795,58
136796,62
136797,52
136798,56
136799,63
136800,62
136801,56
136802,47
136803,53
136804,39
136805,47
136806,65
136807,60
136808,50
136809,27
136810,52
136811,47
136812,65
136813,75
136814,64
136815,65
136816,39
136817,51
136818,59
136819,51
136820,60
136821,61
136822,66
136823,63
136824,73
136825,18
136826,29
136827,57
136828,53
136829,73
136830,68
136831,63
136832,59
136833,69
136834,59
136835,68
136836,33
136837,66
136838,65
136839,62
136840,62
136841,51
136842,71
136843,57
136844,15
136845,59
136846,75
136847,39
136848,73
136849,47
136850,48
136851,63
136852,60
136853,60
136854,80
136855,51
136856,65
136857,76
136858,45
136859,61
136860,51
136861,63
136862,54
136863,70
136864,56
136865,38
136866,56
136867,45
136868,59
136869,54
136870,42
136871,63
136872,62
136873,69
136874,75
136875,57
136876,66
136877,65
136878,19
136879,60
136880,54
136881,43
136882,58
136883,54
136884,61
136885,66
136886,59
136887,64
136888,63
136889,54
136890,58
136891,51
136892,65
136893,32
136894,70
136895,65
136896,43
136897,65
136898,58
136899,59
136900,53
136901,81
136902,68
136903,50
136904,70
136905,70
136906,26
136907,75
136908,45
136909,58
136910,65
136911,60
136912,63
136913,21
136914,75
136915,61
136916,58
136917,45
136918,65
136919,71
136920,66
136921,60
136922,32
136923,58
136924,68
136925,64
136926,73
136927,54
136928,70
136929,58
136930,70
136931,52
136932,77
136933,57
136934,58
136935,53
136936,57
136937,57
136938,58
136939,56
136940,67
136941,54
136942,57
136943,75
136944,67
136945,70
136946,41
136947,62
136948,21
136949,22
136950,67
136951,62
136952,46
136953,56
136954,57
136955,61
136956,63
136957,58
136958,75
136959,66
136960,67
136961,50
136962,59
136963,53
136964,70
136965,69
136966,59
136967,62
136968,61
136969,66
136970,59
136971,65
136972,58
136973,44
136974,63
136975,58
136976,64
136977,67
136978,58
136979,59
136980,54
136981,59
136982,47
136983,24
136984,51
136985,75
136986,69
136987,48
136988,66
136989,64
136990,68
136991,53
136992,87
136993,61
136994,75
136995,29
136996,57
136997,73
136998,53
136999,61
137000,60
137001,59
137002,63
137003,75
137004,79
137005,84
137006,65
137007,79
137008,81
137009,46
137010,57
137011,55
137012,80
137013,63
137014,88
137015,89
137016,47
137017,55
137018,57
137019,55
137020,59
137021,80
137022,85
137023,62
137024,51
137025,75
137026,33
137027,62
137028,65
137029,77
137030,62
137031,55
137032,32
137033,50
137034,60
137035,63
137036,58
137037,59
137038,53
137039,80
137040,48
137041,66
137042,49
137043,37
137044,65
137045,44
137046,63
137047,54
137048,64
137049,52
137050,55
137051,56
137052,65
137053,48
137054,53
137055,63
137056,52
137057,68
137058,59
137059,62
137060,51
137061,56
137062,57
137063,62
137064,72
137065,62
137066,67
137067,75
137068,60
137069,57
137070,75
137071,56
137072,57
137073,59
137074,63
137075,81
137076,70
137077,68
137078,61
137079,68
137080,46
137081,63
137082,61
137083,55
137084,62
137085,69
137086,79
137087,58
137088,66
137089,69
137090,66
137091,64
137092,79
137093,58
137094,70
137095,68
137096,51
137097,37
137098,57
137099,48
137100,45
137101,58
137102,75
137103,59
137104,59
137105,69
137106,60
137107,65
137108,81
137109,46
137110,45
137111,44
137112,65
137113,55
137114,44
137115,57
137116,53
137117,43
137118,59
137119,57
137120,56
137121,57
137122,53
137123,61
137124,61
137125,69
137126,42
137127,64
137128,56
137129,60
137130,75
137131,55
137132,75
137133,67
137134,64
137135,59
137136,49
137137,32
137138,46
137139,60
137140,59
137141,45
137142,54
137143,47
137144,72
137145,40
137146,60
137147,65
137148,58
137149,60
137150,63
137151,84
137152,63
137153,75
137154,44
137155,62
137156,56
137157,55
137158,39
137159,40
137160,77
137161,59
137162,68
137163,63
137164,60
137165,63
137166,67
137167,64
137168,66
137169,83
137170,58
137171,55
137172,65
137173,62
137174,32
137175,58
137176,44
137177,47
137178,49
137179,49
137180,29
137181,59
137182,60
137183,60
137184,74
137185,56
137186,62
137187,62
137188,51
137189,62
137190,30
137191,64
137192,56
137193,46
137194,62
137195,47
137196,62
137197,59
137198,37
137199,55
137200,35
137201,43
137202,55
137203,42
137204,33
137205,55
137206,32
137207,49
137208,48
137209,39
137210,38
137211,55
137212,59
137213,43
137214,39
137215,38
137216,59
137217,52
137218,50
137219,38
137220,37
137221,56
137222,39
137223,62
137224,47
137225,57
137226,52
137227,19
137228,59
137229,27
137230,58
137231,50
137232,62
137233,27
137234,39
137235,53
137236,45
137237,48
137238,56
137239,65
137240,49
137241,50
137242,56
137243,60
137244,64
137245,54
137246,54
137247,63
137248,23
137249,41
137250,53
137251,42
137252,68
137253,32
137254,50
137255,51
137256,37
137257,28
137258,23
137259,42
137260,58
137261,63
137262,54
137263,45
137264,53
137265,58
137266,57
137267,62
137268,31
137269,64
137270,48
137271,76
137272,null
137273,38
137274,63
137275,null
137276,59
137277,51
137278,75
137279,62
137280,31
137281,57
137282,57
137283,57
137284,null
137285,62
137286,41
137287,null
137288,52
137289,46
137290,55
137291,36
137292,62
137293,44
137294,null
137295,null
137296,61
137297,53
137298,null
137299,null
137300,57
137301,48
137302,54
137303,56
137304,57
137305,71
137306,48
137307,66
137308,58
137309,null
137310,42
137311,28
137312,36
137313,null
137314,null
137315,null
137316,null
137317,null
137318,null
137319,53
137320,61
137321,null
137322,66
137323,48
137324,59
137325,null
137326,45
137327,null
137328,23
137329,55
137330,63
137331,45
137332,64
137333,65
137334,null
137335,56
137336,null
137337,null
137338,60
137339,null
137340,64
137341,50
137342,61
137343,63
137344,63
137345,54
137346,null
137347,57
137348,47
137349,67
137350,41
137351,42
137352,65
137353,65
137354,null
137355,74
137356,null
137357,null
137358,65
137359,null
137360,27
137361,null
137362,58
137363,null
137364,66
137365,50
137366,null
137367,61
137368,53
137369,null
137370,null
137371,null
137372,54
137373,72
137374,65
137375,null
137376,71
137377,null
137378,72
137379,55
137380,72
137381,59
137382,49
137383,55
137384,43
137385,54
137386,null
137387,null
137388,58
137389,null
137390,null
137391,null
137392,52
137393,null
137394,62
137395,null
137396,14
137397,null
137398,63
137399,57
137400,66
137401,61
137402,73
137403,66
137404,37
137405,66
137406,51
137407,64
137408,57
137409,null
137410,52
137411,53
137412,null
137413,null
137414,72
137415,62
137416,69
137417,66
137418,66
137419,34
137420,38
137421,59
137422,null
137423,58
137424,null
137425,null
137426,62
137427,57
137428,36
137429,80
137430,54
137431,64
137432,58
137433,22
137434,52
137435,null
137436,null
137437,65
137438,78
137439,null
137440,59
137441,73
137442,51
137443,60
137444,46
137445,48
137446,55
137447,null
137448,null
137449,55
137450,null
137451,58
137452,46
137453,49
137454,57
137455,55
137456,60
137457,60
137458,64
137459,null
137460,null
137461,83
137462,null
137463,90
137464,57
137465,63
137466,null
137467,57
137468,70
137469,null
137470,60
137471,55
137472,64
137473,71
137474,null
137475,66
137476,null
137477,60
137478,73
137479,57
137480,36
137481,31
137482,null
137483,null
137484,null
137485,null
137486,53
137487,47
137488,null
137489,null
137490,null
137491,null
137492,null
137493,32
137494,52
137495,34
137496,64
137497,46
137498,null
137499,28
137500,65
137501,null
137502,48
137503,60
137504,null
137505,55
137506,63
137507,null
137508,40
137509,58
137510,80
137511,69
137512,null
137513,65
137514,72
137515,null
137516,67
137517,45
137518,59
137519,56
137520,27
137521,28
137522,63
137523,88
137524,43
137525,64
137526,50
137527,59
137528,45
137529,45
137530,44
137531,74
137532,null
137533,80
137534,null
137535,47
137536,null
137537,null
137538,55
137539,74
137540,46
137541,null
137542,34
137543,86
137544,65
137545,71
137546,55
137547,46
137548,null
137549,61
137550,60
137551,51
137552,60
137553,62
137554,57
137555,null
137556,59
137557,71
137558,68
137559,65
137560,75
137561,41
137562,60
137563,61
137564,57
137565,null
137566,53
137567,64
137568,31
137569,14
137570,75
137571,51
137572,59
137573,60
137574,null
137575,69
137576,51
137577,null
137578,55
137579,73
137580,48
137581,55
137582,83
137583,64
137584,62
137585,null
137586,null
137587,null
137588,48
137589,null
137590,25
137591,57
137592,55
137593,76
137594,56
137595,56
137596,59
137597,null
137598,62
137599,75
137600,54
137601,51
137602,15
137603,58
137604,62
137605,59
137606,63
137607,61
137608,53
137609,75
137610,58
137611,62
137612,null
137613,87
137614,41
137615,null
137616,72
137617,73
137618,59
137619,57
137620,null
137621,null
137622,null
137623,null
137624,61
137625,62
137626,46
137627,60
137628,66
137629,null
137630,60
137631,29
137632,55
137633,31
137634,64
137635,27
137636,58
137637,44
137638,44
137639,56
137640,64
137641,45
137642,45
137643,34
137644,51
137645,53
137646,25
137647,57
137648,39
137649,52
137650,65
137651,21
137652,58
137653,36
137654,64
137655,55
137656,64
137657,52
137658,41
137659,38
137660,43
137661,30
137662,25
137663,57
137664,60
137665,54
137666,47
137667,59
137668,55
137669,54
137670,36
137671,52
137672,58
137673,24
137674,54
137675,51
137676,64
137677,56
137678,23
137679,43
137680,77
137681,46
137682,54
137683,49
137684,65
137685,46
137686,56
137687,75
137688,48
137689,63
137690,41
137691,49
137692,21
137693,53
137694,59
137695,null
137696,51
137697,46
137698,63
137699,69
137700,54
137701,60
137702,59
137703,37
137704,49
137705,20
137706,null
137707,62
137708,null
137709,51
137710,43
137711,36
137712,57
137713,null
137714,50
137715,49
137716,null
137717,null
137718,55
137719,76
137720,57
137721,64
137722,55
137723,57
137724,59
137725,61
137726,60
137727,50
137728,null
137729,41
137730,null
137731,null
137732,69
137733,42
137734,null
137735,null
137736,null
137737,55
137738,68
137739,72
137740,53
137741,57
137742,null
137743,null
137744,47
137745,null
137746,51
137747,null
137748,null
137749,61
137750,null
137751,null
137752,56
137753,63
137754,31
137755,null
137756,38
137757,48
137758,null
137759,64
137760,66
137761,53
137762,53
137763,46
137764,64
137765,29
137766,64
137767,33
137768,40
137769,51
137770,57
137771,null
137772,null
137773,55
137774,58
137775,null
137776,null
137777,53
137778,51
137779,null
137780,null
137781,58
137782,49
137783,52
137784,58
137785,52
137786,60
137787,55
137788,null
137789,null
137790,null
137791,84
137792,66
137793,49
137794,61
137795,74
137796,61
137797,49
137798,61
137799,73
137800,58
137801,57
137802,44
137803,null
137804,48
137805,54
137806,63
137807,null
137808,62
137809,40
137810,57
137811,61
137812,56
137813,62
137814,63
137815,31
137816,56
137817,57
137818,61
137819,54
137820,null
137821,37
137822,62
137823,75
137824,48
137825,62
137826,60
137827,63
137828,null
137829,null
137830,59
137831,null
137832,null
137833,null
137834,61
137835,61
137836,81
137837,74
137838,64
137839,61
137840,68
137841,63
137842,75
137843,54
137844,45
137845,76
137846,61
137847,75
137848,75
137849,62
137850,61
137851,null
137852,null
137853,57
137854,61
137855,null
137856,66
137857,56
137858,null
137859,null
137860,56
137861,null
137862,67
137863,55
137864,61
137865,59
137866,null
137867,66
137868,55
137869,62
137870,null
137871,null
137872,55
137873,70
137874,66
137875,null
137876,64
137877,54
137878,51
137879,55
137880,41
137881,75
137882,55
137883,60
137884,null
137885,43
137886,52
137887,null
137888,69
137889,null
137890,63
137891,62
137892,52
137893,67
137894,null
137895,34
137896,52
137897,58
137898,null
137899,null
137900,52
137901,68
137902,49
137903,63
137904,56
137905,27
137906,null
137907,59
137908,null
137909,89
137910,63
137911,null
137912,54
137913,65
137914,null
137915,54
137916,56
137917,70
137918,40
137919,28
137920,75
137921,16
137922,53
137923,65
137924,51
137925,49
137926,69
137927,46
137928,null
137929,64
137930,56
137931,43
137932,38
137933,null
137934,52
137935,55
137936,74
137937,54
137938,null
137939,21
137940,53
137941,null
137942,49
137943,48
137944,42
137945,null
137946,71
137947,83
137948,null
137949,null
137950,63
137951,27
137952,49
137953,57
137954,null
137955,51
137956,63
137957,87
137958,null
137959,null
137960,55
137961,50
137962,null
137963,87
137964,null
137965,69
137966,68
137967,50
137968,null
137969,55
137970,57
137971,47
137972,49
137973,24
137974,null
137975,49
137976,14
137977,42
137978,null
137979,54
137980,60
137981,75
137982,82
137983,38
137984,66
137985,57
137986,77
137987,63
137988,null
137989,80
137990,55
137991,75
137992,61
137993,62
137994,67
137995,73
137996,76
137997,61
137998,48
137999,75
138000,61
138001,59
138002,70
138003,62
138004,61
138005,36
138006,51
138007,55
138008,56
138009,67
138010,50
138011,71
138012,54
138013,43
138014,51
138015,54
138016,null
138017,59
138018,42
138019,77
138020,45
138021,59
138022,65
138023,null
138024,41
138025,null
138026,68
138027,61
138028,55
138029,59
138030,null
138031,60
138032,65
138033,null
138034,47
138035,57
138036,68
138037,53
138038,58
138039,75
138040,48
138041,60
138042,58
138043,63
138044,57
138045,76
138046,65
138047,62
138048,51
138049,75
138050,55
138051,54
138052,70
138053,60
138054,64
138055,56
138056,null
138057,null
138058,null
138059,75
138060,null
138061,null
138062,48
138063,null
138064,null
138065,null
138066,80
138067,60
138068,null
138069,48
138070,59
138071,81
138072,25
138073,null
138074,31
138075,null
138076,88
138077,43
138078,41
138079,58
138080,43
138081,58
138082,50
138083,45
138084,56
138085,68
138086,47
138087,61
138088,56
138089,49
138090,59
138091,68
138092,46
138093,65
138094,53
138095,42
138096,59
138097,60
138098,39
138099,53
138100,55
138101,50
138102,40
138103,27
138104,27
138105,42
138106,63
138107,54
138108,63
138109,35
138110,48
138111,51
138112,25
138113,53
138114,27
138115,51
138116,56
138117,23
138118,64
138119,56
138120,58
138121,28
138122,54
138123,55
138124,49
138125,52
138126,52
138127,48
138128,48
138129,47
138130,56
138131,54
138132,55
138133,64
138134,75
138135,52
138136,50
138137,63
138138,56
138139,58
138140,62
138141,69
138142,62
138143,75
138144,46
138145,67
138146,37
138147,75
138148,46
138149,60
138150,58
138151,60
138152,48
138153,59
138154,50
138155,66
138156,57
138157,56
138158,55
138159,63
138160,37
138161,52
138162,40
138163,null
138164,57
138165,27
138166,29
138167,null
138168,null
138169,37
138170,56
138171,52
138172,52
138173,61
138174,52
138175,67
138176,64
138177,54
138178,null
138179,62
138180,56
138181,67
138182,35
138183,null
138184,41
138185,27
138186,67
138187,null
138188,70
138189,28
138190,null
138191,null
138192,null
138193,55
138194,60
138195,49
138196,75
138197,null
138198,null
138199,64
138200,null
138201,56
138202,61
138203,58
138204,null
138205,60
138206,null
138207,null
138208,63
138209,null
138210,49
138211,54
138212,57
138213,null
138214,53
138215,58
138216,69
138217,61
138218,66
138219,26
138220,77
138221,null
138222,null
138223,58
138224,null
138225,88
138226,42
138227,61
138228,53
138229,null
138230,57
138231,34
138232,null
138233,63
138234,52
138235,65
138236,68
138237,56
138238,null
138239,51
138240,57
138241,61
138242,57
138243,60
138244,null
138245,null
138246,null
138247,31
138248,47
138249,null
138250,55
138251,null
138252,null
138253,null
138254,51
138255,63
138256,64
138257,62
138258,58
138259,69
138260,55
138261,62
138262,61
138263,75
138264,65
138265,null
138266,null
138267,54
138268,59
138269,62
138270,null
138271,null
138272,61
138273,null
138274,54
138275,68
138276,61
138277,50
138278,57
138279,null
138280,57
138281,58
138282,57
138283,null
138284,57
138285,66
138286,62
138287,null
138288,54
138289,65
138290,66
138291,35
138292,57
138293,null
138294,64
138295,68
138296,64
138297,null
138298,46
138299,null
138300,75
138301,52
138302,null
138303,36
138304,null
138305,40
138306,67
138307,58
138308,56
138309,53
138310,69
138311,null
138312,56
138313,62
138314,54
138315,null
138316,59
138317,53
138318,34
138319,53
138320,80
138321,63
138322,55
138323,84
138324,null
138325,63
138326,null
138327,74
138328,null
138329,43
138330,null
138331,59
138332,null
138333,43
138334,65
138335,null
138336,66
138337,null
138338,null
138339,72
138340,null
138341,null
138342,40
138343,52
138344,50
138345,28
138346,66
138347,66
138348,null
138349,47
138350,50
138351,62
138352,60
138353,51
138354,60
138355,58
138356,47
138357,null
138358,50
138359,61
138360,null
138361,52
138362,42
138363,53
138364,51
138365,59
138366,null
138367,null
138368,28
138369,54
138370,null
138371,66
138372,80
138373,48
138374,null
138375,null
138376,null
138377,76
138378,60
138379,56
138380,null
138381,52
138382,28
138383,59
138384,61
138385,46
138386,48
138387,56
138388,46
138389,59
138390,60
138391,58
138392,64
138393,61
138394,57
138395,58
138396,null
138397,55
138398,49
138399,44
138400,58
138401,79
138402,null
138403,53
138404,51
138405,null
138406,64
138407,71
138408,59
138409,89
138410,56
138411,36
138412,64
138413,52
138414,42
138415,61
138416,56
138417,35
138418,62
138419,null
138420,57
138421,59
138422,36
138423,45
138424,60
138425,43
138426,null
138427,75
138428,56
138429,69
138430,61
138431,56
138432,62
138433,78
138434,36
138435,43
138436,61
138437,44
138438,68
138439,57
138440,56
138441,66
138442,null
138443,69
138444,45
138445,43
138446,47
138447,63
138448,48
138449,52
138450,49
138451,44
138452,78
138453,null
138454,50
138455,63
138456,56
138457,40
138458,51
138459,52
138460,65
138461,61
138462,null
138463,57
138464,31
138465,58
138466,57
138467,57
138468,75
138469,58
138470,62
138471,51
138472,63
138473,45
138474,null
138475,48
138476,73
138477,56
138478,63
138479,null
138480,54
138481,58
138482,74
138483,61
138484,60
138485,56
138486,53
138487,63
138488,65
138489,54
138490,null
138491,56
138492,68
138493,55
138494,77
138495,54
138496,59
138497,null
138498,null
138499,56
138500,61
138501,64
138502,77
138503,35
138504,null
138505,null
138506,null
138507,47
138508,51
138509,48
138510,null
138511,58
138512,64
138513,76
138514,80
138515,39
138516,64
138517,33
138518,57
138519,48
138520,32
138521,61
138522,76
138523,63
138524,57
138525,49
138526,66
138527,50
138528,29
138529,55
138530,64
138531,49
138532,54
138533,48
138534,49
138535,50
138536,48
138537,50
138538,53
138539,62
138540,45
138541,57
138542,73
138543,23
138544,60
138545,55
138546,53
138547,23
138548,63
138549,75
138550,52
138551,70
138552,36
138553,28
138554,57
138555,57
138556,48
138557,45
138558,39
138559,82
138560,29
138561,44
138562,47
138563,36
138564,55
138565,53
138566,61
138567,44
138568,27
138569,37
138570,53
138571,49
138572,46
138573,14
138574,61
138575,64
138576,55
138577,55
138578,17
138579,57
138580,55
138581,68
138582,64
138583,60
138584,59
138585,64
138586,40
138587,36
138588,37
138589,72
138590,50
138591,59
138592,66
138593,51
138594,70
138595,45
138596,53
138597,42
138598,48
138599,63
138600,56
138601,20
138602,64
138603,51
138604,65
138605,55
138606,60
138607,59
138608,28
138609,58
138610,58
138611,55
138612,53
138613,55
138614,48
138615,61
138616,59
138617,48
138618,69
138619,55
138620,41
138621,38
138622,60
138623,66
138624,55
138625,62
138626,45
138627,53
138628,71
138629,38
138630,58
138631,33
138632,67
138633,54
138634,75
138635,66
138636,56
138637,55
138638,40
138639,72
138640,67
138641,52
138642,47
138643,65
138644,56
138645,53
138646,81
138647,63
138648,29
138649,28
138650,57
138651,50
138652,43
138653,56
138654,46
138655,60
138656,51
138657,42
138658,66
138659,60
138660,46
138661,55
138662,58
138663,73
138664,68
138665,54
138666,42
138667,69
138668,55
138669,64
138670,75
138671,55
138672,42
138673,54
138674,37
138675,33
138676,75
138677,46
138678,64
138679,60
138680,50
138681,31
138682,64
138683,52
138684,47
138685,40
138686,61
138687,67
138688,59
138689,63
138690,56
138691,52
138692,73
138693,44
138694,58
138695,24
138696,62
138697,58
138698,56
138699,75
138700,60
138701,56
138702,68
138703,59
138704,32
138705,58
138706,66
138707,25
138708,33
138709,44
138710,64
138711,55
138712,25
138713,75
138714,64
138715,61
138716,59
138717,60
138718,57
138719,58
138720,54
138721,56
138722,31
138723,59
138724,71
138725,72
138726,71
138727,54
138728,72
138729,54
138730,43
138731,57
138732,53
138733,61
138734,55
138735,57
138736,59
138737,55
138738,57
138739,59
138740,58
138741,43
138742,31
138743,71
138744,52
138745,75
138746,38
138747,63
138748,80
138749,49
138750,58
138751,52
138752,47
138753,53
138754,50
138755,73
138756,60
138757,39
138758,54
138759,75
138760,66
138761,63
138762,64
138763,76
138764,60
138765,46
138766,39
138767,48
138768,27
138769,51
138770,73
138771,56
138772,38
138773,64
138774,56
138775,64
138776,91
138777,60
138778,73
138779,54
138780,66
138781,62
138782,66
138783,21
138784,32
138785,31
138786,25
138787,19
138788,53
138789,63
138790,58
138791,55
138792,20
138793,75
138794,27
138795,46
138796,57
138797,48
138798,57
138799,51
138800,75
138801,62
138802,28
138803,43
138804,67
138805,59
138806,59
138807,54
138808,54
138809,64
138810,53
138811,55
138812,54
138813,58
138814,60
138815,53
138816,68
138817,65
138818,47
138819,87
138820,54
138821,25
138822,64
138823,63
138824,63
138825,58
138826,45
138827,42
138828,32
138829,57
138830,45
138831,70
138832,41
138833,57
138834,66
138835,51
138836,62
138837,53
138838,50
138839,64
138840,33
138841,52
138842,67
138843,56
138844,75
138845,60
138846,70
138847,62
138848,64
138849,54
138850,60
138851,49
138852,57
138853,54
138854,65
138855,71
138856,58
138857,67
138858,53
138859,60
138860,53
138861,61
138862,54
138863,61
138864,67
138865,58
138866,26
138867,57
138868,63
138869,33
138870,64
138871,69
138872,56
138873,72
138874,51
138875,69
138876,73
138877,59
138878,59
138879,58
138880,57
138881,55
138882,64
138883,25
138884,57
138885,40
138886,26
138887,56
138888,60
138889,51
138890,51
138891,51
138892,36
138893,49
138894,52
138895,55
138896,55
138897,57
138898,29
138899,53
138900,38
138901,50
138902,77
138903,51
138904,51
138905,69
138906,42
138907,53
138908,54
138909,65
138910,62
138911,75
138912,56
138913,77
138914,80
138915,63
138916,59
138917,72
138918,38
138919,63
138920,58
138921,50
138922,65
138923,24
138924,85
138925,86
138926,23
138927,45
138928,73
138929,63
138930,62
138931,71
138932,74
138933,48
138934,74
138935,36
138936,54
138937,30
138938,58
138939,56
138940,62
138941,null
138942,58
138943,68
138944,62
138945,53
138946,61
138947,null
138948,33
138949,57
138950,null
138951,null
138952,59
138953,null
138954,62
138955,null
138956,55
138957,53
138958,null
138959,63
138960,57
138961,59
138962,48
138963,47
138964,47
138965,59
138966,80
138967,49
138968,59
138969,65
138970,59
138971,77
138972,60
138973,49
138974,54
138975,68
138976,57
138977,49
138978,59
138979,35
138980,75
138981,57
138982,50
138983,57
138984,28
138985,28
138986,38
138987,62
138988,49
138989,52
138990,53
138991,37
138992,62
138993,52
138994,57
138995,54
138996,55
138997,58
138998,55
138999,56
139000,66
139001,43
139002,32
139003,52
139004,41
139005,28
139006,47
139007,42
139008,20
139009,68
139010,63
139011,59
139012,56
139013,62
139014,51
139015,59
139016,61
139017,30
139018,17
139019,67
139020,55
139021,56
139022,47
139023,49
139024,47
139025,56
139026,70
139027,50
139028,56
139029,57
139030,75
139031,46
139032,24
139033,51
139034,39
139035,52
139036,54
139037,58
139038,60
139039,55
139040,64
139041,35
139042,50
139043,63
139044,56
139045,60
139046,58
139047,59
139048,54
139049,57
139050,53
139051,52
139052,66
139053,48
139054,57
139055,30
139056,33
139057,45
139058,30
139059,55
139060,24
139061,41
139062,67
139063,59
139064,44
139065,55
139066,50
139067,78
139068,34
139069,52
139070,51
139071,50
139072,56
139073,41
139074,66
139075,56
139076,65
139077,24
139078,29
139079,67
139080,58
139081,43
139082,41
139083,62
139084,55
139085,55
139086,63
139087,59
139088,54
139089,73
139090,57
139091,41
139092,58
139093,67
139094,66
139095,53
139096,29
139097,61
139098,61
139099,56
139100,44
139101,28
139102,59
139103,32
139104,61
139105,53
139106,55
139107,52
139108,32
139109,60
139110,60
139111,63
139112,64
139113,43
139114,39
139115,60
139116,64
139117,48
139118,68
139119,58
139120,55
139121,35
139122,66
139123,29
139124,54
139125,75
139126,55
139127,54
139128,55
139129,48
139130,81
139131,72
139132,79
139133,58
139134,57
139135,60
139136,52
139137,37
139138,73
139139,64
139140,30
139141,48
139142,75
139143,54
139144,55
139145,83
139146,86
139147,75
139148,64
139149,40
139150,54
139151,67
139152,58
139153,61
139154,71
139155,65
139156,46
139157,40
139158,41
139159,28
139160,59
139161,70
139162,60
139163,66
139164,58
139165,55
139166,46
139167,54
139168,57
139169,29
139170,43
139171,61
139172,50
139173,70
139174,64
139175,75
139176,66
139177,60
139178,49
139179,67
139180,65
139181,58
139182,60
139183,46
139184,61
139185,62
139186,59
139187,59
139188,88
139189,33
139190,55
139191,63
139192,54
139193,55
139194,56
139195,44
139196,55
139197,56
139198,42
139199,64
139200,63
139201,49
139202,64
139203,55
139204,75
139205,59
139206,59
139207,61
139208,78
139209,92
139210,28
139211,43
139212,55
139213,79
139214,37
139215,48
139216,32
139217,57
139218,67
139219,63
139220,46
139221,68
139222,61
139223,32
139224,61
139225,90
139226,49
139227,75
139228,78
139229,66
139230,36
139231,32
139232,54
139233,44
139234,75
139235,58
139236,65
139237,62
139238,45
139239,58
139240,57
139241,52
139242,57
139243,55
139244,64
139245,66
139246,59
139247,68
139248,60
139249,57
139250,59
139251,63
139252,37
139253,54
139254,57
139255,19
139256,55
139257,62
139258,25
139259,56
139260,57
139261,57
139262,74
139263,65
139264,57
139265,55
139266,63
139267,48
139268,61
139269,57
139270,52
139271,33
139272,59
139273,61
139274,57
139275,39
139276,50
139277,56
139278,65
139279,55
139280,45
139281,75
139282,47
139283,60
139284,53
139285,53
139286,45
139287,61
139288,55
139289,58
139290,55
139291,66
139292,74
139293,57
139294,55
139295,63
139296,60
139297,75
139298,70
139299,52
139300,57
139301,59
139302,33
139303,60
139304,55
139305,73
139306,61
139307,63
139308,50
139309,65
139310,54
139311,75
139312,60
139313,84
139314,45
139315,72
139316,61
139317,74
139318,60
139319,31
139320,52
139321,77
139322,63
139323,53
139324,60
139325,57
139326,60
139327,60
139328,56
139329,67
139330,59
139331,58
139332,59
139333,72
139334,53
139335,62
139336,47
139337,58
139338,49
139339,56
139340,44
139341,54
139342,29
139343,60
139344,54
139345,63
139346,83
139347,27
139348,52
139349,64
139350,38
139351,32
139352,56
139353,76
139354,50
139355,51
139356,56
139357,30
139358,21
139359,13
139360,64
139361,75
139362,55
139363,67
139364,58
139365,53
139366,65
139367,35
139368,57
139369,63
139370,58
139371,37
139372,37
139373,87
139374,28
139375,48
139376,55
139377,56
139378,87
139379,48
139380,71
139381,37
139382,67
139383,59
139384,58
139385,46
139386,66
139387,64
139388,58
139389,58
139390,40
139391,57
139392,66
139393,32
139394,25
139395,59
139396,null
139397,59
139398,null
139399,58
139400,50
139401,85
139402,null
139403,62
139404,44
139405,61
139406,null
139407,63
139408,52
139409,66
139410,null
139411,56
139412,57
139413,65
139414,59
139415,null
139416,54
139417,70
139418,32
139419,66
139420,66
139421,53
139422,75
139423,58
139424,47
139425,60
139426,42
139427,53
139428,59
139429,61
139430,58
139431,52
139432,53
139433,38
139434,51
139435,57
139436,75
139437,57
139438,60
139439,50
139440,47
139441,62
139442,57
139443,77
139444,59
