card_id,api_player_id,player_name,season,position_pool,rt,band
108528,3460,William Saliba,2526,,45,Good
108530,444,Cristhian Mosquera,2526,,22,Poor
108536,4072,Gabriel Magalhães,2526,,72,Excellent
108547,456,H. Onyekuru,2526,Winger,83,Exceptional
108549,3461,Leandro Trossard,2526,,74,Excellent
108551,450,Noni Madueke,2526,,45,Good
108553,4941,Kai Havertz,2526,,57,Good
108554,442,E. Taşdemir,2526,GK,75,Excellent
108561,448,Martín Zubimendi,2526,,66,Very Good
108565,845,Rúben Dias,2526,,55,Good
108567,857,Nathan Aké,2526,,19,Poor
108571,846,Joško Gvardiol,2526,,65,Very Good
108573,847,Nico O'Reilly,2526,,76,Excellent
108580,843,F. Chalov,2526,GK,75,Excellent
108582,850,Tijjani Reijnders,2526,,65,Very Good
108588,4267,Rodri,2526,,38,Okay
108589,848,Bernardo Silva,2526,,63,Very Good
108597,1799,Noussair Mazraoui,2526,,22,Poor
108598,1790,Matthijs de Ligt,2526,,45,Good
108599,4118,Harry Maguire,2526,,60,Very Good
108601,1789,Leny Yoro,2526,,25,Poor
108602,1791,Luke Shaw,2526,,52,Good
108604,1797,Mason Mount,2526,,47,Good
108605,4119,Matheus Cunha,2526,,76,Excellent
108607,1796,Bryan Mbeumo,2526,Winger,80,Exceptional
108608,4120,Benjamin Šeško,2526,,79,Excellent
108612,1801,Patrick Dorgu,2526,,72,Excellent
108613,1792,Amad Diallo,2526,,61,Very Good
108615,1806,Manuel Ugarte,2526,,21,Poor
108617,503,Matty Cash,2526,,70,Excellent
108619,519,C. Tolisso,2526,CAM,41,Okay
108621,504,Ezri Konsa,2526,,27,Poor
108623,4289,Tyrone Mings,2526,,23,Poor
108633,1629,A. Conti,2526,GK,75,Excellent
108637,510,S. Gnabry,2526,Winger,74,Excellent
108645,4304,Douglas Luiz,2526,,39,Okay
108658,336,Miloš Kerkez,2526,,60,Very Good
108660,4002,Conor Bradley,2526,,41,Okay
108662,4429,Jeremie Frimpong,2526,,41,Okay
108669,338,Giorgi Mamardashvili,2526,GK,46,Good
108683,787,Adrien Truffert,2526,,68,Excellent
108687,784,Álex Jiménez,2526,,45,Good
108688,799,James Hill,2526,,57,Good
108689,795,Evanilson,2526,,61,Very Good
108692,783,Đorđe Petrović,2526,GK,75,Excellent
108694,2372,David Brooks,2526,,58,Very Good
108695,789,Alex Scott,2526,,57,Good
108696,3900,Ryan Christie,2526,,49,Good
108697,788,Tyler Adams,2526,,58,Very Good
108703,355,Luke O'Nien,2526,,41,Okay
108704,345,Omar Alderete,2526,,52,Good
108706,343,Nordi Mukiele,2526,,70,Excellent
108707,347,Trai Hume,2526,,59,Very Good
108710,353,Wilson Isidor,2526,,63,Very Good
108711,360,V. Simić,2526,,31,Okay
108712,342,Robin Roefs,2526,GK,75,Excellent
108715,4743,Habib Diarra,2526,,59,Very Good
108718,348,Granit Xhaka,2526,,65,Very Good
108719,485,Lewis Dunk,2526,,45,Good
108722,486,Ferdi Kadıoğlu,2526,,45,Good
108723,483,K. Kvaratskhelia,2526,Winger,68,Excellent
108724,491,Maxim De Cuyper,2526,,68,Excellent
108725,496,Joël Veltman,2526,,45,Good
108726,494,Danny Welbeck,2526,,81,Exceptional
108727,482,Bart Verbruggen,2526,GK,75,Excellent
108729,489,Yankuba Minteh,2526,,67,Very Good
108731,487,Carlos Baleba,2526,,24,Poor
108733,4369,James Milner,2526,,47,Good
108734,4638,Kaoru Mitoma,2526,,60,Very Good
108737,2173,Pascal Groß,2526,,57,Good
108738,2173,Pascal Groß,2526,,32,Okay
108740,2373,Aaron Hickey,2526,,20,Poor
108741,467,Rico Henry,2526,,41,Okay
108742,466,Sepp van den Berg,2526,,50,Good
108743,464,Kristoffer Ajer,2526,,42,Okay
108744,476,Nathan Collins,2526,,58,Very Good
108745,477,Keane Lewis-Potter,2526,,71,Excellent
108748,463,Michael Kayode,2526,,52,Good
108749,473,Igor Thiago,2526,ST,89,World Class
108751,474,Jordan Henderson,2526,,56,Good
108752,472,Kevin Schade,2526,,79,Excellent
108753,470,Mathias Jensen,2526,,58,Very Good
108755,471,Dango Ouattara,2526,,77,Excellent
108756,475,Mikkel Damsgaard,2526,,71,Excellent
108757,469,Vitaly Janelt,2526,,61,Very Good
108762,401,Jorrel Hato,2526,,23,Poor
108786,826,Calvin Bassey,2526,,45,Good
108787,825,Joachim Andersen,2526,,42,Okay
108788,840,Jorge Cuenca,2526,,21,Poor
108790,827,Ryan Sessegnon,2526,,66,Very Good
108791,4377,Issa Diop,2526,,45,Good
108792,4559,Antonee Robinson,2526,,45,Good
108793,833,J. Bijol,2526,CB,61,Very Good
108794,4095,Rodrigo Muniz,2526,,38,Okay
108795,835,Samuel Chukwueze,2526,,63,Very Good
108796,823,Bernd Leno,2526,GK,75,Excellent
108797,830,Harry Wilson,2526,Winger,85,World Class
108799,3651,Oscar Bobb,2526,,18,Poor
108801,832,Alex Iwobi,2526,,68,Excellent
108802,828,Saša Lukić,2526,,52,Good
108803,838,Kevin,2526,,46,Good
108804,837,Joshua King,2526,,52,Good
108805,831,Emile Smith Rowe,2526,,55,Good
108806,4023,Kieran Trippier,2526,,42,Okay
108810,3696,Sven Botman,2526,,53,Good
108812,712,Fabian Schär,2526,,22,Poor
108816,701,Dan Burn,2526,,59,Very Good
108818,5140,Yoane Wissa,2526,,31,Okay
108823,4279,William Osula,2526,,67,Very Good
108825,706,J. Brenet,2526,FB,54,Good
108826,707,Nick Woltemade,2526,,74,Excellent
108828,3694,Nick Pope,2526,GK,72,Excellent
108833,704,A. Amade,2526,CDM,44,Okay
108835,715,C. Baumgartner,2526,ST,44,Okay
108839,703,Lewis Miley,2526,,61,Very Good
108840,2134,Michael Keane,2526,,65,Very Good
108841,805,James Tarkowski,2526,,66,Very Good
108842,806,Jake O'Brien,2526,,52,Good
108845,815,Beto,2526,,74,Excellent
108846,813,Thierno Barry,2526,,67,Very Good
108847,803,Jordan Pickford,2526,GK,75,Excellent
108849,810,Iliman Ndiaye,2526,,74,Excellent
108850,812,Jack Grealish,2526,,70,Excellent
108852,811,Carlos Alcaraz,2526,,35,Okay
108853,3800,Idrissa Gana Gueye,2526,,61,Very Good
108854,4094,Merlin Röhl,2526,,38,Okay
108855,804,James Garner,2526,,69,Excellent
108856,808,Tim Iroegbunam,2526,,44,Okay
108857,4825,Harrison Armstrong,2526,,18,Poor
108858,366,Jayden Bogle,2526,,58,Very Good
108860,365,Pascal Struijk,2526,,42,Okay
108862,364,D. Joveljić,2526,ST,59,Very Good
108863,376,Diogo Leite,2526,CB,61,Very Good
108865,372,Éder Militão,2526,CB,66,Very Good
108866,374,Noah Okafor,2526,,71,Excellent
108868,362,Lucas Perri,2526,GK,58,Very Good
108869,378,Alex Telles,2526,GK,66,Very Good
108872,3859,Sean Longstaff,2526,,60,Very Good
108874,369,Diogo Costa,2526,GK,72,Excellent
108879,436,Jaydee Canvot,2526,,23,Poor
108880,423,R. Matondo,2526,ST,45,Good
108881,8593,Chadi Riad,2526,,41,Okay
108889,509,A. Davies,2526,FB,28,Poor
108894,428,İ. Çipe,2526,GK,44,Okay
108895,430,B. Şen,2526,,25,Poor
108896,435,Will Hughes,2526,,24,Poor
108902,545,N. Mazraoui,2526,Winger,30,Okay
108907,2871,Luca Netz,2526,,48,Good
108908,544,N. Lang,2526,Winger,27,Poor
108910,4788,Ola Aina,2526,,24,Poor
108914,4026,Taiwo Awoniyi,2526,,58,Very Good
108915,4472,Chris Wood,2526,,48,Good
108918,542,R. Gravenberch,2526,CDM,73,Excellent
108921,547,D. van de Beek,2526,CAM,57,Good
108938,4522,Dilane Bakwa,2526,,45,Good
108939,5635,Radu Drăguşin,2526,,18,Poor
108941,722,Destiny Udogie,2526,,41,Okay
108952,4923,Dominic Solanke,2526,,47,Good
108954,728,Randal Kolo Muani,2526,,38,Okay
108956,718,D. Geiger,2526,GK,75,Excellent
108959,737,Odriozola,2526,FB,70,Excellent
108962,8590,Yves Bissouma,2526,,18,Poor
108971,723,Joelinton,2526,CM,59,Very Good
108972,1649,P. Cutrone,2526,ST,45,Good
108974,8981,Axel Disasi,2526,,23,Poor
108979,4384,Oliver Scarles,2526,,19,Poor
108981,2018,Valentín Castellanos,2526,,54,Good
108982,2018,Valentín Castellanos,2526,,62,Very Good
108983,4012,Pablo Felipe,2526,,29,Poor
108984,4012,Pablo Felipe,2526,,65,Very Good
108987,4092,Crysencio Summerville,2526,,69,Excellent
108991,1647,Tomáš Souček,2526,,65,Very Good
108998,4520,Bashir Humphreys,2526,,24,Poor
109005,411,Zian Flemming,2526,,77,Excellent
109011,4696,James Ward-Prowse,2526,,35,Okay
109012,408,Josh Cullen,2526,,58,Very Good
109016,540,C. Eiting,2526,CDM,65,Very Good
109018,523,Yerson Mosquera,2526,,25,Poor
109020,3904,Ladislav Krejčí,2526,,60,Very Good
109021,6410,Adam Armstrong,2526,,50,Good
109022,533,R. Kristensen,2526,FB,49,Good
109029,528,João Gomes,2526,,45,Good
109030,4351,Rodrigo Gomes,2526,,57,Good
109031,532,M. de Ligt,2526,CB,62,Very Good
109060,792,J. Kluivert,2526,Winger,40,Okay
130260,247,C. Gakpo,2526,Winger,80,Exceptional
130261,280,Alisson Becker,2526,GK,72,Excellent
130262,284,J. Gomez,2526,FB,55,Good
130263,289,A. Robertson,2526,FB,56,Good
130264,290,V. van Dijk,2526,CB,74,Excellent
130265,293,C. Jones,2526,CDM,64,Very Good
130266,306,Mohamed Salah,2526,Winger,82,Exceptional
130267,1096,D. Szoboszlai,2526,CM,80,Exceptional
130268,1145,I. Konaté,2526,CB,70,Excellent
130269,6716,A. Mac Allister,2526,CDM,64,Very Good
130270,24760,G. Mamardashvili,2526,GK,46,Good
130271,30410,F. Chiesa,2526,ST,48,Good
130272,152654,J. Frimpong,2526,FB,54,Good
130273,174565,H. Ekitike,2526,ST,82,Exceptional
130274,203224,F. Wirtz,2526,CM,72,Excellent
130275,206254,M. Kerkez,2526,FB,64,Very Good
130276,1150,T. Adams,2526,CDM,65,Very Good
130277,6610,M. Senesi,2526,CB,65,Very Good
130278,18869,A. Smith,2526,FB,54,Good
130279,18870,D. Brooks,2526,CM,58,Very Good
130280,19245,M. Tavernier,2526,CM,78,Excellent
130281,19281,A. Semenyo,2526,CM,82,Exceptional
130282,20093,J. Hill,2526,CB,66,Very Good
130283,22136,B. Diakité,2526,CB,57,Good
130284,118307,Đ. Petrović,2526,GK,75,Excellent
130285,152856,Evanilson,2526,ST,61,Very Good
130286,162267,A. Truffert,2526,FB,69,Excellent
130287,304853,A. Scott,2526,CDM,66,Very Good
130288,368030,E. Kroupi,2526,ST,81,Exceptional
130289,452685,R. Ngumoha,2526,Winger,47,Good
130290,249,D. Malen,2526,ST,59,Very Good
130291,1904,B. Kamara,2526,CDM,67,Very Good
130292,2724,L. Digne,2526,FB,70,Excellent
130293,2926,Y. Tielemans,2526,CDM,70,Excellent
130294,19071,E. Buendía,2526,CM,73,Excellent
130295,19170,M. Rogers,2526,CM,84,Exceptional
130296,19179,T. Mings,2526,CB,57,Good
130297,19191,J.  McGinn,2526,CM,74,Excellent
130298,19298,M. Cash,2526,FB,72,Excellent
130299,19354,E. Konsa,2526,CB,65,Very Good
130300,19366,O. Watkins,2526,ST,86,World Class
130301,36878,M. Bizot,2526,GK,38,Okay
130302,46815,Pau Torres,2526,CB,60,Very Good
130303,137303,E. Guessand,2526,ST,28,Poor
130304,138816,I. Maatsen,2526,FB,62,Very Good
130305,162714,A. Onana,2526,CDM,70,Excellent
130306,284457,L. Bogarde,2526,CDM,61,Very Good
130307,169,K. Trippier,2526,FB,56,Good
130309,2806,F. Schär,2526,CB,64,Very Good
130310,10135,Bruno Guimarães,2526,CM,83,Exceptional
130311,18778,H. Barnes,2526,Winger,66,Very Good
130312,18911,N. Pope,2526,GK,72,Excellent
130313,18961,D. Burn,2526,CB,63,Very Good
130314,19163,J. Murphy,2526,Winger,63,Very Good
130315,20355,A. Ramsdale,2526,GK,50,Good
130316,31146,S. Tonali,2526,CM,60,Very Good
130317,38734,S. Botman,2526,CB,69,Excellent
130318,138787,A. Gordon,2526,Winger,66,Very Good
130319,153430,A. Elanga,2526,Winger,31,Okay
130320,158694,T. Livramento,2526,FB,58,Very Good
130321,163189,M. Thiaw,2526,CB,69,Excellent
130322,284492,L. Hall,2526,FB,67,Very Good
130323,315237,W. Osula,2526,ST,67,Very Good
130324,328105,L. Miley,2526,CM,61,Very Good
130325,296,J. Milner,2526,CDM,53,Good
130326,537,J. Veltman,2526,FB,67,Very Good
130327,1361,F. Kadıoğlu,2526,FB,62,Very Good
130328,1469,D. Welbeck,2526,ST,81,Exceptional
130329,18963,L. Dunk,2526,CB,64,Very Good
130330,22160,O. Boscagli,2526,CB,64,Very Good
130331,38695,J. van Hecke,2526,CB,72,Excellent
130332,90590,G. Rutter,2526,ST,57,Good
130333,92993,M. Wieffer,2526,FB,69,Excellent
130334,106835,K. Mitoma,2526,CM,60,Very Good
130335,129058,B. Verbruggen,2526,GK,75,Excellent
130336,162007,M. De Cuyper,2526,FB,69,Excellent
130337,265820,Y. Ayari,2526,CDM,67,Very Good
130338,278370,D. Gómez,2526,CM,67,Very Good
130339,328225,B. Gruda,2526,CM,47,Good
130340,356041,C. Baleba,2526,CDM,64,Very Good
130341,383685,Y. Minteh,2526,CM,67,Very Good
130342,131,Jorge Cuenca,2526,CB,60,Very Good
130343,657,K. Tete,2526,FB,69,Excellent
130344,1161,E. Smith Rowe,2526,CM,56,Good
130345,1438,B. Leno,2526,GK,75,Excellent
130346,1455,A. Iwobi,2526,CDM,70,Excellent
130347,1934,S. Berge,2526,CDM,66,Very Good
130348,2729,J. Andersen,2526,CB,66,Very Good
130349,2823,S. Lukić,2526,CDM,64,Very Good
130350,2887,R. Jiménez,2526,ST,76,Excellent
130351,2920,T. Castagne,2526,FB,66,Very Good
130352,18753,Adama Traoré,2526,ST,15,Poor
130353,18814,I. Diop,2526,CB,55,Good
130354,19025,T. Cairney,2526,CDM,56,Good
130355,19221,H. Wilson,2526,Winger,85,World Class
130356,152967,C. Bassey,2526,CB,68,Excellent
130357,195106,Rodrigo Muniz,2526,ST,38,Okay
130358,389315,Joshua King,2526,CM,53,Good
130359,2298,C. Hudson-Odoi,2526,CM,68,Excellent
130360,2771,O. Aina,2526,FB,62,Very Good
130361,2817,N. Milenković,2526,CB,65,Very Good
130362,2919,M. Sels,2526,GK,75,Excellent
130363,9366,Igor Jesus,2526,ST,69,Excellent
130364,18746,M. Gibbs-White,2526,Winger,87,World Class
130365,18931,C. Wood,2526,ST,48,Good
130366,19305,R. Yates,2526,CM,56,Good
130367,22149,I. Sangaré,2526,CDM,66,Very Good
130368,48648,D. Ndoye,2526,CM,52,Good
130369,67943,Morato,2526,CB,65,Very Good
130370,138780,N. Williams,2526,FB,69,Excellent
130371,138908,E. Anderson,2526,CDM,71,Excellent
130372,362711,Jair,2526,CB,56,Good
130373,363695,Murillo,2526,CB,64,Very Good
130374,281,C. Kelleher,2526,GK,75,Excellent
130375,292,J. Henderson,2526,CDM,60,Very Good
130376,1119,K. Ajer,2526,CB,64,Very Good
130377,8598,T. Awoniyi,2526,ST,58,Very Good
130378,19346,R. Henry,2526,FB,56,Good
130379,19495,N. Collins,2526,CB,65,Very Good
130380,36922,S. van den Berg,2526,CB,65,Very Good
130381,44871,A. Hickey,2526,FB,58,Very Good
130382,47438,M. Jensen,2526,CM,58,Very Good
130383,106725,K. Lewis-Potter,2526,FB,67,Very Good
130384,178077,K. Schade,2526,CM,79,Excellent
130385,196156,Thiago,2526,ST,89,World Class
130386,263538,Y. Yarmolyuk,2526,CDM,65,Very Good
130387,342022,M. Kayode,2526,FB,67,Very Good
130388,1464,G. Xhaka,2526,CDM,67,Very Good
130389,6168,O. Alderete,2526,CB,62,Very Good
130390,20638,E. Le Fée,2526,CM,76,Excellent
130391,22225,Reinildo,2526,FB,65,Very Good
130392,55904,D. Ballard,2526,CB,64,Very Good
130393,84087,W. Isidor,2526,ST,63,Very Good
130394,119121,T. Hume,2526,FB,63,Very Good
130395,194536,R. Roefs,2526,GK,75,Excellent
130396,301771,S. Adingra,2526,Winger,31,Okay
130397,327631,H. Diarra,2526,CM,59,Very Good
130398,336659,C. Talbi,2526,Winger,55,Good
130399,339201,C. Rigg,2526,CM,49,Good
130400,349799,Eliezer Mayenda,2526,ST,40,Okay
130401,365331,N. Sadiki,2526,CDM,64,Very Good
130402,138,J. Todibo,2526,CB,62,Very Good
130403,171,K. Walker-Peters,2526,FB,63,Very Good
130404,253,A. Areola,2526,GK,64,Very Good
130405,1243,T. Souček,2526,CDM,66,Very Good
130406,1445,K. Mavropanos,2526,CB,68,Excellent
130407,1646,Lucas Paquetá,2526,CAM,55,Good
130408,2938,J. Ward-Prowse,2526,CDM,47,Good
130409,2939,C. Wilson,2526,ST,69,Excellent
130410,15870,M. Hermansen,2526,GK,62,Very Good
130411,18744,M. Kilman,2526,CB,57,Good
130412,18846,A. Wan-Bissaka,2526,FB,61,Very Good
130413,19428,J. Bowen,2526,Winger,84,Exceptional
130414,25391,N. Füllkrug,2526,ST,17,Poor
130415,284446,F. Potts,2526,CDM,64,Very Good
130416,327730,O. Scarles,2526,FB,64,Very Good
130417,409303,E. Diouf,2526,FB,61,Very Good
130418,863,R. Bentancur,2526,CDM,68,Excellent
130419,2413,Richarlison,2526,ST,82,Exceptional
130420,15911,M. Kudus,2526,ST,59,Very Good
130421,18883,D. Solanke,2526,ST,47,Good
130422,19235,D. Spence,2526,FB,58,Very Good
130423,25287,K. Danso,2526,CB,64,Very Good
130424,30776,C. Romero,2526,CB,71,Excellent
130425,31354,G. Vicario,2526,GK,75,Excellent
130426,41104,João Palhinha,2526,CDM,72,Excellent
130427,47519,Pedro Porro,2526,FB,64,Very Good
130428,129711,B. Johnson,2526,ST,41,Okay
130429,152849,M. van de Ven,2526,CB,70,Excellent
130430,237129,P. Sarr,2526,CM,65,Very Good
130431,265826,A. Kinský,2526,GK,40,Okay
130432,270510,M. Tel,2526,Winger,56,Good
130433,328089,A. Gray,2526,CDM,60,Very Good
130434,336564,W. Odobert,2526,Winger,36,Okay
130435,347316,L. Bergvall,2526,CM,58,Very Good
130436,22,J. Bruun Larsen,2526,CAM,30,Okay
130437,627,K. Walker,2526,FB,63,Very Good
130438,1746,J. Worrall,2526,CB,50,Good
130439,18886,M. Dúbravka,2526,GK,75,Excellent
130440,19827,J. Cullen,2526,CM,59,Very Good
130441,20303,J. Laurent,2526,CB,63,Very Good
130442,36927,Z. Flemming,2526,ST,80,Exceptional
130443,37882,M. Edwards,2526,ST,49,Good
130444,47903,H. Ekdal,2526,CB,63,Very Good
130445,98936,L. Foster,2526,ST,55,Good
130446,161621,L. Tchaouna,2526,Winger,45,Good
130447,179400,M. Estève,2526,CB,68,Excellent
130448,180560,H. Mejbri,2526,CM,61,Very Good
130449,196855,J. Anthony,2526,Winger,77,Excellent
130450,270508,L. Ugochukwu,2526,CM,58,Very Good
130451,330238,Lucas Pires,2526,Winger,29,Poor
130452,375915,Q. Hartman,2526,FB,67,Very Good
130453,285,K. Hoever,2526,Winger,24,Poor
130454,1590,José Sá,2526,GK,67,Very Good
130455,2032,J. Strand Larsen,2526,ST,38,Okay
130456,3080,M. Munetsi,2526,ST,38,Okay
130457,13708,J. Arias,2526,Winger,38,Okay
130458,18742,M. Doherty,2526,CB,56,Good
130459,19143,S. Johnstone,2526,GK,51,Good
130460,20665,J. Bellegarde,2526,ST,38,Okay
130461,24888,Hwang Hee-Chan,2526,ST,49,Good
130462,41606,Toti Gomes,2526,CB,62,Very Good
130463,135068,E. Agbadou,2526,CB,67,Very Good
130464,135334,S. Bueno,2526,CB,66,Very Good
130465,195103,João Gomes,2526,CM,62,Very Good
130466,195717,Y. Mosquera,2526,CB,67,Very Good
130467,265782,D. Møller Wolfe,2526,Winger,44,Okay
130468,265784,André,2526,CM,61,Very Good
130469,280687,Hugo Bueno,2526,Winger,58,Very Good
130470,282770,Rodrigo Gomes,2526,Winger,63,Very Good
130471,567,Rúben Dias,2526,CB,62,Very Good
130472,626,J. Stones,2526,CB,54,Good
130473,636,Bernardo Silva,2526,CM,62,Very Good
130474,1100,E. Haaland,2526,ST,92,Elite
130475,1422,J. Doku,2526,Winger,70,Excellent
130476,18861,N. Aké,2526,CB,57,Good
130477,21138,R. Aït-Nouri,2526,FB,64,Very Good
130478,36902,T. Reijnders,2526,CM,71,Excellent
130479,41621,Matheus Nunes,2526,FB,66,Very Good
130480,81573,Omar Marmoush,2526,ST,61,Very Good
130481,156477,R. Cherki,2526,CAM,82,Exceptional
130482,161933,Nico González,2526,CDM,67,Very Good
130483,162489,J. Trafford,2526,GK,28,Poor
130484,278133,Oscar Bobb,2526,Winger,27,Poor
130485,284230,R. Lewis,2526,FB,51,Good
130486,307123,N. O'Reilly,2526,FB,73,Excellent
130487,360114,A. Khusanov,2526,CB,67,Very Good
130488,1864,Pedro Neto,2526,CM,77,Excellent
130489,5996,E. Fernández,2526,CDM,85,World Class
130490,10329,João Pedro,2526,ST,86,World Class
130491,18959,Robert Sánchez,2526,GK,75,Excellent
130492,19545,R. James,2526,FB,72,Excellent
130493,19720,T. Chalobah,2526,CB,64,Very Good
130494,22094,W. Fofana,2526,CB,67,Very Good
130495,47380,Marc Cucurella,2526,FB,67,Very Good
130496,116117,M. Caicedo,2526,CDM,71,Excellent
130497,152982,C. Palmer,2526,CAM,80,Exceptional
130498,161907,M. Gusto,2526,FB,69,Excellent
130499,161948,L. Delap,2526,ST,32,Okay
130500,286616,F. Jörgensen,2526,GK,28,Poor
130501,286894,J. Bynoe-Gittens,2526,CM,47,Good
130502,305834,Andrey Santos,2526,CDM,68,Excellent
130503,341642,J. Hato,2526,CB,63,Very Good
130504,366735,Joshua Kofi Acheampong,2526,CB,59,Very Good
130505,425733,Estêvão,2526,Winger,51,Good
130506,2218,I. Sarr,2526,ST,72,Excellent
130507,2490,J. Lerma,2526,CDM,63,Very Good
130508,13736,D. Muñoz,2526,Winger,69,Excellent
130509,18806,W. Hughes,2526,CDM,60,Very Good
130510,18862,N. Clyne,2526,Winger,41,Okay
130511,19088,D. Henderson,2526,GK,75,Excellent
130512,20995,M. Lacroix,2526,CB,67,Very Good
130513,25927,J. Mateta,2526,ST,78,Excellent
130514,67971,M. Guéhi,2526,CB,66,Very Good
130515,126949,C. Richards,2526,CB,65,Very Good
130516,182201,T. Mitchell,2526,Winger,50,Good
130517,286458,J. Devenny,2526,ST,38,Okay
130518,288102,A. Wharton,2526,CDM,64,Very Good
130520,747,Casemiro,2526,CDM,82,Exceptional
130521,886,Diogo Dalot,2526,FB,65,Very Good
130522,891,L. Shaw,2526,FB,65,Very Good
130523,1165,Matheus Cunha,2526,ST,76,Excellent
130524,1485,Bruno Fernandes,2526,CM,90,Elite
130525,2935,H. Maguire,2526,CB,63,Very Good
130526,19220,M. Mount,2526,ST,47,Good
130527,20589,B. Mbeumo,2526,ST,80,Exceptional
130528,50132,A. Bayındır,2526,GK,35,Okay
130529,51494,M. Ugarte,2526,CDM,65,Very Good
130530,115589,B. Šeško,2526,ST,79,Excellent
130531,157997,A. Diallo,2526,ST,51,Good
130532,284322,K. Mainoo,2526,CDM,62,Very Good
130533,342970,L. Yoro,2526,CB,64,Very Good
130534,382452,P. Dorgu,2526,Winger,72,Excellent
130535,402329,A. Heaven,2526,CB,62,Very Good
130536,978,K. Havertz,2526,ST,57,Good
130537,1460,B. Saka,2526,Winger,74,Excellent
130538,2937,D. Rice,2526,CM,72,Excellent
130539,18979,V. Gyökeres,2526,ST,83,Exceptional
130540,19465,David Raya,2526,GK,75,Excellent
130541,19959,B. White,2526,FB,60,Very Good
130542,22090,W. Saliba,2526,CB,61,Very Good
130543,22224,Gabriel Magalhães,2526,CB,74,Excellent
130544,37127,M. Ødegaard,2526,CM,67,Very Good
130545,38746,J. Timber,2526,FB,76,Excellent
130546,47311,Mikel Merino,2526,CM,70,Excellent
130547,47315,Martín Zubimendi,2526,CM,66,Very Good
130548,70100,J. Zirkzee,2526,ST,47,Good
130549,127769,Gabriel Martinelli,2526,Winger,52,Good
130550,136723,N. Madueke,2526,Winger,45,Good
130551,157052,R. Calafiori,2526,FB,63,Very Good
130552,313245,M. Lewis-Skelly,2526,CDM,56,Good
130553,333682,Cristhian Mosquera,2526,CB,61,Very Good
130554,250,J. Piroe,2526,ST,15,Poor
130555,1408,S. Bornauw,2526,CB,52,Good
130556,1946,L. Trossard,2526,Winger,74,Excellent
130557,2279,E. Ampadu,2526,CM,64,Very Good
130558,18885,K. Darlow,2526,GK,67,Very Good
130559,18901,S. Longstaff,2526,CM,60,Very Good
130560,19201,J. Bogle,2526,Winger,58,Very Good
130561,19321,J. Rodon,2526,CB,61,Very Good
130562,19329,D. James,2526,Winger,21,Poor
130563,19461,L. Nmecha,2526,ST,66,Very Good
130564,32966,A. Tanaka,2526,CM,54,Good
130565,47969,G. Gudmundsson,2526,FB,63,Very Good
130566,50739,B. Aaronson,2526,ST,73,Excellent
130567,64003,P. Struijk,2526,CB,62,Very Good
130568,80296,Lucas Perri,2526,GK,58,Very Good
130569,129142,I. Gruev,2526,CM,53,Good
130570,162128,W. Gnonto,2526,Winger,28,Poor
130571,177665,A. Stach,2526,CM,72,Excellent
130572,895,J. Garner,2526,CDM,77,Excellent
130573,2932,J. Pickford,2526,GK,75,Excellent
130574,2934,M. Keane,2526,CB,66,Very Good
130575,2936,J. Tarkowski,2526,CB,69,Excellent
130576,2990,I. Gueye,2526,CDM,66,Very Good
130577,18592,I. Ndiaye,2526,CM,74,Excellent
130578,18929,D. McNeil,2526,Winger,30,Okay
130579,19187,J. Grealish,2526,CM,70,Excellent
130580,125743,Beto,2526,ST,74,Excellent
130581,148099,K. Dewsbury-Hall,2526,CM,80,Exceptional
130582,195993,C. Alcaraz,2526,CM,48,Good
130583,270139,J. O'Brien,2526,FB,64,Very Good
130584,284500,T. Iroegbunam,2526,CDM,68,Excellent
130585,343684,T. Barry,2526,ST,67,Very Good
130586,405360,H. Armstrong,2526,CM,51,Good
130589,1125,R. Christie,2526,CDM,60,Very Good
130590,15908,M. Damsgaard,2526,CM,71,Excellent
130591,19599,E. Martínez,2526,GK,75,Excellent
130592,48389,N. Okafor,2526,ST,71,Excellent
130593,129682,A. Adli,2526,ST,52,Good
130594,284797,D. Ouattara,2526,CM,77,Excellent
130595,296560,J. Tchatchoua,2526,Winger,42,Okay
130596,44,Rodri,2526,CDM,67,Very Good
130598,631,P. Foden,2526,CAM,80,Exceptional
130599,1463,J. Willock,2526,CM,50,Good
130600,19032,R. Sessegnon,2526,FB,67,Very Good
130601,19145,T. Adarabioyo,2526,CB,63,Very Good
130602,19192,J. Ramsey,2526,CM,62,Very Good
130603,19549,A. Robinson,2526,FB,67,Very Good
130604,47522,Douglas Luiz,2526,CDM,59,Very Good
130605,158697,J. McAtee,2526,CM,42,Okay
130606,180317,C. Bradley,2526,FB,59,Very Good
130607,284428,O. Hutchinson,2526,Winger,54,Good
130608,305730,J. Hinshelwood,2526,CM,70,Excellent
130610,1146,N. Mukiele,2526,CB,72,Excellent
130611,2165,V. Mykolenko,2526,FB,61,Very Good
130612,2601,D. Kamada,2526,CDM,66,Very Good
130613,18766,D. Calvert-Lewin,2526,ST,82,Exceptional
130614,19760,J. Justin,2526,CB,68,Excellent
130615,19789,E. Pinnock,2526,CB,56,Good
130616,37724,C. Summerville,2526,Winger,60,Very Good
130617,66407,L. Krejčí,2526,CB,61,Very Good
130618,127817,P. Hincapié,2526,FB,68,Excellent
130619,181806,N. Savona,2526,FB,57,Good
130620,184226,Yeremy Pino,2526,ST,57,Good
130621,204039,D. Udogie,2526,FB,57,Good
