card_id,api_player_id,player_name,season,club,current_pool,verified_position,confidence,evidence,source,fetched_at
132424,19187,J. Grealish,2021,Aston Villa,CDM,Winger,high,"Left Winger 19, Attacking Midfield 8  (base 27, Winger 70%)",transfermarkt,2026-08-11T06:26:34.007Z
132988,642,S. Agüero,1920,Manchester City,ST,ST,high,"Centre-Forward 31  (base 31, ST 100%)",transfermarkt,2026-08-11T06:26:42.025Z
133053,283,T. Alexander-Arnold,1920,Liverpool,FB,FB,high,"Right-Back 49  (base 49, FB 100%)",transfermarkt,2026-08-11T06:26:49.958Z
133082,186,Son Heung-Min,1920,Tottenham,Winger,Winger,high,"Left Winger 26, Centre-Forward 10, Right Winger 3, Second Striker 1  (base 40, Winger 73%)",transfermarkt,2026-08-11T06:27:29.540Z
133085,635,R. Mahrez,1920,Manchester City,ST,Winger,high,"Right Winger 47, Attacking Midfield 1  (base 48, Winger 98%)",transfermarkt,2026-08-11T06:27:46.360Z
133491,1467,A. Lacazette,1819,Arsenal,ST,ST,high,"Centre-Forward 48  (base 48, ST 100%)",transfermarkt,2026-08-11T06:27:54.199Z
133674,634,David Silva,1718,Manchester City,Winger,CM,high,"Central Midfield 24, Attacking Midfield 14, Left Midfield 1, Left Winger 1  (base 40, CM 60%)",transfermarkt,2026-08-11T06:28:12.477Z
133887,635,R. Mahrez,1718,Leicester,Winger,Winger,high,"Right Winger 39, Attacking Midfield 2  (base 41, Winger 95%)",transfermarkt,2026-08-11T06:28:24.189Z
134289,186,Son Heung-Min,1617,Tottenham,Winger,Winger,high,"Left Winger 19, Centre-Forward 13, Right Winger 6, Second Striker 5, Left Midfield 1, Attacking Midfield 1  (base 45, Winger 58%)",transfermarkt,2026-08-11T06:28:52.796Z
134782,172,D. Alli,1516,Tottenham,CAM,CAM,medium,"Attacking Midfield 23, Central Midfield 15, Left Midfield 7, Left Winger 1  (base 46, CAM 50%)",transfermarkt,2026-08-11T06:29:19.837Z
137543,46746,A. Budimir,2425,Osasuna,ST,ST,high,"Centre-Forward 42  (base 42, ST 100%)",transfermarkt,2026-08-11T06:29:28.265Z
138925,47445,Iago Aspas,2122,Celta Vigo,ST,ST,high,"Centre-Forward 36  (base 36, ST 100%)",transfermarkt,2026-08-11T06:29:36.382Z
139146,753,Marcos Llorente,2021,Atletico Madrid,Winger,CAM,low,"Attacking Midfield 17, Central Midfield 14, Right Midfield 11, Second Striker 3  (base 45, CAM 44%)",transfermarkt,2026-08-11T06:29:55.187Z
139856,47265,Jorge Molina,1819,Getafe,ST,ST,high,"Centre-Forward 40  (base 40, ST 100%)",transfermarkt,2026-08-11T06:30:03.659Z
140616,758,G. Bale,1718,Real Madrid,ST,Winger,high,"Centre-Forward 19, Right Winger 13, Left Winger 7  (base 39, Winger 51%)",transfermarkt,2026-08-11T06:30:21.010Z
140622,47319,Willian José,1718,Real Sociedad,ST,ST,high,"Centre-Forward 40  (base 40, ST 100%)",transfermarkt,2026-08-11T06:30:29.535Z
140823,47340,P. Piatti,1617,Espanyol,Winger,Winger,high,"Left Winger 30, Right Winger 1  (base 31, Winger 100%)",transfermarkt,2026-08-11T06:30:44.895Z
141268,933,K. Gameiro,1516,Sevilla,ST,ST,high,"Centre-Forward 40, Second Striker 1  (base 41, ST 98%)",transfermarkt,2026-08-11T06:31:11.111Z
141551,47370,Borja Bastón,1516,Eibar,ST,ST,high,"Centre-Forward 32  (base 32, ST 100%)",transfermarkt,2026-08-11T06:31:36.248Z
144776,907,R. Lukaku,2425,Napoli,ST,ST,high,"Centre-Forward 38  (base 38, ST 100%)",transfermarkt,2026-08-11T06:31:56.944Z
145237,2295,O. Giroud,2324,AC Milan,ST,ST,high,"Centre-Forward 60  (base 60, ST 100%)",transfermarkt,2026-08-11T06:32:19.015Z
145322,22236,Rafael Leão,2223,AC Milan,Winger,Winger,high,"Left Winger 42, Second Striker 6  (base 48, Winger 88%)",transfermarkt,2026-08-11T06:32:36.398Z
145396,22015,B. Dia,2223,Salernitana,ST,CAM,high,"Attacking Midfield 34, Right Winger 10, Left Winger 1  (base 45, CAM 76%)",transfermarkt,2026-08-11T06:33:11.320Z
146205,217,Lautaro Martínez,2021,Inter,ST,UNSURE,low,"NETWORK ETIMEDOUT , retryable, card not attempted",transfermarkt,2026-08-11T06:34:02.794Z
146223,2495,D. Zapata,2021,Atalanta,ST,UNSURE,low,"NETWORK ETIMEDOUT , retryable, card not attempted",transfermarkt,2026-08-11T06:34:20.818Z
146317,31003,S. Nwankwo,2021,Crotone,ST,ST,high,"Centre-Forward 39  (base 39, ST 100%)",transfermarkt,2026-08-11T06:35:08.416Z
146509,1457,H. Mkhitaryan,2021,AS Roma,ST,CAM,high,"Attacking Midfield 32, Left Winger 6, Second Striker 5, Centre-Forward 2, Right Winger 1  (base 46, CAM 80%)",transfermarkt,2026-08-11T06:36:17.958Z
146827,30433,P. Gómez,1920,Atalanta,ST,ST,high,"Centre-Forward 21, Left Winger 1  (base 22, ST 95%)",transfermarkt,2026-08-11T06:36:53.174Z
147193,31060,F. Caputo,1819,Empoli,ST,ST,high,"Centre-Forward 39  (base 39, ST 100%)",transfermarkt,2026-08-11T06:37:09.311Z
147245,30434,J. Iličić,1819,Atalanta,Winger,CAM,high,"Second Striker 15, Attacking Midfield 8, Right Winger 6, Centre-Forward 3  (base 32, CAM 72%)",transfermarkt,2026-08-11T06:37:35.225Z
147813,2297,G. Higuaín,1718,Juventus,ST,ST,high,"Centre-Forward 47  (base 47, ST 100%)",transfermarkt,2026-08-11T06:37:52.280Z
148742,872,M. Pjanić,1516,AS Roma,CAM,CM,high,"Central Midfield 24, Defensive Midfield 9, Attacking Midfield 6  (base 39, CM 62%)",transfermarkt,2026-08-11T06:38:13.696Z
151595,19617,M. Olise,2425,Bayern München,Winger,Winger,high,"Right Winger 50, Attacking Midfield 5  (base 55, Winger 91%)",transfermarkt,2026-08-11T06:38:41.767Z
152311,21104,R. Kolo Muani,2223,Eintracht Frankfurt,ST,ST,high,"Centre-Forward 44, Right Winger 2  (base 46, ST 96%)",transfermarkt,2026-08-11T06:38:56.536Z
153679,989,K. Volland,1819,Bayer Leverkusen,Winger,ST,high,"Centre-Forward 28, Right Winger 5, Left Winger 4, Second Striker 4  (base 41, ST 68%)",transfermarkt,2026-08-11T06:39:27.658Z
153793,1828,L. Jović,1819,Eintracht Frankfurt,ST,ST,high,"Centre-Forward 44, Attacking Midfield 3  (base 47, ST 94%)",transfermarkt,2026-08-11T06:39:39.831Z
153835,726,A. Kramarić,1819,1899 Hoffenheim,ST,CAM,high,"Attacking Midfield 21, Left Winger 7, Centre-Forward 7, Second Striker 2  (base 37, CAM 62%)",transfermarkt,2026-08-11T07:04:36.904Z
153839,1166,T. Werner,1819,RB Leipzig,ST,UNSURE,low,"NETWORK UND_ERR_CONNECT_TIMEOUT , retryable, card not attempted",transfermarkt,2026-08-11T07:05:36.921Z
154566,726,A. Kramarić,1617,1899 Hoffenheim,ST,ST,low,"Centre-Forward 17, Attacking Midfield 8, Second Striker 7, Left Winger 4  (base 36, ST 47%)",transfermarkt,2026-08-11T07:06:26.959Z
154701,25642,Raffael Caetano de Araújo,1516,Borussia Mönchengladbach,ST,ST,high,"Centre-Forward 28, Second Striker 8, Attacking Midfield 1, Left Winger 1  (base 38, ST 74%)",transfermarkt,2026-08-11T07:06:49.256Z
157860,1465,P. Aubameyang,2324,Marseille,ST,ST,high,"Centre-Forward 37, Left Winger 10, Second Striker 1  (base 48, ST 77%)",transfermarkt,2026-08-11T07:07:11.951Z
157909,2059,W. Ben Yedder,2223,Monaco,ST,ST,high,"Centre-Forward 36, Second Striker 3  (base 39, ST 92%)",transfermarkt,2026-08-11T07:07:24.668Z
158153,86,L. Openda,2223,Lens,ST,ST,high,"Centre-Forward 33  (base 33, ST 100%)",transfermarkt,2026-08-11T07:07:33.485Z
158159,162707,E. Wahi,2223,Montpellier,ST,ST,high,"Centre-Forward 27, Right Winger 3, Left Winger 1  (base 31, ST 87%)",transfermarkt,2026-08-11T07:07:49.715Z
158594,663,M. Terrier,2122,Rennes,Winger,UNSURE,low,identity not resolved: club 'Rennes' on none of 4 candidate(s),transfermarkt,2026-08-11T07:08:05.516Z
159884,266,Á. Di María,1819,Paris Saint Germain,ST,Winger,high,"Right Winger 16, Left Winger 12, Attacking Midfield 9, Second Striker 6, Left Midfield 2  (base 45, Winger 67%)",transfermarkt,2026-08-11T07:08:28.020Z
159925,274,E. Cavani,1819,Paris Saint Germain,ST,ST,high,"Centre-Forward 33  (base 33, ST 100%)",transfermarkt,2026-08-11T07:08:36.733Z
166027,572,Pizzi,1920,Benfica,Winger,Winger,high,"Right Midfield 42, Right Winger 9  (base 51, Winger 100%)",transfermarkt,2026-08-11T07:08:50.923Z
166507,393,M. Marega,1718,FC Porto,ST,UNSURE,low,"NETWORK TimeoutError , retryable, card not attempted",transfermarkt,2026-08-11T07:09:27.981Z
170159,94562,S. Giménez,2324,Feyenoord,ST,CB,high,"Centre-Back 32  (base 32, CB 100%)",transfermarkt,2026-08-11T07:09:50.449Z
172170,548,H. Ziyech,1819,Ajax,Winger,Winger,high,"Right Winger 44, Attacking Midfield 5  (base 49, Winger 90%)",transfermarkt,2026-08-11T07:10:28.061Z
172502,37160,S. Berghuis,1718,Feyenoord,ST,Winger,high,"Right Winger 43  (base 43, Winger 100%)",transfermarkt,2026-08-11T07:10:59.246Z
173273,548,H. Ziyech,1516,Twente,Winger,CAM,high,"Attacking Midfield 31, Right Winger 1, Second Striker 1, Centre-Forward 1  (base 34, CAM 94%)",transfermarkt,2026-08-11T07:11:29.784Z
176760,26475,D. Undav,2122,Union St. Gilloise,Winger,ST,high,"Centre-Forward 39  (base 39, ST 100%)",transfermarkt,2026-08-11T07:11:43.756Z
177137,48582,R. Holzhauser,2021,Beerschot VA,CAM,CAM,high,"Attacking Midfield 30, Second Striker 3, Central Midfield 1, Centre-Forward 1  (base 35, CAM 94%)",transfermarkt,2026-08-11T07:12:17.173Z
133191,19194,T. Abraham,1920,Chelsea,ST,ST,high,"Centre-Forward 47  (base 47, ST 100%)",transfermarkt,2026-08-11T07:12:26.044Z
146989,790,E. Džeko,1920,AS Roma,ST,ST,high,"Centre-Forward 44  (base 44, ST 100%)",transfermarkt,2026-08-11T07:12:45.173Z
146999,30562,J. Galvão,1920,Cagliari,ST,CAM,high,"Second Striker 32, Attacking Midfield 4, Left Winger 1, Centre-Forward 1  (base 38, CAM 95%)",transfermarkt,2026-08-11T07:13:16.067Z
153143,25416,W. Weghorst,2021,VfL Wolfsburg,ST,ST,high,"Centre-Forward 41  (base 41, ST 100%)",transfermarkt,2026-08-11T07:13:30.834Z
160839,119,R. Falcao,1617,Monaco,ST,ST,high,"Centre-Forward 39  (base 39, ST 100%)",transfermarkt,2026-08-11T07:13:55.521Z
176780,1372,M. Frey,2122,Antwerp,ST,UNSURE,low,identity not resolved: club 'Antwerp' on none of 4 candidate(s),transfermarkt,2026-08-11T07:14:26.957Z
184040,2006,B. Yılmaz,1718,Trabzonspor,ST,ST,high,"Centre-Forward 22, Left Winger 3  (base 25, ST 88%)",transfermarkt,2026-08-11T07:14:57.919Z
185071,42432,Samuel Eto'o Fils,1516,Antalyaspor,,ST,high,"Centre-Forward 31, Left Winger 1  (base 32, ST 97%)",transfermarkt,2026-08-11T07:15:20.438Z
184350,18768,C. Tosun,1617,Beşiktaş,ST,ST,high,"Centre-Forward 41, Right Winger 4, Left Winger 2  (base 47, ST 87%)",transfermarkt,2026-08-11T07:16:00.689Z
184616,10261,Vágner Love,1617,Alanyaspor,ST,ST,high,"Centre-Forward 28  (base 28, ST 100%)",transfermarkt,2026-08-11T07:16:39.735Z
187415,21393,S. Guirassy,2425,Borussia Dortmund,ST,ST,high,"Centre-Forward 50  (base 50, ST 100%)",transfermarkt,2026-08-11T07:16:49.361Z
132217,645,R. Sterling,2122,Manchester City,Winger,Winger,high,"Left Winger 23, Right Winger 14, Centre-Forward 7, Second Striker 2  (base 46, Winger 80%)",transfermarkt,2026-08-11T07:17:15.328Z
130754,792,J. Kluivert,2425,Bournemouth,Winger,CAM,high,"Attacking Midfield 32, Left Winger 4  (base 36, CAM 89%)",transfermarkt,2026-08-11T07:17:38.993Z
130837,1485,Bruno Fernandes,2425,Manchester United,ST,CAM,high,"Attacking Midfield 32, Central Midfield 21, Centre-Forward 3, Left Winger 1  (base 57, CAM 56%)",transfermarkt,2026-08-11T07:17:57.644Z
130984,2032,J. Strand Larsen,2425,Wolves,ST,UNSURE,low,"NETWORK ETIMEDOUT , retryable, card not attempted",transfermarkt,2026-08-11T07:18:53.918Z
131058,2489,L. Díaz,2425,Liverpool,ST,ST,high,"Centre-Forward 50  (base 50, ST 100%)",transfermarkt,2026-08-11T07:19:13.569Z
131099,1165,Matheus Cunha,2324,Wolves,ST,ST,high,"Centre-Forward 20, Attacking Midfield 7, Second Striker 5, Left Winger 1  (base 33, ST 61%)",transfermarkt,2026-08-11T07:19:40.564Z
131221,283058,N. Jackson,2324,Chelsea,ST,ST,high,"Centre-Forward 39, Left Winger 3, Second Striker 1  (base 43, ST 91%)",transfermarkt,2026-08-11T07:20:14.599Z
131285,983,L. Bailey,2324,Aston Villa,Winger,Winger,high,"Right Winger 28, Right Midfield 6, Left Midfield 2, Left Winger 2, Centre-Forward 1  (base 39, Winger 97%)",transfermarkt,2026-08-11T07:20:50.746Z
131339,47522,Douglas Luiz,2324,Aston Villa,CDM,CM,high,"Central Midfield 39, Defensive Midfield 10  (base 49, CM 80%)",transfermarkt,2026-08-11T07:21:07.490Z
131454,51617,D. Núñez,2324,Liverpool,ST,ST,high,"Centre-Forward 49, Left Winger 5  (base 54, ST 91%)",transfermarkt,2026-08-11T07:21:39.047Z
131461,6009,J. Álvarez,2324,Manchester City,ST,CAM,low,"Centre-Forward 24, Second Striker 18, Attacking Midfield 8, Right Winger 2, Left Midfield 1, Left Winger 1  (base 54, CAM 48%)",transfermarkt,2026-08-11T07:22:23.420Z
132003,19545,R. James,2122,Chelsea,CDM,Winger,high,"Right Midfield 24, Centre-Back 5, Right-Back 5, Defensive Midfield 2, Left Midfield 1  (base 37, Winger 68%)",transfermarkt,2026-08-11T07:23:09.586Z
132280,304,S. Mané,2122,Liverpool,ST,Winger,high,"Left Winger 30, Centre-Forward 18, Right Winger 3  (base 51, Winger 65%)",transfermarkt,2026-08-11T07:23:57.589Z
132300,18788,J. Vardy,2122,Leicester,ST,ST,high,"Centre-Forward 33  (base 33, ST 100%)",transfermarkt,2026-08-11T07:24:12.637Z
132468,19366,O. Watkins,2021,Aston Villa,ST,ST,high,"Centre-Forward 39, Left Winger 1  (base 40, ST 98%)",transfermarkt,2026-08-11T07:24:50.497Z
133257,2887,R. Jiménez,1819,Wolves,ST,CAM,high,"Attacking Midfield 38, Central Midfield 12  (base 50, CAM 76%)",transfermarkt,2026-08-11T07:25:15.643Z
133472,186,Son Heung-Min,1819,Tottenham,ST,ST,low,"Centre-Forward 24, Left Winger 18, Right Winger 3, Second Striker 2, Attacking Midfield 1  (base 48, ST 50%)",transfermarkt,2026-08-11T07:26:36.585Z
133473,302,Roberto Firmino,1819,Liverpool,Winger,ST,high,"Centre-Forward 33, Attacking Midfield 8, Second Striker 4, Left Winger 3  (base 48, ST 69%)",transfermarkt,2026-08-11T07:27:10.812Z
133883,186,Son Heung-Min,1718,Tottenham,Winger,Winger,high,"Left Winger 30, Centre-Forward 7, Second Striker 6, Right Winger 4, Attacking Midfield 2  (base 49, Winger 69%)",transfermarkt,2026-08-11T07:28:13.700Z
133896,1467,A. Lacazette,1718,Arsenal,ST,ST,high,"Centre-Forward 35, Left Winger 2, Right Winger 1  (base 38, ST 92%)",transfermarkt,2026-08-11T07:28:49.725Z
134300,304,S. Mané,1617,Liverpool,Winger,Winger,high,"Right Winger 29  (base 29, Winger 100%)",transfermarkt,2026-08-11T07:29:12.816Z
134316,18788,J. Vardy,1617,Leicester,ST,ST,high,"Centre-Forward 46, Second Striker 1  (base 47, ST 98%)",transfermarkt,2026-08-11T07:29:28.651Z
134446,54,Diego Costa,1516,Chelsea,ST,ST,high,"Centre-Forward 40  (base 40, ST 100%)",transfermarkt,2026-08-11T07:29:39.857Z
134626,18808,T. Deeney,1516,Watford,ST,ST,high,"Centre-Forward 26, Second Striker 16, Attacking Midfield 1  (base 43, ST 60%)",transfermarkt,2026-08-11T07:30:11.478Z
134738,12975,O. Ighalo,1516,Watford,,ST,high,"Centre-Forward 40, Second Striker 1  (base 41, ST 98%)",transfermarkt,2026-08-11T07:30:32.897Z
134752,300,G. Wijnaldum,1516,Newcastle,,Winger,low,"Left Midfield 18, Attacking Midfield 16, Central Midfield 5, Right Midfield 1  (base 40, Winger 48%)",transfermarkt,2026-08-11T07:31:01.756Z
137791,56,A. Griezmann,2324,Atletico Madrid,ST,ST,low,"Centre-Forward 24, Second Striker 22, Attacking Midfield 1, Right Winger 1  (base 48, ST 50%)",transfermarkt,2026-08-11T07:31:35.820Z
138323,759,K. Benzema,2223,Real Madrid,ST,ST,high,"Centre-Forward 43  (base 43, ST 100%)",transfermarkt,2026-08-11T07:31:46.545Z
139453,47282,Raúl García,1920,Athletic Club,CM,CAM,high,"Attacking Midfield 25, Centre-Forward 16, Right Winger 2  (base 43, CAM 58%)",transfermarkt,2026-08-11T07:33:11.969Z
139687,1911,L. Ocampos,1920,Sevilla,Winger,Winger,high,"Right Winger 31, Left Winger 13  (base 44, Winger 100%)",transfermarkt,2026-08-11T07:33:27.980Z
139889,47282,Raúl García,1819,Athletic Club,CDM,CAM,high,"Attacking Midfield 30, Left Winger 2, Right Winger 1, Centre-Forward 1  (base 34, CAM 88%)",transfermarkt,2026-08-11T07:33:54.413Z
140038,928,Dani Parejo,1819,Valencia,Winger,CM,high,"Central Midfield 54, Defensive Midfield 2  (base 56, CM 96%)",transfermarkt,2026-08-11T07:34:09.244Z
140853,47392,Pedro León,1617,Eibar,CDM,Winger,high,"Right Winger 38  (base 38, Winger 100%)",transfermarkt,2026-08-11T07:34:19.073Z
141470,21,Paco Alcácer,1516,Valencia,ST,ST,high,"Centre-Forward 38  (base 38, ST 100%)",transfermarkt,2026-08-11T07:34:27.750Z
141394,42086,Y. El-Arabi,1516,Granada CF,ST,ST,high,"Centre-Forward 31  (base 31, ST 100%)",transfermarkt,2026-08-11T07:34:36.914Z
144560,30488,R. Orsolini,2425,Bologna,ST,Winger,high,"Right Winger 37, Right Midfield 1  (base 38, Winger 100%)",transfermarkt,2026-08-11T07:34:49.059Z
144787,17,C. Pulišić,2425,AC Milan,Winger,Winger,high,"Right Winger 27, Attacking Midfield 16, Left Winger 6  (base 49, Winger 67%)",transfermarkt,2026-08-11T07:35:08.141Z
144795,18767,A. Lookman,2425,Atalanta,ST,CAM,high,"Second Striker 29, Centre-Forward 7, Attacking Midfield 2, Left Winger 2  (base 40, CAM 78%)",transfermarkt,2026-08-11T07:35:52.236Z
144880,30415,D. Vlahović,2324,Juventus,ST,ST,high,"Centre-Forward 38  (base 38, ST 100%)",transfermarkt,2026-08-11T07:36:02.057Z
144892,875,P. Dybala,2324,AS Roma,ST,CAM,high,"Second Striker 22, Right Winger 12, Left Winger 2, Attacking Midfield 1  (base 37, CAM 62%)",transfermarkt,2026-08-11T07:36:23.429Z
145200,17,C. Pulišić,2324,AC Milan,Winger,Winger,high,"Right Winger 41, Left Winger 6, Attacking Midfield 3  (base 50, Winger 94%)",transfermarkt,2026-08-11T07:36:40.576Z
145500,483,K. Kvaratskhelia,2223,Napoli,Winger,Winger,high,"Left Winger 43  (base 43, Winger 100%)",transfermarkt,2026-08-11T07:36:57.702Z
145742,2763,M. Pašalić,2122,Atalanta,Winger,CAM,high,"Attacking Midfield 26, Central Midfield 8, Left Midfield 4, Defensive Midfield 2, Centre-Forward 2, Second Striker 1  (base 43, CAM 63%)",transfermarkt,2026-08-11T07:37:50.659Z
146002,1640,H. Çalhanoğlu,2122,Inter,CDM,CM,high,"Central Midfield 44, Attacking Midfield 1  (base 45, CM 98%)",transfermarkt,2026-08-11T07:38:24.353Z
146449,30422,R. Gosens,2021,Atalanta,CDM,Winger,high,"Left Midfield 40, Left-Back 3, Right Midfield 1  (base 44, Winger 93%)",transfermarkt,2026-08-11T07:38:48.195Z
146641,30509,A. Belotti,1920,Torino,ST,ST,high,"Centre-Forward 44  (base 44, ST 100%)",transfermarkt,2026-08-11T07:39:04.696Z
146796,30434,J. Iličić,1920,Atalanta,ST,CAM,high,"Second Striker 21, Centre-Forward 9, Attacking Midfield 3, Right Winger 1  (base 34, CAM 71%)",transfermarkt,2026-08-11T07:39:27.970Z
146819,2493,L. Muriel,1920,Atalanta,ST,ST,high,"Centre-Forward 38, Right Winger 2  (base 40, ST 95%)",transfermarkt,2026-08-11T07:39:40.572Z
146956,1859,Luis Alberto,1920,Lazio,CAM,CM,high,"Central Midfield 38, Second Striker 1  (base 39, CM 97%)",transfermarkt,2026-08-11T07:40:00.073Z
147070,30509,A. Belotti,1819,Torino,ST,ST,high,"Centre-Forward 39  (base 39, ST 100%)",transfermarkt,2026-08-11T07:40:12.265Z
147072,30573,L. Pavoletti,1819,Cagliari,ST,ST,high,"Centre-Forward 30, Second Striker 3  (base 33, ST 91%)",transfermarkt,2026-08-11T07:40:24.902Z
147255,2472,R. De Paul,1819,Udinese,CM,UNSURE,low,"Central Midfield 14, Second Striker 10, Left Midfield 8, Attacking Midfield 4, Left Winger 1  (base 37, CAM 38%)",transfermarkt,2026-08-11T07:40:57.614Z
147275,30433,P. Gómez,1819,Atalanta,ST,CAM,high,"Attacking Midfield 20, Second Striker 15, Left Winger 6, Centre-Forward 4  (base 45, CAM 78%)",transfermarkt,2026-08-11T07:41:31.750Z
147288,30879,A. Petagna,1819,Spal,ST,ST,high,"Centre-Forward 37  (base 37, ST 100%)",transfermarkt,2026-08-11T07:41:46.062Z
147378,1650,Suso,1819,AC Milan,ST,Winger,high,"Right Winger 38, Right Midfield 1, Attacking Midfield 1, Second Striker 1  (base 41, Winger 95%)",transfermarkt,2026-08-11T07:42:09.996Z
147652,334,S. Verdi,1718,Bologna,ST,Winger,high,"Right Winger 23, Second Striker 7, Left Winger 4, Attacking Midfield 1  (base 35, Winger 77%)",transfermarkt,2026-08-11T07:42:34.165Z
147665,30434,J. Iličić,1718,Atalanta,Winger,CAM,high,"Attacking Midfield 11, Second Striker 10, Right Winger 6, Centre-Forward 4  (base 31, CAM 68%)",transfermarkt,2026-08-11T07:43:06.799Z
148122,205,R. Nainggolan,1617,AS Roma,CDM,CAM,high,"Attacking Midfield 33, Central Midfield 14, Defensive Midfield 1  (base 48, CAM 69%)",transfermarkt,2026-08-11T07:43:29.017Z
148582,30434,J. Iličić,1516,Fiorentina,,CAM,high,"Attacking Midfield 23, Second Striker 5, Left Winger 1, Centre-Forward 1  (base 30, CAM 93%)",transfermarkt,2026-08-11T07:43:57.427Z
148588,331,L. Insigne,1516,Napoli,Winger,Winger,high,"Left Winger 37, Attacking Midfield 3, Centre-Forward 2  (base 42, Winger 88%)",transfermarkt,2026-08-11T07:44:25.681Z
148619,1706,C. Bacca,1516,AC Milan,ST,ST,high,"Centre-Forward 41  (base 41, ST 100%)",transfermarkt,2026-08-11T07:44:34.410Z
148649,306,Mohamed Salah,1516,AS Roma,Winger,Winger,high,"Right Winger 29, Centre-Forward 4, Second Striker 3, Attacking Midfield 2, Left Winger 2  (base 40, Winger 78%)",transfermarkt,2026-08-11T07:45:14.461Z
151306,25926,J. Burkardt,2425,FSV Mainz 05,ST,ST,high,"Centre-Forward 29, Second Striker 1  (base 30, ST 97%)",transfermarkt,2026-08-11T07:45:28.710Z
151399,26256,T. Kleindienst,2425,Borussia Mönchengladbach,ST,ST,high,"Centre-Forward 33  (base 33, ST 100%)",transfermarkt,2026-08-11T07:45:37.711Z
151471,794,P. Schick,2425,Bayer Leverkusen,ST,ST,high,"Centre-Forward 45  (base 45, ST 100%)",transfermarkt,2026-08-11T07:45:49.137Z
151579,81573,Omar Marmoush,2425,Eintracht Frankfurt,ST,ST,high,"Centre-Forward 34, Left Winger 8, Second Striker 7, Attacking Midfield 1, Right Winger 1  (base 51, ST 67%)",transfermarkt,2026-08-11T07:46:32.001Z
151585,174565,H. Ekitike,2425,Eintracht Frankfurt,ST,ST,high,"Centre-Forward 44, Second Striker 2  (base 46, ST 96%)",transfermarkt,2026-08-11T07:47:05.367Z
151587,203224,F. Wirtz,2425,Bayer Leverkusen,ST,CAM,high,"Attacking Midfield 40, Second Striker 4, Centre-Forward 1  (base 45, CAM 98%)",transfermarkt,2026-08-11T07:47:39.170Z
151776,563,Álex Grimaldo,2324,Bayer Leverkusen,Winger,Winger,high,"Left Midfield 44, Left-Back 6, Left Winger 1  (base 51, Winger 88%)",transfermarkt,2026-08-11T07:48:14.986Z
151785,46930,E. Demirović,2324,FC Augsburg,ST,ST,high,"Centre-Forward 19, Attacking Midfield 8, Left Winger 7  (base 34, ST 56%)",transfermarkt,2026-08-11T07:48:56.052Z
152738,24811,A. Modeste,2122,1. FC Köln,ST,ST,high,"Centre-Forward 35  (base 35, ST 100%)",transfermarkt,2026-08-11T07:49:14.303Z
153097,726,A. Kramarić,2021,1899 Hoffenheim,ST,ST,high,"Centre-Forward 19, Second Striker 10, Attacking Midfield 4  (base 33, ST 58%)",transfermarkt,2026-08-11T07:49:38.342Z
153790,724,I. Belfodil,1819,1899 Hoffenheim,ST,ST,high,"Centre-Forward 22, Right Winger 3, Second Striker 3, Attacking Midfield 1, Left Winger 1  (base 30, ST 73%)",transfermarkt,2026-08-11T07:50:08.868Z
154083,426,M. Uth,1718,1899 Hoffenheim,ST,Winger,high,"Left Winger 23, Attacking Midfield 11, Right Winger 8  (base 42, Winger 74%)",transfermarkt,2026-08-11T07:50:35.179Z
154582,516,A. Robben,1617,Bayern München,Winger,Winger,high,"Right Winger 37  (base 37, Winger 100%)",transfermarkt,2026-08-11T07:50:51.506Z
154613,25329,M. Kruse,1617,Werder Bremen,ST,ST,high,"Centre-Forward 17, Second Striker 6, Right Winger 1  (base 24, ST 71%)",transfermarkt,2026-08-11T07:51:19.986Z
154931,2886,J. Hernández,1516,Bayer Leverkusen,ST,CM,high,"Central Midfield 28, Defensive Midfield 10  (base 38, CM 74%)",transfermarkt,2026-08-11T07:51:42.136Z
157282,161904,B. Barcola,2425,Paris Saint Germain,Winger,Winger,high,"Left Winger 44, Right Winger 8, Centre-Forward 2  (base 54, Winger 96%)",transfermarkt,2026-08-11T07:52:21.053Z
157713,8489,J. David,2324,Lille,ST,UNSURE,low,identity not resolved: club 'Lille' on none of 4 candidate(s),transfermarkt,2026-08-11T07:52:44.429Z
157846,1467,A. Lacazette,2324,Lyon,ST,ST,high,"Centre-Forward 32  (base 32, ST 100%)",transfermarkt,2026-08-11T07:53:23.545Z
157948,138835,F. Balogun,2223,Reims,ST,ST,high,"Centre-Forward 37, Left Winger 1  (base 38, ST 97%)",transfermarkt,2026-08-11T07:53:41.218Z
157991,20535,H. Diallo,2223,Strasbourg,ST,ST,high,"Centre-Forward 32, Right Winger 1  (base 33, ST 97%)",transfermarkt,2026-08-11T07:54:02.027Z
158702,1912,D. Payet,2122,Marseille,ST,ST,low,"Centre-Forward 19, Attacking Midfield 12, Left Winger 12, Second Striker 2, Right Winger 1  (base 46, ST 41%)",transfermarkt,2026-08-11T07:54:25.742Z
158806,21592,G. Laborde,2021,Montpellier,ST,Winger,high,"Right Winger 22, Centre-Forward 17, Left Winger 2  (base 41, Winger 59%)",transfermarkt,2026-08-11T07:54:43.667Z
159044,989,K. Volland,2021,Monaco,ST,ST,low,"Centre-Forward 16, Second Striker 12, Left Winger 6, Right Winger 4, Attacking Midfield 2  (base 40, ST 40%)",transfermarkt,2026-08-11T07:55:15.889Z
