card_id,api_player_id,player_name,season,club,current_pool,verified_position,confidence,evidence,source,fetched_at
146146,1863,C. Immobile,2122,Lazio,ST,ST,high,"Centre-Forward 40  (base 40, ST 100%)",transfermarkt,2026-08-11T05:42:50.811Z
148274,216,M. Icardi,1617,Inter,ST,ST,high,"Centre-Forward 38  (base 38, ST 100%)",transfermarkt,2026-08-11T05:43:07.234Z
159993,3246,N. Pépé,1819,Lille,Winger,Winger,high,"Right Winger 39  (base 39, Winger 100%)",transfermarkt,2026-08-11T05:43:26.674Z
177180,15812,P. Onuachu,2021,Genk,Winger,ST,high,"Centre-Forward 39  (base 39, ST 100%)",transfermarkt,2026-08-11T05:43:36.655Z
131475,186,Son Heung-Min,2324,Tottenham,ST,ST,high,"Centre-Forward 23, Left Winger 13  (base 36, ST 64%)",transfermarkt,2026-08-11T05:43:54.832Z
131887,19974,I. Toney,2223,Brentford,ST,ST,high,"Centre-Forward 34  (base 34, ST 100%)",transfermarkt,2026-08-11T05:44:03.634Z
132684,186,Son Heung-Min,2021,Tottenham,Winger,Winger,high,"Left Winger 38, Centre-Forward 8, Right Winger 3, Attacking Midfield 1  (base 50, Winger 82%)",transfermarkt,2026-08-11T05:44:28.893Z
132976,18955,D. Ings,1920,Southampton,ST,CB,high,"Centre-Back 36  (base 36, CB 100%)",transfermarkt,2026-08-11T05:44:45.750Z
133094,304,S. Mané,1920,Liverpool,Winger,Winger,high,"Left Winger 40, Right Winger 4, Centre-Forward 3  (base 47, Winger 94%)",transfermarkt,2026-08-11T05:45:07.756Z
133122,1465,P. Aubameyang,1920,Arsenal,ST,Winger,high,"Left Winger 20, Centre-Forward 18, Right Winger 6  (base 44, Winger 59%)",transfermarkt,2026-08-11T05:45:23.930Z
133415,645,R. Sterling,1819,Manchester City,Winger,Winger,high,"Left Winger 31, Right Winger 17, Attacking Midfield 1, Second Striker 1, Centre-Forward 1  (base 51, Winger 94%)",transfermarkt,2026-08-11T05:45:52.004Z
133487,304,S. Mané,1819,Liverpool,Winger,Winger,high,"Left Winger 24, Right Winger 15, Centre-Forward 2  (base 41, Winger 95%)",transfermarkt,2026-08-11T05:46:08.848Z
137909,15811,A. Dovbyk,2324,Girona,ST,ST,high,"Centre-Forward 34  (base 34, ST 100%)",transfermarkt,2026-08-11T05:46:28.131Z
139188,1707,Gerard Moreno,2021,Villarreal,ST,ST,high,"Centre-Forward 28, Right Winger 10, Left Winger 1, Second Striker 1  (base 40, ST 70%)",transfermarkt,2026-08-11T05:46:47.394Z
141249,47290,Aduriz,1516,Athletic Club,ST,ST,high,"Centre-Forward 51  (base 51, ST 100%)",transfermarkt,2026-08-11T05:46:57.215Z
141373,56,A. Griezmann,1516,Atletico Madrid,ST,CAM,high,"Second Striker 31, Right Winger 10, Centre-Forward 10, Left Winger 3  (base 54, CAM 57%)",transfermarkt,2026-08-11T05:47:18.882Z
141521,758,G. Bale,1516,Real Madrid,Winger,Winger,high,"Right Winger 21, Left Winger 4, Second Striker 3, Centre-Forward 2, Attacking Midfield 1  (base 31, Winger 81%)",transfermarkt,2026-08-11T05:47:43.358Z
144933,217,Lautaro Martínez,2324,Inter,ST,ST,high,"Centre-Forward 39, Second Striker 4  (base 43, ST 91%)",transfermarkt,2026-08-11T05:47:55.829Z
146377,2493,L. Muriel,2021,Atalanta,ST,ST,high,"Centre-Forward 38, Second Striker 3, Left Winger 2, Right Winger 1  (base 44, ST 86%)",transfermarkt,2026-08-11T05:48:35.814Z
146737,31060,F. Caputo,1920,Sassuolo,ST,ST,high,"Centre-Forward 35, Left Winger 2  (base 37, ST 95%)",transfermarkt,2026-08-11T05:48:51.828Z
147479,875,P. Dybala,1718,Juventus,ST,CAM,high,"Second Striker 39, Right Winger 5, Centre-Forward 1  (base 45, CAM 87%)",transfermarkt,2026-08-11T05:50:00.182Z
148249,2297,G. Higuaín,1617,Juventus,ST,ST,high,"Centre-Forward 50  (base 50, ST 100%)",transfermarkt,2026-08-11T05:50:11.997Z
148342,875,P. Dybala,1516,Juventus,ST,CAM,high,"Second Striker 22, Centre-Forward 20  (base 42, CAM 52%)",transfermarkt,2026-08-11T05:50:25.114Z
151654,21393,S. Guirassy,2324,VfB Stuttgart,ST,ST,high,"Centre-Forward 30  (base 30, ST 100%)",transfermarkt,2026-08-11T05:50:37.339Z
151692,86,L. Openda,2324,RB Leipzig,ST,ST,high,"Centre-Forward 45  (base 45, ST 100%)",transfermarkt,2026-08-11T05:50:48.641Z
152684,269,C. Nkunku,2122,RB Leipzig,ST,CAM,high,"Second Striker 26, Attacking Midfield 9, Right Winger 6, Left Winger 5, Centre-Forward 5, Right Midfield 1  (base 52, CAM 67%)",transfermarkt,2026-08-11T05:51:31.111Z
153053,1100,E. Haaland,2021,Borussia Dortmund,ST,ST,high,"Centre-Forward 41  (base 41, ST 100%)",transfermarkt,2026-08-11T05:51:42.175Z
153056,2063,André Silva,2021,Eintracht Frankfurt,ST,ST,high,"Centre-Forward 34  (base 34, ST 100%)",transfermarkt,2026-08-11T05:51:51.251Z
153738,521,R. Lewandowski,1819,Bayern München,ST,ST,high,"Centre-Forward 47  (base 47, ST 100%)",transfermarkt,2026-08-11T05:52:00.905Z
154601,24811,A. Modeste,1617,1. FC Köln,ST,ST,high,"Centre-Forward 40  (base 40, ST 100%)",transfermarkt,2026-08-11T05:52:22.655Z
158255,1467,A. Lacazette,2223,Lyon,ST,ST,high,"Centre-Forward 35, Attacking Midfield 1, Second Striker 1  (base 37, ST 95%)",transfermarkt,2026-08-11T05:52:41.623Z
158342,2059,W. Ben Yedder,2122,Monaco,ST,ST,high,"Centre-Forward 49  (base 49, ST 100%)",transfermarkt,2026-08-11T05:52:52.011Z
159130,667,M. Depay,2021,Lyon,Winger,ST,high,"Centre-Forward 28, Left Winger 7, Second Striker 3, Attacking Midfield 2  (base 40, ST 70%)",transfermarkt,2026-08-11T05:53:12.959Z
164395,18979,V. Gyökeres,2324,Sporting CP,ST,ST,high,"Centre-Forward 50  (base 50, ST 100%)",transfermarkt,2026-08-11T05:53:22.101Z
169775,37784,S. Steijn,2425,Twente,ST,CAM,high,"Attacking Midfield 47  (base 47, CAM 100%)",transfermarkt,2026-08-11T05:53:30.831Z
172123,246,L. de Jong,1819,PSV Eindhoven,Winger,ST,high,"Centre-Forward 42, Attacking Midfield 1  (base 43, ST 98%)",transfermarkt,2026-08-11T05:53:54.265Z
173239,246,L. de Jong,1516,PSV Eindhoven,ST,CM,high,"Central Midfield 18, Defensive Midfield 2  (base 20, CM 90%)",transfermarkt,2026-08-11T05:54:06.502Z
148316,1863,C. Immobile,1617,Lazio,ST,ST,high,"Centre-Forward 40  (base 40, ST 100%)",transfermarkt,2026-08-11T05:54:14.139Z
184296,44355,B. Gomis,1718,Galatasaray,ST,ST,high,"Centre-Forward 40  (base 40, ST 100%)",transfermarkt,2026-08-11T05:54:22.428Z
166765,1497,B. Dost,1718,Sporting CP,ST,ST,high,"Centre-Forward 49  (base 49, ST 100%)",transfermarkt,2026-08-11T05:54:32.145Z
130869,20649,Y. Wissa,2425,Brentford,ST,ST,high,"Centre-Forward 37, Attacking Midfield 1  (base 38, ST 97%)",transfermarkt,2026-08-11T05:54:46.895Z
130914,19366,O. Watkins,2425,Aston Villa,ST,ST,high,"Centre-Forward 52  (base 52, ST 100%)",transfermarkt,2026-08-11T05:54:55.677Z
130949,18931,C. Wood,2425,Nottingham Forest,ST,FB,low,"Central Midfield 10, Right-Back 8, Defensive Midfield 5, Left-Back 4, Centre-Forward 1  (base 28, FB 43%)",transfermarkt,2026-08-11T05:55:21.936Z
131129,1460,B. Saka,2324,Arsenal,Winger,Winger,high,"Right Winger 47  (base 47, Winger 100%)",transfermarkt,2026-08-11T05:55:30.935Z
131546,1460,B. Saka,2223,Arsenal,Winger,Winger,high,"Right Winger 33, Right Midfield 13  (base 46, Winger 100%)",transfermarkt,2026-08-11T05:55:42.982Z
131735,2939,C. Wilson,2223,Newcastle,ST,ST,high,"Centre-Forward 30  (base 30, ST 100%)",transfermarkt,2026-08-11T05:56:01.367Z
132632,19134,P. Bamford,2021,Leeds,Winger,ST,high,"Centre-Forward 38  (base 38, ST 100%)",transfermarkt,2026-08-11T05:56:10.482Z
132709,18788,J. Vardy,2021,Leicester,ST,ST,high,"Centre-Forward 42  (base 42, ST 100%)",transfermarkt,2026-08-11T05:56:18.924Z
132866,2887,R. Jiménez,1920,Wolves,Winger,CAM,high,"Attacking Midfield 24, Central Midfield 15, Left Winger 1  (base 40, CAM 60%)",transfermarkt,2026-08-11T05:56:34.135Z
132922,908,A. Martial,1920,Manchester United,ST,ST,high,"Centre-Forward 46, Left Winger 2  (base 48, ST 96%)",transfermarkt,2026-08-11T05:56:47.174Z
133030,645,R. Sterling,1920,Manchester City,ST,Winger,high,"Left Winger 42, Centre-Forward 5, Right Winger 3  (base 50, Winger 90%)",transfermarkt,2026-08-11T05:57:02.508Z
133497,18788,J. Vardy,1819,Leicester,ST,ST,high,"Centre-Forward 36  (base 36, ST 100%)",transfermarkt,2026-08-11T05:57:10.164Z
133532,174,C. Eriksen,1819,Tottenham,CDM,CAM,low,"Attacking Midfield 25, Left Midfield 13, Right Midfield 8, Central Midfield 5  (base 51, CAM 49%)",transfermarkt,2026-08-11T05:57:29.398Z
133675,907,R. Lukaku,1718,Manchester United,Winger,ST,high,"Centre-Forward 51  (base 51, ST 100%)",transfermarkt,2026-08-11T05:57:39.119Z
134093,51070,Z. Ibrahimović,1617,Manchester United,ST,ST,high,"Centre-Forward 45  (base 45, ST 100%)",transfermarkt,2026-08-11T05:57:48.271Z
134153,642,S. Agüero,1617,Manchester City,ST,ST,high,"Centre-Forward 45  (base 45, ST 100%)",transfermarkt,2026-08-11T05:58:06.749Z
134464,907,R. Lukaku,1516,Everton,ST,ST,high,"Centre-Forward 46  (base 46, ST 100%)",transfermarkt,2026-08-11T05:58:14.584Z
137523,521,R. Lewandowski,2425,Barcelona,ST,ST,high,"Centre-Forward 52  (base 52, ST 100%)",transfermarkt,2026-08-11T05:58:23.570Z
138225,56,A. Griezmann,2223,Atletico Madrid,ST,CAM,low,"Second Striker 19, Centre-Forward 19, Left Winger 5, Attacking Midfield 3, Right Winger 2  (base 48, CAM 46%)",transfermarkt,2026-08-11T05:58:48.787Z
138409,521,R. Lewandowski,2223,Barcelona,ST,ST,high,"Centre-Forward 46  (base 46, ST 100%)",transfermarkt,2026-08-11T05:59:00.853Z
139625,1707,Gerard Moreno,1920,Villarreal,ST,ST,high,"Centre-Forward 20, Right Winger 16  (base 36, ST 56%)",transfermarkt,2026-08-11T05:59:12.405Z
139818,157,L. Suárez,1920,Barcelona,ST,Winger,medium,"Attacking Midfield 9, Left Winger 9, Central Midfield 6, Right Winger 6  (base 30, Winger 50%)",transfermarkt,2026-08-11T05:59:31.373Z
140012,56,A. Griezmann,1819,Atletico Madrid,ST,CAM,high,"Second Striker 32, Centre-Forward 14, Attacking Midfield 1, Right Winger 1  (base 48, CAM 69%)",transfermarkt,2026-08-11T05:59:49.683Z
140675,2617,C. Stuani,1718,Girona,ST,ST,high,"Centre-Forward 33  (base 33, ST 100%)",transfermarkt,2026-08-11T05:59:57.460Z
141544,18833,Lucas Pérez,1516,Deportivo La Coruna,ST,ST,high,"Centre-Forward 28, Second Striker 9  (base 37, ST 76%)",transfermarkt,2026-08-11T06:00:19.819Z
145362,217,Lautaro Martínez,2223,Inter,ST,ST,high,"Centre-Forward 52, Second Striker 3  (base 55, ST 95%)",transfermarkt,2026-08-11T06:00:31.414Z
146917,907,R. Lukaku,1920,Inter,ST,ST,high,"Centre-Forward 51  (base 51, ST 100%)",transfermarkt,2026-08-11T06:00:39.332Z
147558,30463,F. Quagliarella,1718,Sampdoria,ST,ST,high,"Centre-Forward 33, Second Striker 1  (base 34, ST 97%)",transfermarkt,2026-08-11T06:00:50.663Z
148131,331,L. Insigne,1617,Napoli,Winger,Winger,high,"Left Winger 49  (base 49, Winger 100%)",transfermarkt,2026-08-11T06:00:59.716Z
148143,30433,P. Gómez,1617,Atalanta,ST,CAM,high,"Second Striker 26, Left Winger 7, Attacking Midfield 4, Centre-Forward 1  (base 38, CAM 79%)",transfermarkt,2026-08-11T06:01:30.988Z
148218,306,Mohamed Salah,1617,AS Roma,ST,Winger,high,"Right Winger 27, Attacking Midfield 6, Second Striker 3, Centre-Forward 3  (base 39, Winger 69%)",transfermarkt,2026-08-11T06:01:50.030Z
153438,18,J. Sancho,1920,Borussia Dortmund,Winger,Winger,high,"Right Winger 22, Attacking Midfield 11, Left Winger 11  (base 44, Winger 75%)",transfermarkt,2026-08-11T06:02:06.381Z
154571,1166,T. Werner,1617,RB Leipzig,ST,ST,high,"Centre-Forward 30, Right Winger 1, Second Striker 1  (base 32, ST 94%)",transfermarkt,2026-08-11T06:02:22.820Z
154851,522,T. Müller,1516,Bayern München,ST,CAM,high,"Attacking Midfield 24, Right Winger 10, Second Striker 9, Centre-Forward 6  (base 49, CAM 67%)",transfermarkt,2026-08-11T06:02:46.852Z
158081,154,L. Messi,2223,Paris Saint Germain,ST,CAM,low,"Second Striker 20, Right Winger 19, Centre-Forward 11, Attacking Midfield 5  (base 55, CAM 45%)",transfermarkt,2026-08-11T06:03:07.145Z
158110,8489,J. David,2223,Lille,ST,UNSURE,low,identity not resolved: club 'Lille' on none of 4 candidate(s),transfermarkt,2026-08-11T06:03:22.800Z
160245,276,Neymar,1718,Paris Saint Germain,Winger,Winger,high,"Left Winger 30  (base 30, Winger 100%)",transfermarkt,2026-08-11T06:03:31.833Z
160337,667,M. Depay,1718,Lyon,ST,Winger,high,"Left Winger 37, Centre-Forward 8, Attacking Midfield 1, Second Striker 1  (base 47, Winger 79%)",transfermarkt,2026-08-11T06:03:49.609Z
160750,1467,A. Lacazette,1617,Lyon,ST,ST,high,"Centre-Forward 41  (base 41, ST 100%)",transfermarkt,2026-08-11T06:03:59.395Z
170226,36798,V. Pavlidis,2324,AZ Alkmaar,ST,ST,high,"Centre-Forward 45, Attacking Midfield 1  (base 46, ST 98%)",transfermarkt,2026-08-11T06:04:17.542Z
176165,27104,H. Cuypers,2223,Gent,ST,ST,high,"Centre-Forward 50, Attacking Midfield 1, Right Winger 1, Second Striker 1  (base 53, ST 94%)",transfermarkt,2026-08-11T06:04:40.999Z
133962,644,L. Sané,1718,Manchester City,ST,Winger,high,"Left Winger 44, Right Winger 3, Attacking Midfield 1  (base 48, Winger 98%)",transfermarkt,2026-08-11T06:05:31.485Z
138076,8492,A. Sørloth,2324,Villarreal,ST,ST,high,"Centre-Forward 37  (base 37, ST 100%)",transfermarkt,2026-08-11T06:05:46.313Z
173271,183,V. Janssen,1516,AZ Alkmaar,ST,ST,high,"Centre-Forward 47  (base 47, ST 100%)",transfermarkt,2026-08-11T06:06:37.871Z
185041,26314,M. Gómez,1516,Beşiktaş,ST,ST,high,"Centre-Forward 41  (base 41, ST 100%)",transfermarkt,2026-08-11T06:06:52.624Z
182211,35533,E. Valencia,2223,Fenerbahçe,ST,UNSURE,low,identity not resolved: club 'Fenerbahçe' on none of 4 candidate(s),transfermarkt,2026-08-11T06:07:09.181Z
130685,1165,Matheus Cunha,2425,Wolves,ST,CAM,high,"Attacking Midfield 13, Second Striker 13, Centre-Forward 6, Left Winger 3, Right Winger 1  (base 36, CAM 72%)",transfermarkt,2026-08-11T06:07:32.475Z
131160,18883,D. Solanke,2324,Bournemouth,ST,ST,high,"Centre-Forward 40  (base 40, ST 100%)",transfermarkt,2026-08-11T06:07:46.384Z
131206,25927,J. Mateta,2324,Crystal Palace,ST,ST,high,"Centre-Forward 31  (base 31, ST 100%)",transfermarkt,2026-08-11T06:07:58.733Z
131363,19428,J. Bowen,2324,West Ham,ST,ST,high,"Centre-Forward 23, Right Winger 19, Right Midfield 1  (base 43, ST 53%)",transfermarkt,2026-08-11T06:08:17.656Z
131847,909,M. Rashford,2223,Manchester United,ST,Winger,high,"Left Winger 32, Centre-Forward 19, Right Winger 4  (base 55, Winger 65%)",transfermarkt,2026-08-11T06:08:49.884Z
131871,18970,P. Groß,2223,Brighton,CDM,UNSURE,low,identity not resolved: club 'Brighton' on none of 4 candidate(s),transfermarkt,2026-08-11T06:09:07.836Z
132028,19220,M. Mount,2122,Chelsea,ST,CAM,high,"Attacking Midfield 41, Central Midfield 6, Right Winger 2, Centre-Forward 2, Left Winger 1  (base 52, CAM 79%)",transfermarkt,2026-08-11T06:09:32.291Z
132317,874,Cristiano Ronaldo,2122,Manchester United,ST,ST,high,"Centre-Forward 39  (base 39, ST 100%)",transfermarkt,2026-08-11T06:09:41.013Z
132789,643,Gabriel Jesus,1920,Manchester City,Winger,ST,high,"Centre-Forward 43, Left Winger 7  (base 50, ST 86%)",transfermarkt,2026-08-11T06:09:53.819Z
133071,184,H. Kane,1920,Tottenham,ST,ST,high,"Centre-Forward 34  (base 34, ST 100%)",transfermarkt,2026-08-11T06:10:02.507Z
133275,2939,C. Wilson,1819,Bournemouth,ST,ST,high,"Centre-Forward 33  (base 33, ST 100%)",transfermarkt,2026-08-11T06:10:21.388Z
133458,184,H. Kane,1819,Tottenham,ST,ST,high,"Centre-Forward 40  (base 40, ST 100%)",transfermarkt,2026-08-11T06:10:30.167Z
133886,302,Roberto Firmino,1718,Liverpool,Winger,ST,high,"Centre-Forward 47, Left Winger 3, Right Winger 3, Attacking Midfield 1  (base 54, ST 87%)",transfermarkt,2026-08-11T06:10:55.780Z
133912,18788,J. Vardy,1718,Leicester,ST,ST,high,"Centre-Forward 42  (base 42, ST 100%)",transfermarkt,2026-08-11T06:11:11.000Z
134070,2296,E. Hazard,1617,Chelsea,Winger,CAM,high,"Attacking Midfield 31, Left Winger 7, Centre-Forward 2  (base 40, CAM 78%)",transfermarkt,2026-08-11T06:11:27.689Z
134255,2795,G. Sigurðsson,1617,Swansea,Winger,Winger,low,"Left Winger 18, Attacking Midfield 16, Centre-Forward 4, Right Winger 1  (base 39, Winger 49%)",transfermarkt,2026-08-11T06:11:45.610Z
134310,629,K. De Bruyne,1617,Manchester City,CAM,CAM,low,"Attacking Midfield 19, Central Midfield 17, Left Midfield 10, Right Midfield 3  (base 49, CAM 39%)",transfermarkt,2026-08-11T06:12:04.278Z
134352,147,Philippe Coutinho,1617,Liverpool,Winger,Winger,high,"Left Winger 29, Attacking Midfield 5, Left Midfield 1, Right Winger 1  (base 36, Winger 86%)",transfermarkt,2026-08-11T06:12:23.422Z
134759,2295,O. Giroud,1516,Arsenal,ST,ST,high,"Centre-Forward 53  (base 53, ST 100%)",transfermarkt,2026-08-11T06:12:32.148Z
137613,1496,Raphinha,2425,Barcelona,Winger,Winger,high,"Left Winger 45, Right Winger 6, Second Striker 6  (base 57, Winger 89%)",transfermarkt,2026-08-11T06:12:50.951Z
137963,521,R. Lewandowski,2324,Barcelona,ST,ST,high,"Centre-Forward 49  (base 49, ST 100%)",transfermarkt,2026-08-11T06:13:01.130Z
138819,762,Vinícius Júnior,2122,Real Madrid,Winger,Winger,high,"Left Winger 51, Centre-Forward 1  (base 52, Winger 98%)",transfermarkt,2026-08-11T06:13:13.520Z
139373,47445,Iago Aspas,2021,Celta Vigo,Winger,ST,high,"Centre-Forward 31, Left Winger 1, Second Striker 1  (base 33, ST 94%)",transfermarkt,2026-08-11T06:13:27.759Z
139378,157,L. Suárez,2021,Atletico Madrid,ST,CAM,high,"Attacking Midfield 12, Central Midfield 7, Left Winger 2, Centre-Forward 1  (base 22, CAM 55%)",transfermarkt,2026-08-11T06:13:47.387Z
139938,2671,Jaime Mata,1819,Getafe,ST,ST,high,"Centre-Forward 36, Left Winger 2  (base 38, ST 95%)",transfermarkt,2026-08-11T06:14:08.615Z
140159,47348,Borja Iglesias,1819,Espanyol,ST,ST,high,"Centre-Forward 43  (base 43, ST 100%)",transfermarkt,2026-08-11T06:14:18.325Z
140247,2617,C. Stuani,1819,Girona,ST,ST,high,"Centre-Forward 34  (base 34, ST 100%)",transfermarkt,2026-08-11T06:14:26.163Z
140535,1706,C. Bacca,1718,Villarreal,ST,ST,high,"Centre-Forward 44  (base 44, ST 100%)",transfermarkt,2026-08-11T06:14:34.660Z
140617,935,Rodrigo,1718,Valencia,ST,CDM,high,"Defensive Midfield 45, Central Midfield 2  (base 47, CDM 96%)",transfermarkt,2026-08-11T06:14:46.753Z
140912,56,A. Griezmann,1617,Atletico Madrid,ST,CAM,high,"Second Striker 34, Centre-Forward 17, Right Winger 2  (base 53, CAM 64%)",transfermarkt,2026-08-11T06:15:10.365Z
140987,276,Neymar,1617,Barcelona,Winger,Winger,high,"Left Winger 44, Attacking Midfield 1  (base 45, Winger 98%)",transfermarkt,2026-08-11T06:15:22.363Z
141098,47445,Iago Aspas,1617,Celta Vigo,ST,Winger,low,"Right Winger 23, Centre-Forward 22, Second Striker 4  (base 49, Winger 47%)",transfermarkt,2026-08-11T06:15:50.740Z
141190,47012,Rubén Castro,1516,Real Betis,ST,ST,high,"Centre-Forward 34, Second Striker 5  (base 39, ST 87%)",transfermarkt,2026-08-11T06:16:07.018Z
145763,217,Lautaro Martínez,2122,Inter,ST,ST,high,"Centre-Forward 42, Second Striker 6  (base 48, ST 88%)",transfermarkt,2026-08-11T06:16:18.804Z
146174,30415,D. Vlahović,2021,Fiorentina,ST,ST,high,"Centre-Forward 37  (base 37, ST 100%)",transfermarkt,2026-08-11T06:16:27.417Z
146668,30537,D. Berardi,1920,Sassuolo,Winger,Winger,high,"Right Winger 29, Second Striker 3  (base 32, Winger 91%)",transfermarkt,2026-08-11T06:16:47.922Z
147327,333,A. Milik,1819,Napoli,ST,ST,high,"Centre-Forward 47  (base 47, ST 100%)",transfermarkt,2026-08-11T06:17:08.764Z
147812,1859,Luis Alberto,1718,Lazio,Winger,CAM,high,"Second Striker 35, Attacking Midfield 5, Central Midfield 4  (base 44, CAM 91%)",transfermarkt,2026-08-11T06:17:30.670Z
147874,332,D. Mertens,1718,Napoli,Winger,ST,high,"Centre-Forward 46, Second Striker 1  (base 47, ST 98%)",transfermarkt,2026-08-11T06:17:42.581Z
148074,330,José Callejón,1617,Napoli,ST,Winger,high,"Right Winger 49  (base 49, Winger 100%)",transfermarkt,2026-08-11T06:17:53.490Z
151975,26475,D. Undav,2324,VfB Stuttgart,ST,ST,high,"Centre-Forward 21, Second Striker 12  (base 33, ST 64%)",transfermarkt,2026-08-11T06:18:07.018Z
152480,794,P. Schick,2122,Bayer Leverkusen,ST,ST,high,"Centre-Forward 31  (base 31, ST 100%)",transfermarkt,2026-08-11T06:18:16.700Z
152686,1100,E. Haaland,2122,Borussia Dortmund,ST,ST,high,"Centre-Forward 30  (base 30, ST 100%)",transfermarkt,2026-08-11T06:18:24.586Z
153803,18,J. Sancho,1819,Borussia Dortmund,Winger,Winger,high,"Right Winger 33, Left Winger 10  (base 43, Winger 100%)",transfermarkt,2026-08-11T06:18:40.396Z
153841,1826,S. Haller,1819,Eintracht Frankfurt,ST,ST,high,"Centre-Forward 41  (base 41, ST 100%)",transfermarkt,2026-08-11T06:18:49.499Z
154942,1457,H. Mkhitaryan,1516,Borussia Dortmund,Winger,Winger,high,"Left Winger 23, Right Winger 20, Attacking Midfield 7, Central Midfield 1, Second Striker 1  (base 52, Winger 83%)",transfermarkt,2026-08-11T06:19:23.990Z
157393,153,O. Dembélé,2425,Paris Saint Germain,Winger,ST,high,"Centre-Forward 26, Right Winger 20  (base 46, ST 57%)",transfermarkt,2026-08-11T06:19:51.662Z
157436,897,M. Greenwood,2425,Marseille,ST,Winger,low,"Right Winger 16, Second Striker 8, Attacking Midfield 7, Centre-Forward 4  (base 35, Winger 46%)",transfermarkt,2026-08-11T06:20:12.448Z
158681,666,M. Dembélé,2122,Lyon,ST,ST,high,"Centre-Forward 35  (base 35, ST 100%)",transfermarkt,2026-08-11T06:20:27.996Z
158799,2059,W. Ben Yedder,2021,Monaco,ST,ST,high,"Centre-Forward 41  (base 41, ST 100%)",transfermarkt,2026-08-11T06:20:36.494Z
172492,2700,A. Jahanbakhsh,1718,AZ Alkmaar,ST,Winger,high,"Right Winger 34, Left Winger 3, Centre-Forward 2  (base 39, Winger 95%)",transfermarkt,2026-08-11T06:20:51.905Z
172911,2739,Nicolai Mick Jørgensen,1617,Feyenoord,ST,UNSURE,low,identity not resolved: club 'Feyenoord' on none of 0 candidate(s),transfermarkt,2026-08-11T06:20:55.299Z
173207,333,A. Milik,1516,Ajax,ST,ST,high,"Centre-Forward 42  (base 42, ST 100%)",transfermarkt,2026-08-11T06:21:03.802Z
167612,1374,I. Slimani,1516,Sporting CP,ST,ST,high,"Centre-Forward 44  (base 44, ST 100%)",transfermarkt,2026-08-11T06:21:12.297Z
140705,2615,M. Gómez,1718,Celta Vigo,Winger,UNSURE,low,identity not resolved: club 'Celta Vigo' on none of 4 candidate(s),transfermarkt,2026-08-11T06:21:33.903Z
146591,1863,C. Immobile,2021,Lazio,ST,ST,high,"Centre-Forward 41  (base 41, ST 100%)",transfermarkt,2026-08-11T06:21:43.403Z
147444,1863,C. Immobile,1819,Lazio,ST,ST,high,"Centre-Forward 45  (base 45, ST 100%)",transfermarkt,2026-08-11T06:21:51.461Z
153899,25416,W. Weghorst,1819,VfL Wolfsburg,Winger,ST,high,"Centre-Forward 36  (base 36, ST 100%)",transfermarkt,2026-08-11T06:22:00.033Z
166436,582,H. Seferović,1819,Benfica,ST,ST,high,"Centre-Forward 48  (base 48, ST 100%)",transfermarkt,2026-08-11T06:22:13.370Z
181012,2780,V. Osimhen,2425,Galatasaray,ST,ST,high,"Centre-Forward 41  (base 41, ST 100%)",transfermarkt,2026-08-11T06:22:22.729Z
181408,216,M. Icardi,2324,Galatasaray,ST,ST,high,"Centre-Forward 47  (base 47, ST 100%)",transfermarkt,2026-08-11T06:22:31.012Z
183533,8492,A. Sørloth,1920,Trabzonspor,ST,ST,high,"Centre-Forward 49  (base 49, ST 100%)",transfermarkt,2026-08-11T06:22:39.123Z
187068,877,M. Kean,2425,Fiorentina,ST,ST,high,"Centre-Forward 42  (base 42, ST 100%)",transfermarkt,2026-08-11T06:22:51.784Z
132223,2678,Diogo Jota,2122,Liverpool,Winger,ST,high,"Centre-Forward 28, Left Winger 18, Right Winger 9  (base 55, ST 51%)",transfermarkt,2026-08-11T06:23:17.610Z
130867,19163,J. Murphy,2425,Newcastle,Winger,Winger,high,"Right Winger 37, Right Midfield 4  (base 41, Winger 100%)",transfermarkt,2026-08-11T06:23:36.446Z
130967,19428,J. Bowen,2425,West Ham,ST,Winger,low,"Right Winger 16, Centre-Forward 15, Right Midfield 2, Attacking Midfield 2, Second Striker 1  (base 36, Winger 50%)",transfermarkt,2026-08-11T06:24:06.507Z
131127,978,K. Havertz,2324,Arsenal,ST,CAM,high,"Attacking Midfield 34, Centre-Forward 17  (base 51, CAM 67%)",transfermarkt,2026-08-11T06:24:37.654Z
131266,138787,A. Gordon,2324,Newcastle,Winger,Winger,high,"Left Winger 39, Centre-Forward 5, Right Winger 3, Attacking Midfield 1  (base 48, Winger 88%)",transfermarkt,2026-08-11T06:25:06.382Z
131551,127769,Gabriel Martinelli,2223,Arsenal,Winger,Winger,high,"Left Winger 42, Centre-Forward 3  (base 45, Winger 93%)",transfermarkt,2026-08-11T06:25:18.070Z
131560,18784,J. Maddison,2223,Leicester,Winger,Winger,high,"Attacking Midfield 10, Right Winger 8, Right Midfield 7, Second Striker 2, Central Midfield 1, Left Winger 1  (base 29, Winger 55%)",transfermarkt,2026-08-11T06:25:49.881Z
131684,19366,O. Watkins,2223,Aston Villa,ST,ST,high,"Centre-Forward 35, Left Winger 2, Right Winger 2  (base 39, ST 90%)",transfermarkt,2026-08-11T06:26:21.904Z
