card_id,player_name,season_year,position_pool,position,rt
108528,"William Saliba",2025,,DEF,45
108530,"Cristhian Mosquera",2025,,DEF,22
108536,"Gabriel Magalhães",2025,,DEF,72
108547,"H. Onyekuru",2025,Winger,FWD,82
108549,"Leandro Trossard",2025,,FWD,74
108551,"Noni Madueke",2025,,FWD,45
108553,"Kai Havertz",2025,,FWD,57
108554,"E. Taşdemir",2025,GK,GK,75
108561,"Martín Zubimendi",2025,,MID,66
108565,"Rúben Dias",2025,,DEF,55
108567,"Nathan Aké",2025,,DEF,19
108571,"Joško Gvardiol",2025,,DEF,65
108573,"Nico O'Reilly",2025,,DEF,76
108580,"F. Chalov",2025,GK,GK,75
108582,"Tijjani Reijnders",2025,,MID,65
108588,"Rodri",2025,,MID,38
108589,"Bernardo Silva",2025,,MID,63
108597,"Noussair Mazraoui",2025,,DEF,22
108598,"Matthijs de Ligt",2025,,DEF,45
108599,"Harry Maguire",2025,,DEF,60
108601,"Leny Yoro",2025,,DEF,25
108602,"Luke Shaw",2025,,DEF,52
108604,"Mason Mount",2025,,FWD,47
108605,"Matheus Cunha",2025,,FWD,76
108607,"Bryan Mbeumo",2025,Winger,FWD,80
108608,"Benjamin Šeško",2025,,FWD,79
108612,"Patrick Dorgu",2025,,MID,72
108613,"Amad Diallo",2025,,MID,61
108615,"Manuel Ugarte",2025,,MID,21
108617,"Matty Cash",2025,,DEF,70
108619,"C. Tolisso",2025,CAM,DEF,41
108621,"Ezri Konsa",2025,,DEF,27
108623,"Tyrone Mings",2025,,DEF,23
108633,"A. Conti",2025,GK,GK,75
108637,"S. Gnabry",2025,Winger,MID,74
108645,"Douglas Luiz",2025,,MID,39
108658,"Miloš Kerkez",2025,,DEF,60
108660,"Conor Bradley",2025,,DEF,41
108662,"Jeremie Frimpong",2025,,DEF,41
108669,"Giorgi Mamardashvili",2025,GK,GK,46
108683,"Adrien Truffert",2025,,DEF,68
108687,"Álex Jiménez",2025,,DEF,45
108688,"James Hill",2025,,DEF,57
108689,"Evanilson",2025,,FWD,61
108692,"Đorđe Petrović",2025,GK,GK,75
108694,"David Brooks",2025,,MID,58
108695,"Alex Scott",2025,,MID,57
108696,"Ryan Christie",2025,,MID,49
108697,"Tyler Adams",2025,,MID,58
108703,"Luke O'Nien",2025,,DEF,41
108704,"Omar Alderete",2025,,DEF,52
108706,"Nordi Mukiele",2025,,DEF,70
108707,"Trai Hume",2025,,DEF,59
108710,"Wilson Isidor",2025,,FWD,63
108711,"V. Simić",2025,,FWD,31
108712,"Robin Roefs",2025,GK,GK,75
108715,"Habib Diarra",2025,,MID,59
108718,"Granit Xhaka",2025,,MID,64
108719,"Lewis Dunk",2025,,DEF,45
108722,"Ferdi Kadıoğlu",2025,,DEF,45
108723,"K. Kvaratskhelia",2025,Winger,DEF,68
108724,"Maxim De Cuyper",2025,,DEF,68
108725,"Joël Veltman",2025,,DEF,45
108726,"Danny Welbeck",2025,,FWD,81
108727,"Bart Verbruggen",2025,GK,GK,75
108729,"Yankuba Minteh",2025,,MID,67
108731,"Carlos Baleba",2025,,MID,24
108733,"James Milner",2025,,MID,47
108734,"Kaoru Mitoma",2025,,MID,60
108737,"Pascal Groß",2025,,MID,57
108738,"Pascal Groß",2025,,MID,33
108740,"Aaron Hickey",2025,,DEF,20
108741,"Rico Henry",2025,,DEF,41
108742,"Sepp van den Berg",2025,,DEF,50
108743,"Kristoffer Ajer",2025,,DEF,42
108744,"Nathan Collins",2025,,DEF,58
108745,"Keane Lewis-Potter",2025,,DEF,71
108748,"Michael Kayode",2025,,DEF,52
108749,"Igor Thiago",2025,ST,FWD,88
108751,"Jordan Henderson",2025,,MID,56
108752,"Kevin Schade",2025,,MID,79
108753,"Mathias Jensen",2025,,MID,58
108755,"Dango Ouattara",2025,,MID,77
108756,"Mikkel Damsgaard",2025,,MID,71
108757,"Vitaly Janelt",2025,,MID,61
108762,"Jorrel Hato",2025,,DEF,23
108786,"Calvin Bassey",2025,,DEF,45
108787,"Joachim Andersen",2025,,DEF,42
108788,"Jorge Cuenca",2025,,DEF,21
108790,"Ryan Sessegnon",2025,,DEF,66
108791,"Issa Diop",2025,,DEF,45
108792,"Antonee Robinson",2025,,DEF,45
108793,"J. Bijol",2025,CB,DEF,59
108794,"Rodrigo Muniz",2025,,FWD,38
108795,"Samuel Chukwueze",2025,,FWD,63
108796,"Bernd Leno",2025,GK,GK,75
108797,"Harry Wilson",2025,Winger,MID,85
108799,"Oscar Bobb",2025,,MID,18
108801,"Alex Iwobi",2025,,MID,68
108802,"Saša Lukić",2025,,MID,52
108803,"Kevin",2025,,MID,46
108804,"Joshua King",2025,,MID,52
108805,"Emile Smith Rowe",2025,,MID,55
108806,"Kieran Trippier",2025,,DEF,42
108810,"Sven Botman",2025,,DEF,53
108812,"Fabian Schär",2025,,DEF,22
108816,"Dan Burn",2025,,DEF,59
108818,"Yoane Wissa",2025,,FWD,31
108823,"William Osula",2025,,FWD,67
108825,"J. Brenet",2025,FB,FWD,54
108826,"Nick Woltemade",2025,,FWD,74
108828,"Nick Pope",2025,GK,GK,72
108833,"A. Amade",2025,CDM,MID,44
108835,"C. Baumgartner",2025,ST,MID,44
108839,"Lewis Miley",2025,,MID,61
108840,"Michael Keane",2025,,DEF,65
108841,"James Tarkowski",2025,,DEF,66
108842,"Jake O'Brien",2025,,DEF,52
108845,"Beto",2025,,FWD,74
108846,"Thierno Barry",2025,,FWD,67
108847,"Jordan Pickford",2025,GK,GK,75
108849,"Iliman Ndiaye",2025,,MID,74
108850,"Jack Grealish",2025,,MID,70
108852,"Carlos Alcaraz",2025,,MID,35
108853,"Idrissa Gana Gueye",2025,,MID,61
108854,"Merlin Röhl",2025,,MID,38
108855,"James Garner",2025,,MID,69
108856,"Tim Iroegbunam",2025,,MID,44
108857,"Harrison Armstrong",2025,,MID,18
108858,"Jayden Bogle",2025,,DEF,58
108860,"Pascal Struijk",2025,,DEF,42
108862,"D. Joveljić",2025,ST,DEF,59
108863,"Diogo Leite",2025,CB,DEF,61
108865,"Éder Militão",2025,CB,FWD,66
108866,"Noah Okafor",2025,,FWD,71
108868,"Lucas Perri",2025,GK,GK,58
108869,"Alex Telles",2025,GK,GK,66
108872,"Sean Longstaff",2025,,MID,60
108874,"Diogo Costa",2025,GK,MID,72
108879,"Jaydee Canvot",2025,,DEF,23
108880,"R. Matondo",2025,ST,DEF,45
108881,"Chadi Riad",2025,,DEF,41
108889,"A. Davies",2025,FB,FWD,28
108894,"İ. Çipe",2025,GK,MID,44
108895,"Daichi Kamada",2025,,MID,25
108896,"Will Hughes",2025,,MID,24
108902,"N. Mazraoui",2025,Winger,DEF,51
108907,"Luca Netz",2025,,DEF,50
108908,"N. Lang",2025,Winger,DEF,27
108910,"Ola Aina",2025,,DEF,24
108914,"Taiwo Awoniyi",2025,,FWD,58
108915,"Chris Wood",2025,,FWD,48
108918,"R. Gravenberch",2025,CDM,MID,71
108921,"D. van de Beek",2025,CAM,MID,57
108938,"Dilane Bakwa",2025,,MID,45
108939,"Radu Drăguşin",2025,,DEF,18
108941,"Destiny Udogie",2025,,DEF,41
108952,"Dominic Solanke",2025,,FWD,47
108954,"Randal Kolo Muani",2025,,FWD,38
108956,"D. Geiger",2025,GK,GK,75
108959,"Odriozola",2025,FB,MID,70
108962,"Yves Bissouma",2025,,MID,18
108971,"Joelinton",2025,CM,MID,53
108972,"P. Cutrone",2025,ST,DEF,45
108974,"Axel Disasi",2025,,DEF,23
108979,"Oliver Scarles",2025,,DEF,19
108981,"Valentín Castellanos",2025,,FWD,55
108982,"Valentín Castellanos",2025,,FWD,62
108983,"Pablo Felipe",2025,,FWD,29
108984,"Pablo Felipe",2025,,FWD,70
108987,"Crysencio Summerville",2025,,MID,69
108991,"Tomáš Souček",2025,,MID,65
108998,"Bashir Humphreys",2025,,DEF,24
109005,"Zian Flemming",2025,,FWD,77
109011,"James Ward-Prowse",2025,,MID,35
109012,"Josh Cullen",2025,,MID,58
109016,"C. Eiting",2025,CDM,DEF,65
109018,"Yerson Mosquera",2025,,DEF,25
109020,"Ladislav Krejčí",2025,,DEF,60
109021,"Adam Armstrong",2025,,FWD,50
109022,"R. Kristensen",2025,FB,FWD,49
109029,"João Gomes",2025,,MID,45
109030,"Rodrigo Gomes",2025,,MID,57
109031,"M. de Ligt",2025,CB,DEF,46
109060,"J. Kluivert",2025,Winger,FWD,40
130260,"C. Gakpo",2025,Winger,MID,80
130261,"Alisson Becker",2025,GK,GK,71
130262,"J. Gomez",2025,FB,DEF,52
130263,"A. Robertson",2025,FB,DEF,45
130264,"V. van Dijk",2025,CB,DEF,72
130265,"C. Jones",2025,CDM,MID,51
130266,"Mohamed Salah",2025,Winger,MID,81
130267,"D. Szoboszlai",2025,CAM,MID,80
130268,"I. Konaté",2025,CB,DEF,51
130269,"A. Mac Allister",2025,CDM,MID,63
130270,"G. Mamardashvili",2025,GK,GK,46
130271,"F. Chiesa",2025,ST,FWD,48
130272,"J. Frimpong",2025,FB,DEF,41
130273,"H. Ekitike",2025,ST,FWD,82
130274,"F. Wirtz",2025,CM,MID,72
130275,"M. Kerkez",2025,FB,DEF,60
130276,"T. Adams",2025,CDM,MID,58
130277,"M. Senesi",2025,CB,DEF,64
130278,"A. Smith",2025,FB,DEF,52
130279,"D. Brooks",2025,CM,MID,58
130280,"M. Tavernier",2025,CM,MID,78
130281,"A. Semenyo",2025,CM,MID,82
130282,"J. Hill",2025,CB,DEF,57
130283,"B. Diakité",2025,CB,DEF,34
130284,"Đ. Petrović",2025,GK,GK,75
130285,"Evanilson",2025,ST,FWD,61
130286,"A. Truffert",2025,FB,DEF,68
130287,"A. Scott",2025,CDM,MID,57
130288,"E. Kroupi",2025,ST,FWD,81
130289,"R. Ngumoha",2025,Winger,FWD,47
130290,"D. Malen",2025,ST,FWD,59
130291,"B. Kamara",2025,CDM,MID,57
130292,"L. Digne",2025,FB,DEF,68
130293,"Y. Tielemans",2025,CDM,MID,61
130294,"E. Buendía",2025,CM,MID,73
130295,"M. Rogers",2025,CM,MID,84
130296,"T. Mings",2025,CB,DEF,32
130297,"J.  McGinn",2025,CM,MID,74
130298,"M. Cash",2025,FB,DEF,70
130299,"E. Konsa",2025,CB,DEF,46
130300,"O. Watkins",2025,ST,FWD,85
130301,"M. Bizot",2025,GK,GK,38
130302,"Pau Torres",2025,CB,DEF,38
130303,"E. Guessand",2025,ST,FWD,50
130304,"I. Maatsen",2025,FB,DEF,42
130305,"A. Onana",2025,CDM,MID,61
130306,"L. Bogarde",2025,CDM,DEF,34
130307,"K. Trippier",2025,FB,DEF,42
130309,"F. Schär",2025,CB,DEF,45
130310,"Bruno Guimarães",2025,CM,MID,82
130311,"H. Barnes",2025,Winger,FWD,66
130312,"N. Pope",2025,GK,GK,72
130313,"D. Burn",2025,CB,DEF,59
130314,"J. Murphy",2025,Winger,MID,63
130315,"A. Ramsdale",2025,GK,GK,50
130316,"S. Tonali",2025,CM,MID,49
130317,"S. Botman",2025,CB,DEF,54
130318,"A. Gordon",2025,Winger,FWD,66
130319,"A. Elanga",2025,Winger,FWD,42
130320,"T. Livramento",2025,FB,DEF,41
130321,"M. Thiaw",2025,CB,DEF,66
130322,"L. Hall",2025,FB,DEF,53
130323,"W. Osula",2025,ST,FWD,67
130324,"L. Miley",2025,CM,MID,61
130325,"J. Milner",2025,CDM,MID,47
130326,"J. Veltman",2025,FB,DEF,57
130327,"F. Kadıoğlu",2025,FB,DEF,45
130328,"D. Welbeck",2025,ST,FWD,81
130329,"L. Dunk",2025,CB,DEF,45
130330,"O. Boscagli",2025,CB,DEF,50
130331,"J. van Hecke",2025,CB,DEF,70
130332,"G. Rutter",2025,ST,FWD,57
130333,"M. Wieffer",2025,FB,DEF,68
130334,"K. Mitoma",2025,CM,MID,60
130335,"B. Verbruggen",2025,GK,GK,75
130336,"M. De Cuyper",2025,FB,DEF,68
130337,"Y. Ayari",2025,CDM,MID,66
130338,"D. Gómez",2025,CM,MID,67
130339,"B. Gruda",2025,CM,MID,47
130340,"C. Baleba",2025,CDM,MID,50
130341,"Y. Minteh",2025,CM,MID,67
130342,"Jorge Cuenca",2025,CB,DEF,40
130343,"K. Tete",2025,FB,DEF,56
130344,"E. Smith Rowe",2025,CM,MID,55
130345,"B. Leno",2025,GK,GK,75
130346,"A. Iwobi",2025,CDM,MID,68
130347,"S. Berge",2025,CDM,MID,53
130348,"J. Andersen",2025,CB,DEF,50
130349,"S. Lukić",2025,CDM,MID,52
130350,"R. Jiménez",2025,ST,FWD,76
130351,"T. Castagne",2025,FB,DEF,49
130352,"Adama Traoré",2025,ST,FWD,20
130353,"I. Diop",2025,CB,DEF,45
130354,"T. Cairney",2025,CDM,MID,50
130355,"H. Wilson",2025,Winger,MID,85
130356,"C. Bassey",2025,CB,DEF,53
130357,"Rodrigo Muniz",2025,ST,FWD,47
130358,"Joshua King",2025,CM,MID,52
130359,"C. Hudson-Odoi",2025,CM,MID,68
130360,"O. Aina",2025,FB,DEF,40
130361,"N. Milenković",2025,CB,DEF,48
130362,"M. Sels",2025,GK,GK,75
130363,"Igor Jesus",2025,ST,FWD,69
130364,"M. Gibbs-White",2025,Winger,MID,86
130365,"C. Wood",2025,ST,FWD,48
130366,"R. Yates",2025,CM,MID,53
130367,"I. Sangaré",2025,CDM,MID,57
130368,"D. Ndoye",2025,CM,MID,46
130369,"Morato",2025,CB,DEF,51
130370,"N. Williams",2025,FB,DEF,66
130371,"E. Anderson",2025,CDM,MID,69
130372,"Jair",2025,CB,DEF,39
130373,"Murillo",2025,CB,DEF,46
130374,"C. Kelleher",2025,GK,GK,75
130375,"J. Henderson",2025,CDM,MID,56
130376,"K. Ajer",2025,CB,DEF,43
130377,"T. Awoniyi",2025,ST,FWD,58
130378,"R. Henry",2025,FB,DEF,41
130379,"N. Collins",2025,CB,DEF,58
130380,"S. van den Berg",2025,CB,DEF,50
130381,"A. Hickey",2025,FB,DEF,34
130382,"M. Jensen",2025,CM,MID,58
130383,"K. Lewis-Potter",2025,FB,MID,66
130384,"K. Schade",2025,CM,MID,79
130385,"Thiago",2025,ST,FWD,88
130386,"Y. Yarmolyuk",2025,CDM,MID,50
130387,"M. Kayode",2025,FB,DEF,52
130388,"G. Xhaka",2025,CDM,MID,64
130389,"O. Alderete",2025,CB,DEF,52
130390,"E. Le Fée",2025,CM,MID,76
130391,"Reinildo",2025,FB,DEF,46
130392,"D. Ballard",2025,CB,DEF,55
130393,"W. Isidor",2025,ST,FWD,63
130394,"T. Hume",2025,FB,DEF,59
130395,"R. Roefs",2025,GK,GK,75
130396,"S. Adingra",2025,Winger,FWD,35
130397,"H. Diarra",2025,CM,MID,59
130398,"C. Talbi",2025,Winger,FWD,55
130399,"C. Rigg",2025,CM,MID,47
130400,"Eliezer Mayenda",2025,ST,FWD,40
130401,"N. Sadiki",2025,CDM,MID,50
130402,"J. Todibo",2025,CB,DEF,47
130403,"K. Walker-Peters",2025,FB,DEF,49
130404,"A. Areola",2025,GK,GK,63
130405,"T. Souček",2025,CDM,MID,64
130406,"K. Mavropanos",2025,CB,DEF,62
130407,"Lucas Paquetá",2025,CAM,FWD,59
130408,"J. Ward-Prowse",2025,CDM,MID,23
130409,"C. Wilson",2025,ST,FWD,69
130410,"M. Hermansen",2025,GK,GK,61
130411,"M. Kilman",2025,CB,DEF,34
130412,"A. Wan-Bissaka",2025,FB,MID,51
130413,"J. Bowen",2025,Winger,FWD,83
130414,"N. Füllkrug",2025,ST,FWD,25
130415,"F. Potts",2025,CDM,MID,55
130416,"O. Scarles",2025,FB,DEF,55
130417,"E. Diouf",2025,FB,MID,57
130418,"R. Bentancur",2025,CDM,MID,59
130419,"Richarlison",2025,ST,FWD,81
130420,"M. Kudus",2025,ST,FWD,59
130421,"D. Solanke",2025,ST,FWD,50
130422,"D. Spence",2025,FB,DEF,32
130423,"K. Danso",2025,CB,DEF,50
130424,"C. Romero",2025,CB,DEF,70
130425,"G. Vicario",2025,GK,GK,75
130426,"João Palhinha",2025,CDM,MID,70
130427,"Pedro Porro",2025,FB,DEF,58
130428,"B. Johnson",2025,ST,FWD,57
130429,"M. van de Ven",2025,CB,DEF,69
130430,"P. Sarr",2025,CM,MID,65
130431,"A. Kinský",2025,GK,GK,40
130432,"M. Tel",2025,Winger,FWD,56
130433,"A. Gray",2025,CDM,MID,58
130434,"W. Odobert",2025,Winger,FWD,42
130435,"L. Bergvall",2025,CM,MID,58
130436,"J. Bruun Larsen",2025,CAM,FWD,39
130437,"K. Walker",2025,FB,DEF,50
130438,"J. Worrall",2025,CB,DEF,25
130439,"M. Dúbravka",2025,GK,GK,75
130440,"J. Cullen",2025,CM,MID,58
130441,"J. Laurent",2025,CB,MID,51
130442,"Z. Flemming",2025,ST,MID,80
130443,"M. Edwards",2025,ST,FWD,49
130444,"H. Ekdal",2025,CB,DEF,46
130445,"L. Foster",2025,ST,FWD,55
130446,"L. Tchaouna",2025,Winger,FWD,45
130447,"M. Estève",2025,CB,DEF,54
130448,"H. Mejbri",2025,CM,MID,61
130449,"J. Anthony",2025,Winger,MID,77
130450,"L. Ugochukwu",2025,CM,MID,58
130451,"Lucas Pires",2025,Winger,DEF,35
130452,"Q. Hartman",2025,FB,DEF,66
130453,"K. Hoever",2025,Winger,MID,51
130454,"José Sá",2025,GK,GK,67
130455,"J. Strand Larsen",2025,ST,FWD,38
130456,"M. Munetsi",2025,ST,FWD,55
130457,"J. Arias",2025,Winger,MID,43
130458,"M. Doherty",2025,CB,DEF,36
130459,"S. Johnstone",2025,GK,GK,51
130460,"J. Bellegarde",2025,ST,FWD,63
130461,"Hwang Hee-Chan",2025,ST,FWD,49
130462,"Toti Gomes",2025,CB,DEF,46
130463,"E. Agbadou",2025,CB,DEF,57
130464,"S. Bueno",2025,CB,DEF,65
130465,"João Gomes",2025,CM,MID,57
130466,"Y. Mosquera",2025,CB,DEF,53
130467,"D. Møller Wolfe",2025,Winger,MID,44
130468,"André",2025,CM,MID,55
130469,"Hugo Bueno",2025,Winger,DEF,58
130470,"Rodrigo Gomes",2025,Winger,DEF,63
130471,"Rúben Dias",2025,CB,DEF,55
130472,"J. Stones",2025,CB,DEF,35
130473,"Bernardo Silva",2025,CM,MID,62
130474,"E. Haaland",2025,ST,FWD,92
130475,"J. Doku",2025,Winger,FWD,70
130476,"N. Aké",2025,CB,DEF,37
130477,"R. Aït-Nouri",2025,FB,DEF,52
130478,"T. Reijnders",2025,CM,MID,71
130479,"Matheus Nunes",2025,FB,MID,61
130480,"Omar Marmoush",2025,ST,FWD,61
130481,"R. Cherki",2025,CAM,MID,82
130482,"Nico González",2025,CDM,MID,56
130483,"J. Trafford",2025,GK,GK,28
130484,"Oscar Bobb",2025,Winger,FWD,53
130485,"R. Lewis",2025,FB,DEF,41
130486,"N. O&apos;Reilly",2025,FB,MID,71
130487,"A. Khusanov",2025,CB,DEF,54
130488,"Pedro Neto",2025,CM,MID,77
130489,"E. Fernández",2025,CDM,MID,82
130490,"João Pedro",2025,ST,FWD,86
130491,"Robert Sánchez",2025,GK,GK,75
130492,"R. James",2025,FB,DEF,70
130493,"T. Chalobah",2025,CB,DEF,61
130494,"W. Fofana",2025,CB,DEF,53
130495,"Marc Cucurella",2025,FB,DEF,66
130496,"M. Caicedo",2025,CDM,MID,62
130497,"C. Palmer",2025,CAM,MID,80
130498,"M. Gusto",2025,FB,DEF,68
130499,"L. Delap",2025,ST,FWD,32
130500,"F. Jörgensen",2025,GK,GK,28
130501,"J. Bynoe-Gittens",2025,CM,MID,45
130502,"Andrey Santos",2025,CDM,MID,59
130503,"J. Hato",2025,CB,DEF,46
130504,"Joshua Kofi Acheampong",2025,CB,DEF,46
130505,"Estêvão",2025,Winger,FWD,51
130506,"I. Sarr",2025,ST,FWD,72
130507,"J. Lerma",2025,CDM,MID,51
130508,"D. Muñoz",2025,Winger,MID,68
130509,"W. Hughes",2025,CDM,MID,44
130510,"N. Clyne",2025,Winger,DEF,41
130511,"D. Henderson",2025,GK,GK,75
130512,"M. Lacroix",2025,CB,DEF,58
130513,"J. Mateta",2025,ST,FWD,78
130514,"M. Guéhi",2025,CB,DEF,65
130515,"C. Richards",2025,CB,DEF,48
130516,"T. Mitchell",2025,Winger,MID,59
130517,"J. Devenny",2025,ST,MID,38
130518,"A. Wharton",2025,CDM,MID,62
130520,"Casemiro",2025,CDM,MID,80
130521,"Diogo Dalot",2025,FB,MID,55
130522,"L. Shaw",2025,FB,DEF,52
130523,"Matheus Cunha",2025,ST,FWD,76
130524,"Bruno Fernandes",2025,CAM,MID,89
130525,"H. Maguire",2025,CB,DEF,60
130526,"M. Mount",2025,ST,FWD,54
130527,"B. Mbeumo",2025,ST,FWD,80
130528,"A. Bayındır",2025,GK,GK,35
130529,"M. Ugarte",2025,CDM,MID,56
130530,"B. Šeško",2025,ST,FWD,79
130531,"A. Diallo",2025,ST,FWD,61
130532,"K. Mainoo",2025,CDM,MID,52
130533,"L. Yoro",2025,CB,DEF,47
130534,"P. Dorgu",2025,Winger,MID,72
130535,"A. Heaven",2025,CB,DEF,48
130536,"K. Havertz",2025,ST,FWD,57
130537,"B. Saka",2025,Winger,FWD,74
130538,"D. Rice",2025,CM,MID,72
130539,"V. Gyökeres",2025,ST,FWD,82
130540,"David Raya",2025,GK,GK,75
130541,"B. White",2025,FB,DEF,41
130542,"W. Saliba",2025,CB,DEF,45
130543,"Gabriel Magalhães",2025,CB,DEF,72
130544,"M. Ødegaard",2025,CM,MID,67
130545,"J. Timber",2025,FB,DEF,74
130546,"Mikel Merino",2025,CM,MID,70
130547,"Martín Zubimendi",2025,CM,MID,66
130548,"J. Zirkzee",2025,ST,FWD,47
130549,"Gabriel Martinelli",2025,Winger,FWD,52
130550,"N. Madueke",2025,Winger,FWD,51
130551,"R. Calafiori",2025,FB,DEF,59
130552,"M. Lewis-Skelly",2025,CDM,DEF,26
130553,"Cristhian Mosquera",2025,CB,DEF,41
130554,"J. Piroe",2025,ST,FWD,19
130555,"S. Bornauw",2025,CB,DEF,30
130556,"L. Trossard",2025,Winger,FWD,74
130557,"E. Ampadu",2025,CM,MID,63
130558,"K. Darlow",2025,GK,GK,67
130559,"S. Longstaff",2025,CM,MID,60
130560,"J. Bogle",2025,Winger,DEF,58
130561,"J. Rodon",2025,CB,DEF,54
130562,"D. James",2025,Winger,FWD,42
130563,"L. Nmecha",2025,ST,FWD,66
130564,"A. Tanaka",2025,CM,MID,49
130565,"G. Gudmundsson",2025,FB,DEF,42
130566,"B. Aaronson",2025,ST,MID,73
130567,"P. Struijk",2025,CB,DEF,42
130568,"Lucas Perri",2025,GK,GK,58
130569,"I. Gruev",2025,CM,MID,51
130570,"W. Gnonto",2025,Winger,FWD,52
130571,"A. Stach",2025,CM,MID,72
130572,"J. Garner",2025,CDM,DEF,75
130573,"J. Pickford",2025,GK,GK,75
130574,"M. Keane",2025,CB,DEF,65
130575,"J. Tarkowski",2025,CB,DEF,66
130576,"I. Gueye",2025,CDM,MID,61
130577,"I. Ndiaye",2025,CM,MID,74
130578,"D. McNeil",2025,CAM,FWD,53
130579,"J. Grealish",2025,CM,MID,70
130580,"Beto",2025,ST,FWD,74
130581,"K. Dewsbury-Hall",2025,CM,MID,80
130582,"C. Alcaraz",2025,CM,MID,35
130583,"J. O&apos;Brien",2025,FB,DEF,52
130584,"T. Iroegbunam",2025,CDM,MID,60
130585,"T. Barry",2025,ST,FWD,67
130586,"H. Armstrong",2025,CM,MID,43
130589,"R. Christie",2025,CDM,MID,49
130590,"M. Damsgaard",2025,CM,MID,71
130591,"E. Martínez",2025,GK,GK,75
130592,"N. Okafor",2025,ST,FWD,71
130593,"A. Adli",2025,ST,FWD,63
130594,"D. Ouattara",2025,CM,MID,77
130595,"J. Tchatchoua",2025,Winger,DEF,42
130596,"Rodri",2025,CDM,MID,56
130598,"P. Foden",2025,CAM,MID,80
130599,"J. Willock",2025,CM,MID,44
130600,"R. Sessegnon",2025,FB,DEF,66
130601,"T. Adarabioyo",2025,CB,DEF,49
130602,"J. Ramsey",2025,CM,MID,62
130603,"A. Robinson",2025,FB,DEF,52
130604,"Douglas Luiz",2025,CDM,MID,50
130605,"J. McAtee",2025,CM,MID,35
130606,"C. Bradley",2025,FB,DEF,41
130607,"O. Hutchinson",2025,Winger,FWD,54
130608,"J. Hinshelwood",2025,CM,MID,70
130610,"N. Mukiele",2025,CB,DEF,70
130611,"V. Mykolenko",2025,FB,DEF,42
130612,"D. Kamada",2025,CDM,FWD,66
130613,"D. Calvert-Lewin",2025,ST,FWD,82
130614,"J. Justin",2025,CB,DEF,61
130615,"E. Pinnock",2025,CB,DEF,41
130616,"C. Summerville",2025,Winger,FWD,62
130617,"L. Krejčí",2025,CB,DEF,60
130618,"P. Hincapié",2025,FB,DEF,59
130619,"N. Savona",2025,FB,DEF,57
130620,"Yeremy Pino",2025,ST,MID,57
130621,"D. Udogie",2025,FB,DEF,41
130622,"T. Dibling",2025,CM,MID,31
130623,"Mateus Fernandes",2025,CDM,MID,66
130624,"Florentino",2025,CDM,MID,56
130625,"B. Traoré",2025,Winger,FWD,53
130626,"L. Cook",2025,CDM,MID,56
130627,"V. Janelt",2025,CDM,MID,61
130628,"L. Geertruida",2025,FB,DEF,44
130629,"B. Brobbey",2025,ST,FWD,66
130630,"John",2025,GK,GK,30
130631,"D. Bakwa",2025,Winger,FWD,36
130632,"A. Broja",2025,ST,FWD,38
130633,"B. Humphreys",2025,CB,DEF,35
130634,"M. Röhl",2025,CM,MID,38
130635,"A. Garnacho",2025,ST,FWD,52
130636,"Álex Jiménez",2025,FB,DEF,45
130637,"Veljko Milosavljević",2025,CB,DEF,26
130638,"J. Canvot",2025,CB,DEF,53
130639,"J. Sancho",2025,Winger,FWD,36
130640,"V. Lindelöf",2025,CB,DEF,41
130641,"G. Donnarumma",2025,GK,GK,75
130642,"T. Arokodare",2025,ST,FWD,50
130643,"J. Gvardiol",2025,CB,DEF,65
130644,"N. Woltemade",2025,ST,FWD,74
130645,"S. Lammens",2025,GK,GK,75
130646,"Kevin",2025,Winger,FWD,53
130647,"Sávio",2025,Winger,FWD,41
130648,"S. Magassa",2025,CDM,MID,59
130649,"B. Badiashile",2025,CB,DEF,37
130650,"O. Zinchenko",2025,FB,DEF,25
130651,"E. Nketiah",2025,ST,FWD,42
130652,"S. Chukwueze",2025,Winger,FWD,63
130653,"R. Barkley",2025,CM,MID,61
130654,"A. Isak",2025,ST,FWD,54
130655,"N. Domínguez",2025,CM,MID,58
130656,"A. Tuanzebe",2025,CB,DEF,45
130657,"L. O&apos;Nien",2025,CB,MID,37
130658,"R. Kolo Muani",2025,ST,FWD,43
130659,"X. Simons",2025,ST,FWD,60
130660,"R. Lavia",2025,CDM,MID,44
130661,"C. Kostoulas",2025,ST,FWD,50
130662,"M. Mane",2025,ST,FWD,50
130663,"Gabriel Jesus",2025,ST,FWD,50
130664,"Lisandro Martínez",2025,CB,DEF,47
130665,"Y. Wissa",2025,ST,FWD,31
130666,"R. Mundle",2025,Winger,FWD,31
130667,"D. Cirkin",2025,FB,DEF,31
130668,"R. Drăgușin",2025,CB,DEF,41
130669,"P. Groß",2025,CDM,MID,57
130670,"Y. Bissouma",2025,CM,MID,55
130671,"V. Castellanos",2025,ST,FWD,62
130672,"C. Gallagher",2025,CM,MID,46
130673,"C. Riad",2025,CB,DEF,41
130674,"Pablo",2025,ST,FWD,48
130675,"A. Gomes",2025,CDM,MID,40
130676,"L. Bailey",2025,CM,MID,34
130677,"J. Branthwaite",2025,CB,DEF,47
130678,"A. Armstrong",2025,ST,MID,59
130679,"A. Disasi",2025,CB,DEF,43
130680,"L. Netz",2025,FB,DEF,35
130681,"N. Angulo",2025,Winger,FWD,44
